date,precipitacion_asuncion_mm,precipitacion_chilete_mm,precipitacion_contumaza_mm,precipitacion_granjaporcon_mm,precipitacion_huacraruro_mm,precipitacion_livis_mm,precipitacion_llapa_mm,precipitacion_magdalena_mm,precipitacion_montegrande_mm,precipitacion_quebradahonda_mm,precipitacion_quilcate_mm,precipitacion_sanjuan_mm,precipitacion_talla_mm
1998-05-01,51.3,0.0,22.5,85.4,NA,17.2,27.1,13.6,1.6,NA,78.8,47.0,1.0
1998-06-01,4.8,0.0,10.3,0.0,NA,0.0,11.6,0.0,0.0,NA,2.3,12.3,0.0
1998-07-01,0.0,0.0,0.0,0.0,NA,0.0,3.2,0.0,0.0,NA,0.4,0.0,0.0
1998-08-01,2.6,0.0,1.8,14.8,NA,0.8,9.3,0.0,0.0,NA,13.6,5.4,0.0
1998-09-01,7.4,0.0,5.0,60.6,NA,9.2,34.2,7.4,0.0,NA,77.2,12.1,0.0
1998-10-01,51.4,0.0,14.6,234.7,NA,34.7,111.9,19.2,2.8,NA,188.5,56.8,1.5
1998-11-01,24.0,0.0,7.6,163.3,NA,9.3,22.1,10.3,0.0,NA,55.8,20.0,0.1
1998-12-01,68.1,0.0,17.8,99.0,NA,54.2,101.9,6.5,0.0,NA,72.4,56.1,1.7
1999-01-01,123.7,29.7,69.9,NA,NA,105.3,151.4,76.0,17.0,NA,NA,118.6,10.5
1999-02-01,554.9,147.7,296.2,NA,NA,261.3,313.6,185.4,84.1,NA,NA,520.3,34.3
1999-03-01,236.4,9.5,175.7,NA,NA,95.5,147.4,40.5,0.0,NA,NA,151.5,0.0
1999-04-01,120.1,17.4,90.8,NA,NA,55.2,89.1,57.1,12.0,NA,NA,94.6,6.5
1999-05-01,69.4,23.6,83.0,NA,NA,31.0,61.0,40.9,4.5,NA,NA,67.7,2.8
1999-06-01,36.2,8.3,24.2,NA,NA,13.0,46.8,20.6,0.0,NA,NA,48.0,0.8
1999-07-01,9.6,0.0,18.5,NA,NA,5.3,10.9,5.3,0.0,NA,NA,13.1,0.0
1999-08-01,0.0,0.0,0.0,NA,NA,0.0,4.1,0.0,0.0,NA,NA,0.5,0.0
1999-09-01,58.7,4.6,41.7,NA,NA,13.0,123.3,31.2,1.3,NA,NA,59.8,1.2
1999-10-01,35.7,0.0,14.1,NA,NA,4.9,58.1,7.1,0.0,NA,NA,20.6,0.9
1999-11-01,73.7,3.2,19.1,NA,NA,6.9,37.2,21.5,0.0,NA,NA,74.3,0.0
1999-12-01,121.3,13.8,41.4,NA,NA,58.3,122.1,38.2,12.9,NA,NA,139.6,10.8
2000-01-01,119.9,0.0,23.8,NA,NA,24.3,45.8,32.6,0.0,NA,NA,113.8,0.0
2000-02-01,343.0,53.0,215.9,NA,NA,127.5,205.7,112.5,7.5,NA,NA,302.4,5.3
2000-03-01,331.5,56.0,378.3,NA,NA,163.4,320.2,141.0,24.9,NA,NA,293.1,4.0
2000-04-01,138.7,10.5,146.2,NA,NA,50.2,133.9,66.0,5.6,NA,NA,144.9,1.5
2000-05-01,74.0,7.6,65.0,NA,NA,39.0,83.8,60.9,15.0,NA,NA,71.9,9.0
2000-06-01,26.0,0.0,7.8,NA,NA,10.9,15.8,4.8,0.0,NA,NA,42.7,0.4
2000-07-01,0.5,0.0,0.3,NA,NA,0.0,0.7,0.0,0.0,NA,NA,1.8,0.0
2000-08-01,4.3,0.0,5.7,NA,NA,0.0,22.8,2.2,0.0,NA,NA,5.6,0.3
2000-09-01,31.0,0.0,23.8,NA,NA,3.1,57.2,7.0,0.0,NA,NA,62.6,0.0
2000-10-01,21.1,0.0,6.7,NA,NA,0.0,41.8,8.2,0.0,NA,NA,12.7,0.0
2000-11-01,38.2,0.0,34.7,NA,NA,16.1,53.3,36.3,0.0,NA,NA,49.6,2.4
2000-12-01,139.3,9.4,78.8,NA,NA,89.0,160.6,128.2,9.7,NA,NA,155.5,11.3
2001-01-01,314.4,34.6,191.8,NA,NA,94.0,238.8,128.8,NA,NA,NA,323.3,4.8
2001-02-01,166.7,30.2,152.5,NA,NA,91.5,152.0,56.1,NA,NA,NA,128.9,2.7
2001-03-01,615.1,146.9,457.3,NA,NA,390.7,439.4,261.1,NA,NA,NA,461.8,29.2
2001-04-01,90.5,12.7,157.5,NA,NA,86.9,122.8,56.7,NA,NA,NA,68.1,12.5
2001-05-01,65.1,0.0,23.9,NA,NA,37.2,49.3,23.5,NA,NA,NA,42.8,0.0
2001-06-01,0.0,0.0,8.7,NA,NA,1.8,5.8,0.0,NA,NA,NA,0.6,0.2
2001-07-01,1.9,0.0,0.0,NA,NA,0.0,9.1,0.0,NA,NA,NA,0.0,0.0
2001-08-01,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
2001-09-01,11.5,7.5,18.1,NA,NA,24.5,106.7,13.4,NA,NA,NA,14.0,0.0
2001-10-01,27.5,0.0,19.7,NA,NA,5.0,58.2,13.3,NA,NA,NA,48.1,0.0
2001-11-01,107.1,4.2,41.7,NA,NA,22.5,91.3,41.7,NA,NA,NA,125.5,0.0
2001-12-01,64.7,5.7,43.0,NA,NA,18.3,94.5,36.6,NA,NA,NA,68.9,0.8
2002-01-01,21.7,2.1,18.0,NA,NA,20.0,63.7,27.8,NA,NA,NA,34.4,0.8
2002-02-01,231.3,25.6,183.3,NA,NA,162.0,157.7,77.4,NA,NA,NA,211.0,11.9
2002-03-01,311.6,42.0,192.1,NA,NA,217.9,245.8,155.5,NA,NA,NA,337.3,15.0
2002-04-01,201.0,15.9,262.8,NA,NA,79.6,197.4,47.4,NA,NA,NA,108.0,3.7
2002-05-01,15.3,0.0,20.4,NA,NA,17.9,15.9,0.0,NA,NA,NA,13.1,0.0
2002-06-01,7.0,0.0,9.1,NA,NA,0.0,27.5,3.7,NA,NA,NA,8.6,0.2
2002-07-01,3.7,0.0,0.7,NA,NA,0.6,4.1,0.0,NA,NA,NA,9.7,0.0
2002-08-01,0.0,0.0,0.0,NA,NA,0.0,0.5,0.0,NA,NA,NA,0.0,0.0
2002-09-01,20.0,0.0,4.7,NA,NA,2.7,61.5,7.9,NA,NA,NA,7.4,0.0
2002-10-01,105.6,0.0,33.4,NA,NA,21.2,116.7,40.9,NA,NA,NA,128.0,1.3
2002-11-01,77.3,22.0,80.7,NA,NA,65.4,131.9,74.1,NA,NA,NA,106.6,3.4
2002-12-01,134.7,7.7,42.7,NA,NA,34.3,127.0,65.8,NA,NA,NA,182.8,1.4
2003-01-01,112.0,5.5,76.8,NA,NA,60.0,119.8,27.3,NA,NA,NA,104.5,0.6
2003-02-01,140.3,9.6,91.4,NA,NA,83.0,86.8,56.1,NA,NA,NA,118.4,6.1
2003-03-01,149.8,16.3,80.7,NA,NA,49.9,149.0,87.6,NA,NA,NA,173.1,1.4
2003-04-01,51.7,1.4,54.5,NA,NA,32.6,61.7,24.2,NA,NA,NA,80.1,0.1
2003-05-01,27.3,0.0,18.3,NA,NA,7.2,40.4,22.8,NA,NA,NA,37.9,0.0
2003-06-01,23.0,0.0,6.5,NA,NA,4.5,41.1,4.2,NA,NA,NA,30.2,0.7
2003-07-01,2.1,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,NA,5.0,0.0
2003-08-01,4.4,0.0,0.7,NA,NA,0.0,5.1,0.0,NA,NA,NA,1.6,0.0
2003-09-01,2.3,0.0,1.2,NA,NA,13.4,44.7,0.7,NA,NA,NA,4.6,0.5
2003-10-01,23.4,0.0,1.9,NA,NA,2.4,56.1,1.7,NA,NA,NA,28.0,0.0
2003-11-01,50.7,0.0,9.2,NA,NA,21.4,77.1,19.3,NA,NA,NA,49.3,1.2
2003-12-01,103.0,9.4,79.8,NA,NA,26.4,67.2,39.7,NA,NA,NA,90.4,2.5
2004-01-01,39.1,0.0,2.7,NA,NA,19.3,19.8,7.1,NA,NA,NA,33.9,0.0
2004-02-01,211.8,13.7,100.2,NA,NA,67.7,189.2,71.7,NA,NA,NA,226.5,4.3
2004-03-01,165.4,4.2,116.2,NA,NA,84.7,113.6,57.8,NA,NA,NA,102.5,2.1
2004-04-01,78.9,2.1,69.1,NA,NA,5.7,85.5,37.5,NA,NA,NA,89.5,1.5
2004-05-01,20.8,0.0,20.8,NA,NA,13.8,58.2,12.2,NA,NA,NA,35.8,0.0
2004-06-01,0.6,0.0,0.0,NA,NA,3.6,4.2,0.0,NA,NA,NA,2.5,0.0
2004-07-01,6.9,0.0,3.1,NA,NA,1.2,21.8,2.7,NA,NA,NA,6.0,0.0
2004-08-01,4.5,0.0,0.0,NA,NA,0.9,3.3,0.6,NA,NA,NA,1.0,0.0
2004-09-01,12.8,0.0,10.6,NA,NA,6.6,78.7,2.9,NA,NA,NA,13.7,5.3
2004-10-01,58.3,0.3,27.7,NA,NA,19.3,86.2,22.5,NA,NA,NA,73.5,0.4
2004-11-01,75.1,0.0,18.8,NA,NA,13.0,61.2,16.5,NA,NA,NA,71.6,0.0
2004-12-01,141.2,3.2,36.7,NA,NA,32.3,103.7,32.9,NA,NA,NA,128.8,0.8
2005-01-01,154.9,23.4,35.9,NA,NA,37.1,98.6,59.9,NA,NA,NA,135.1,4.0
2005-02-01,164.4,10.3,40.8,NA,NA,53.6,104.0,29.7,NA,NA,NA,114.1,1.2
2005-03-01,375.5,63.4,NA,NA,NA,102.2,251.6,135.2,NA,NA,NA,285.5,10.2
2005-04-01,33.0,11.4,41.8,NA,NA,17.0,39.0,18.1,NA,NA,NA,46.1,0.7
2005-05-01,1.1,0.0,0.0,NA,NA,0.6,10.4,0.8,NA,NA,NA,9.1,0.0
2005-06-01,0.2,0.0,0.0,NA,NA,0.0,4.5,0.8,NA,NA,NA,4.0,0.0
2005-07-01,0.0,0.0,0.0,NA,NA,0.0,1.2,0.0,NA,NA,NA,0.0,0.0
2005-08-01,0.0,0.0,0.0,NA,NA,0.0,9.3,0.0,NA,NA,NA,1.5,0.0
2005-09-01,3.5,3.7,1.6,NA,NA,0.9,21.6,6.3,NA,NA,NA,10.6,0.0
2005-10-01,51.2,3.9,15.4,NA,NA,12.8,70.1,14.3,NA,NA,NA,72.2,0.0
2005-11-01,18.4,3.7,11.1,NA,NA,3.6,36.9,6.2,NA,NA,NA,24.3,0.2
2005-12-01,107.1,2.7,21.1,NA,NA,14.4,109.4,29.3,NA,NA,NA,109.1,0.0
