date,precipitacion_cabanaconde_mm,precipitacion_tisco_mm,precipitacion_huambo_mm,precipitacion_madrigal_mm,precipitacion_chivay_mm,precipitacion_sibayo_mm,precipitacion_chuquibamba_mm,precipitacion_condoroma_mm,precipitacion_crucero_mm,precipitacion_imata_mm,precipitacion_angostura_mm,precipitacion_frayle_mm,precipitacion_pane_mm,precipitacion_caylloma_mm,precipitacion_yanque_mm,precipitacion_calera_mm,precipitacion_sumbay_mm,precipitacion_visuyo_mm,precipitacion_huanca_mm,precipitacion_aplao_mm,precipitacion_pampademajes_mm,precipitacion_porpera_mm,precipitacion_pampadearrieros_mm
1996-01-01,57.43,187.3,26.4,128.9,66.9,150.7,26.41,224.1,198.3,141.4,222.11,37.4,229.61,200.47,58.1,80.77,47.1,164.51,12.0,0.0,0.02,256.5,5.8
1996-02-01,165.61,156.8,103.1,234.2,168.4,149.31,29.91,135.6,177.2,168.4,258.61,90.5,175.0,164.54,136.2,171.7,136.4,185.88,58.28,1.36,0.0,172.7,13.0
1996-03-01,39.51,83.02,44.9,96.51,54.1,46.81,9.61,81.8,92.7,66.3,85.02,57.4,126.8,77.72,21.3,92.53,104.5,112.14,34.46,0.0,0.0,108.4,1.9
1996-04-01,37.25,61.6,11.7,59.62,34.7,62.9,0.0,40.42,49.9,47.82,67.78,23.6,61.01,74.47,38.3,15.92,39.6,83.73,0.03,0.0,0.0,50.1,0.3
1996-05-01,1.0,12.0,0.0,3.64,0.5,2.7,0.0,16.6,13.7,6.4,4.92,11.0,36.91,18.65,19.7,12.62,0.0,24.78,0.0,0.0,0.0,20.8,0.0
1996-06-01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0
1996-07-01,0.0,0.31,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.01,0.0,0.3,0.04,0.0,2.42,0.0,0.13,0.0,0.0,0.0,1.9,0.0
1996-08-01,1.83,14.11,0.5,2.0,7.03,9.6,0.01,20.3,11.06,8.31,8.82,1.1,24.01,2.22,5.7,5.19,4.5,19.13,0.0,0.0,0.0,8.4,0.0
1996-09-01,0.0,11.71,0.0,0.0,0.0,4.3,0.0,0.0,0.42,0.0,11.43,0.0,0.0,0.39,0.0,4.88,0.0,3.53,0.0,0.0,0.0,12.4,0.0
1996-10-01,0.0,10.61,0.0,1.0,1.02,5.9,0.0,7.3,4.13,0.7,9.16,0.0,6.8,7.67,0.2,10.45,0.0,12.06,0.01,0.0,0.0,6.6,0.0
1996-11-01,11.61,41.3,10.2,25.91,29.7,46.4,0.0,33.3,14.06,19.21,34.44,9.3,52.8,20.65,22.4,7.21,35.8,19.2,0.04,0.0,0.0,34.0,0.0
1996-12-01,40.53,146.6,13.6,51.8,51.5,90.5,4.0,139.8,121.31,87.01,123.62,29.5,158.01,131.02,67.0,74.4,84.0,102.4,0.23,0.0,0.0,227.5,0.0
1997-01-01,103.81,175.0,64.0,127.71,119.0,165.9,67.62,179.46,170.2,117.1,244.52,69.01,0.0,167.19,116.2,139.14,136.5,140.35,53.1,0.82,0.71,204.9,148.5
1997-02-01,102.12,201.8,72.1,215.7,163.2,193.3,46.25,182.3,165.11,182.6,205.31,160.01,211.1,202.86,169.45,169.63,269.4,168.55,88.5,4.14,3.1,254.9,72.6
1997-03-01,133.54,86.53,82.6,53.31,104.8,55.8,30.4,79.4,65.11,52.53,147.51,51.1,83.7,103.81,66.89,126.9,70.5,95.4,21.1,3.71,0.0,101.0,51.8
1997-04-01,7.1,31.71,0.0,8.6,10.0,14.0,0.0,22.7,25.35,14.32,20.53,5.1,47.6,34.38,6.59,52.82,6.55,27.86,0.0,0.0,0.0,27.4,0.0
1997-05-01,0.5,18.12,0.0,0.1,0.0,9.6,0.0,15.3,4.85,10.5,8.22,0.4,21.4,22.51,0.0,2.24,5.5,52.13,0.0,0.0,0.0,22.5,0.0
1997-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-07-01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.98,0.0,0.16,0.0,0.0,0.0,0.4,0.0
1997-08-01,44.3,33.12,29.5,27.0,27.1,21.9,10.9,28.6,21.52,27.4,42.73,16.1,28.4,2.48,3.98,1.5,16.53,18.47,21.8,0.04,2.7,31.9,24.2
1997-09-01,39.61,64.8,21.4,90.8,64.4,45.3,11.4,72.1,24.13,44.0,56.22,30.7,52.1,33.11,72.84,3.56,56.31,50.6,28.5,1.83,0.01,84.5,38.2
1997-10-01,0.02,14.0,0.0,0.0,0.0,6.8,0.0,18.3,0.53,0.12,9.34,5.2,17.5,6.17,2.89,32.74,1.7,8.63,0.0,0.0,0.0,47.3,0.0
1997-11-01,0.0,60.04,0.4,4.0,11.5,18.8,0.0,81.0,48.64,3.8,57.34,9.8,76.0,25.61,6.68,31.23,6.6,15.56,0.0,0.0,0.0,82.7,0.0
1997-12-01,110.73,102.2,64.3,127.91,76.0,98.6,26.4,92.0,41.43,43.91,125.51,0.0,128.9,91.63,61.06,71.01,17.3,91.61,16.3,3.1,0.61,175.2,37.5
1998-01-01,229.11,271.1,84.7,196.72,137.5,257.71,74.8,164.5,159.31,124.01,222.21,116.81,316.9,170.24,151.57,100.07,137.3,142.47,63.9,0.4,2.8,189.5,125.5
1998-02-01,117.32,114.9,56.4,85.0,66.2,65.2,163.7,87.5,69.8,89.92,139.56,67.81,164.6,178.19,52.2,129.46,78.8,168.54,38.7,0.03,0.01,131.2,57.2
1998-03-01,50.12,96.6,28.0,119.6,69.3,77.51,26.8,109.9,93.13,60.41,101.15,19.6,94.9,93.6,62.55,134.17,77.6,86.36,8.8,2.2,0.01,102.7,32.7
1998-04-01,0.03,15.91,0.0,22.6,3.3,13.3,109.0,7.2,16.7,0.0,14.63,1.0,39.8,22.15,6.59,95.77,3.51,6.01,0.0,0.0,0.0,42.3,0.0
1998-05-01,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.14,4.26,0.0,4.28,0.0,0.0,0.01,0.0,0.0
1998-06-01,0.33,3.04,0.0,0.31,0.0,0.0,0.0,1.8,11.43,0.01,1.63,1.5,0.3,0.14,0.0,0.96,0.01,0.91,0.0,0.01,0.0,2.8,0.0
1998-07-01,0.0,0.01,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,5.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
1998-08-01,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.04,0.0,0.4,1.28,0.0,5.94,0.0,1.49,0.0,0.0,0.0,0.0,0.0
1998-09-01,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.4,0.02,0.0,0.0,2.4,0.0,10.22,0.0,7.39,0.0,0.0,0.0,0.0,0.0
1998-10-01,0.0,9.57,0.0,0.0,0.0,1.12,0.0,4.9,20.53,3.6,17.26,0.0,21.2,22.57,0.14,21.39,0.0,21.15,0.0,0.0,0.0,25.0,0.0
1998-11-01,37.81,48.5,19.6,54.1,40.6,52.5,0.01,53.0,39.7,35.4,43.94,23.9,75.5,52.26,12.68,19.08,2.0,31.03,0.02,0.02,0.0,87.0,13.9
1998-12-01,110.34,75.93,67.2,83.32,70.6,102.2,30.2,87.5,53.21,74.81,129.12,30.5,122.3,93.79,61.73,71.04,26.4,96.71,22.0,0.43,2.2,102.7,58.5
1999-01-01,94.4,199.21,55.8,93.71,98.8,144.7,33.7,178.7,83.11,76.52,159.6,28.3,162.3,116.14,60.64,100.04,78.9,82.26,17.9,0.92,0.02,224.1,52.1
1999-02-01,257.5,273.91,167.2,255.6,169.8,281.8,145.3,257.9,201.2,218.5,247.9,210.2,247.7,232.53,168.65,164.07,314.9,186.18,135.4,1.46,3.35,345.3,271.0
1999-03-01,175.6,198.2,105.3,271.1,176.5,217.2,70.7,214.0,172.9,255.71,170.21,128.3,212.8,131.63152173913048,158.8,174.67,177.7,133.07152173913042,60.3,1.42,2.71,258.9,246.4
1999-04-01,39.51,30.44,25.8,68.6,39.3,47.0,9.1,58.29,44.43,66.2,46.53,25.1,102.9,53.16,28.1,5.24,0.51,81.24,1.8,0.0,0.17,91.1,1.6
1999-05-01,0.0,6.03,0.0,0.1,0.0,1.2,0.0,2.0,6.2,1.61,8.83,0.0,4.5,11.85,0.15,20.82,0.0,18.83,0.0,0.0,0.0,6.8,0.0
1999-06-01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.28,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,0.0
1999-07-01,0.01,1.22,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.17,0.01,1.93,0.0,0.17,0.0,0.0,0.0,0.0,0.0
1999-08-01,0.0,0.54,0.0,0.0,0.0,0.01,0.0,0.0,7.1,1.8,0.02,0.0,0.0,2.92,0.25,2.13,0.0,8.76,0.0,0.0,0.0,0.0,0.0
1999-09-01,13.8,23.45,11.3,22.2,19.6,27.1,0.0,27.6,2.85,15.7,32.12,6.8,18.5,22.22,29.88,14.7,5.32,29.38,0.0,0.0,0.0,30.6,0.0
1999-10-01,29.21,75.34,22.0,49.12,37.5,51.9,12.1,67.4,72.22,49.3,36.94,12.6,66.9,67.75,34.89,12.84,33.02,76.36,9.8,0.03,0.4,93.71,0.0
1999-11-01,0.31,10.74,0.0,5.62,3.1,13.0,0.0,14.6,0.03,1.61,19.4,0.0,20.1,12.58,8.13,4.74,0.51,11.69,0.0,0.0,0.0,24.2,0.0
1999-12-01,48.52,90.32,23.9,110.1,51.9,71.0,6.2,64.9,54.62,74.6,142.34,27.7,77.7,76.56,28.38,60.68,96.2,111.65,7.61,1.01,0.01,95.2,57.7
2000-01-01,212.11,194.32,142.0,352.1,180.7,230.1,173.1,218.4,173.3,165.01,247.6,128.6,244.1,216.34,143.75,124.1,156.4,237.89,145.94,0.1,7.49,272.3,320.1
2000-02-01,147.4,242.5,68.4,186.42,121.0,154.4,71.33,120.8,129.0,116.32,233.71,93.1,138.3,164.34,109.94,130.08,187.1,142.37,68.02,0.03,0.33,259.7,226.1
2000-03-01,85.14,157.22,60.4,140.82,103.8,131.2,47.24,157.7,59.6,74.3,203.11,77.5,147.9,108.84,81.92,131.23,89.6,100.7,65.5,1.01,0.01,178.7,96.9
2000-04-01,11.72,21.43,35.01,0.35,45.8,12.5,0.73,26.48,10.21,12.81,13.13,5.2,38.42,22.64,37.05,24.62,14.21,30.56,4.01,0.0,0.0,6.6,5.0
2000-05-01,1.51,28.73,2.3,2.31,10.5,16.41,0.02,9.73,12.53,7.91,19.8,2.4,23.36,22.89,13.43,7.62,7.52,58.11,7.6,0.01,0.03,30.3,7.6
2000-06-01,0.4,7.73,0.21,0.01,0.0,3.9,0.0,3.38,4.32,0.9,4.1,0.0,0.0,2.59,0.03,77.96,0.02,1.73,0.0,0.0,1.7,5.7,0.0
2000-07-01,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.4,0.52,0.0,0.14,0.84,0.01,4.76,1.7,0.13,0.0,0.0,0.0,0.2,0.0
2000-08-01,0.02,11.37,0.1,1.2,1.9,8.4,0.0,10.21,1.69,1.0,17.4,0.0,0.61,0.85,0.66,4.87,4.2,2.19,0.0,0.0,0.0,9.8,0.0
2000-09-01,0.02,1.63,0.01,0.6,0.0,0.0,0.0,1.14,0.23,0.0,2.91,0.0,0.04,2.64,0.04,9.0,0.0,3.45,0.0,0.0,0.0,1.9,0.0
2000-10-01,20.32,70.94,13.33,27.5,40.2,66.5,0.03,38.22,41.33,35.1,85.91,5.3,57.71,44.98,39.93,12.13,25.4,45.71,1.41,0.0,0.0,103.6,13.4
2000-11-01,0.21,22.13,0.03,1.2,0.0,11.9,0.0,28.17,10.03,5.61,25.0,0.2,39.56,24.3,2.56,9.18,2.5,21.27,0.0,0.0,0.0,6.6,0.0
2000-12-01,46.04,97.93,13.49,57.4,56.7,89.51,3.82,93.05,97.22,74.6,116.41,47.7,129.88,111.32,47.98,68.63,24.91,107.2,3.0,0.0,0.0,111.5,7.4
2001-01-01,104.43,240.32,72.12,141.2,121.2,231.1,54.1,241.62,226.0,210.3,311.0,81.5,258.83,239.68,152.11,114.44,66.72,264.41,50.21,0.04,0.01,221.8,54.8
2001-02-01,312.0,238.95,152.7,240.3,198.9,239.9,271.31,205.51,185.0,177.3,307.62,68.1,205.12,145.59,218.17,177.6,207.04,193.84,25.26,2.56,1.42,233.2,158.2
2001-03-01,184.12,144.15,70.2,198.4,98.4,124.71,95.03,170.01,100.61,93.02,211.41,80.9,85.25,120.29,47.59,125.68,116.83,137.64,98.22,2.02,0.0,154.4,164.0
2001-04-01,46.03,108.87,18.04,101.7,54.9,78.8,8.0,137.15,50.12,54.9,91.9,43.7,51.67,75.12,61.76,6.42,29.51,67.44,8.11,0.0,0.3,113.8,73.4
2001-05-01,2.91,31.26,1.2,0.4,1.6,5.21,0.01,21.46,6.56,2.0,17.63,0.0,8.25,7.09,2.23,17.51,0.02,19.12,0.0,0.0,0.0,46.7,1.4
2001-06-01,0.01,5.38,0.04,0.0,1.3,3.9,0.01,1.17,0.73,0.5,0.11,0.5,0.06,2.77,1.23,7.83,2.81,0.36,0.0,0.0,0.0,3.5,0.0
2001-07-01,0.0,16.46,0.0,0.0,0.0,4.9,0.0,6.68,0.0,0.11,18.01,0.0,0.02,0.22,0.56,6.95,0.0,0.09,0.0,0.0,0.0,17.3,0.0
2001-08-01,4.11,11.95,0.34,0.8,4.9,23.0,1.4,7.22,5.42,3.8,7.72,2.5,3.95,1.74,4.46,8.24,2.33,7.96,0.0,0.01,0.0,13.9,0.0
2001-09-01,7.01,8.4,0.92,7.6,8.0,0.02,0.0,11.59,0.55,5.41,9.71,1.0,18.38,14.08,1.88,4.76,2.32,22.47,0.01,0.0,0.0,4.8,0.0
2001-10-01,4.71,18.68,0.4,0.71,22.6,16.3,0.02,26.63,13.85,9.4,10.23,10.8,20.88,26.21,9.01,15.16,2.51,29.95,1.2,0.0,0.0,7.2,0.0
2001-11-01,0.32,8.56,0.02,2.51,1.2,6.71,0.0,35.13,29.31,5.11,9.2,0.0,41.89,20.89,1.83,23.48,0.03,16.54,0.0,0.0,0.0,14.5,0.0
2001-12-01,10.23,35.87,6.12,7.11,12.8,32.3,0.01,15.34,29.12,17.21,81.9,2.1,89.33,83.99,18.26,61.63,1.05,82.88,2.9,0.0,0.0,52.1,0.0
2002-01-01,56.13,123.58,37.73,41.42,72.2,125.5,79.3,54.24,88.32,54.2,143.82,56.3,15.16,104.09,61.02,136.98,62.53,67.13,19.21,4.9,4.0,137.8,29.4
2002-02-01,206.41,241.62,124.83,242.54,149.9,233.5,106.33,191.69,179.43,178.01,251.1,116.5,198.24,199.18,120.66,117.36,79.81,141.96,56.12,8.51,12.31,246.9,391.0
2002-03-01,192.75,186.83,83.15,115.71,133.3,128.1,41.1,183.91,192.52,159.41,177.31,90.9,171.34,234.26,125.1,149.55,85.82,198.79,76.52,4.03,1.31,168.2,201.8
2002-04-01,58.82,134.85,30.06,17.54,36.3,65.01,3.92,146.5,129.52,68.1,90.62,64.3,105.95,88.4,28.5,16.94,31.72,116.37,2.96,0.02,0.0,105.8,11.4
2002-05-01,2.43,17.37,0.05,0.8,12.2,2.11,0.0,22.4,8.98,6.0,10.1,3.2,38.73,10.9,10.69,10.33,8.32,15.44,0.0,0.01,0.0,31.0,0.0
2002-06-01,0.02,7.99,0.02,0.61,0.0,3.8,0.01,1.69,3.42,0.11,5.6,2.6,0.01,3.4,0.14,1.71,2.21,1.04,0.02,0.0,0.0,10.4,0.0
2002-07-01,24.23,31.77,25.84,34.63,35.8,28.61,8.72,37.11,20.62,21.51,16.74,30.1,20.61,20.2,9.07,0.92,37.7,32.94,22.81,3.01,3.5,34.4,2.2
2002-08-01,0.02,0.6,0.0,0.0,0.3,0.21,0.01,1.12,0.27,2.41,0.02,0.0,4.74,0.01,0.16,1.38,0.01,4.66,0.0,0.0,0.0,2.0,0.0
2002-09-01,0.01,19.1,0.0,0.01,0.8,11.81,0.0,5.91,0.36,0.4,18.23,0.0,1.75,14.81,0.92,4.1,0.01,12.3,0.0,0.0,0.0,11.5,0.0
2002-10-01,0.93,44.7,0.0,0.64,2.0,15.21,0.0,33.38,57.73,20.71,52.12,2.9,31.82,85.5,6.51,15.86,0.08,54.99,0.0,0.0,0.0,48.9,0.0
2002-11-01,28.95,68.9,13.52,55.2,33.0,60.5,5.41,80.71,27.93,53.1,100.83,21.3,55.36,90.5,36.13,14.48,32.8,54.07,2.9,0.01,0.0,68.9,11.8
2002-12-01,44.04,111.0,28.81,135.08,103.5,123.2,10.32,124.22,143.21,90.3,111.0,31.1,166.77,124.0,91.86,94.48,31.81,59.4,19.72,0.01,0.01,113.5,12.8
2003-01-01,67.16,89.14,42.47,108.7,40.3,83.9,8.23,133.9,97.01,91.5,133.7,24.0,162.25,137.1,143.35,103.44,23.42,84.27,3.62,0.0,0.0,141.5,21.4
2003-02-01,95.22,131.36,72.93,224.64,91.0,144.0,11.92,100.88,124.92,87.9,174.0,65.5,205.86,133.5,77.65,160.35,60.52,142.56,16.64,1.5031111111111115,0.01,191.0,16.8
2003-03-01,89.04,193.11,42.53,133.26,66.0,118.3,29.91,176.3,104.21,101.71,221.6,51.3,94.89,183.3,40.74,139.51,56.53,110.51,21.02,0.02,0.4,177.1,61.8
2003-04-01,11.72,29.17,0.04,28.88,19.7,24.3,0.01,37.75,27.63,19.51,42.2,16.3,45.64,32.9,12.04,35.31,14.8,33.85,3.4,0.0,0.0,35.6,0.0
2003-05-01,5.92,11.75,11.8,8.8,6.5,4.71,3.32,9.42,6.42,14.1,9.1,7.0,20.12,1.5,3.91,2.61,5.71,47.36,2.73,0.0,0.01,9.3,6.0
2003-06-01,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.9,4.5,0.0,0.07,3.6,0.04,0.89,0.0,1.01,0.0,0.0,0.0,5.7,0.0
2003-07-01,0.81,3.57,0.03,0.03,0.0,1.82,1.2,18.64,0.04,0.2,0.0,0.9,0.13,0.4,0.14,3.81,0.2,0.14,0.0,0.01,0.01,0.0,0.0
2003-08-01,5.2,4.07,2.1,5.4,4.5,8.9,0.01,13.49,6.6,14.3,2.31,2.5,25.12,1.0,6.03,7.73,5.0,7.21,0.0,0.0,0.0,3.8,0.0
2003-09-01,0.01,13.16,0.01,0.01,1.0,1.7,0.0,5.02,2.92,0.91,17.4,0.2,3.21,12.4,0.51,10.74,0.51,12.01,0.01,0.0,0.0,21.6,0.0
2003-10-01,0.01,14.95,0.0,0.0,0.0,8.2,0.0,16.91,0.44,6.2,18.63,0.0,15.12,11.21,0.36,18.89,0.0,12.44,0.0,0.0,0.0,17.1,0.0
2003-11-01,0.01,7.83,0.0,0.0,0.4,3.01,0.0,22.71,5.81,11.6,39.3,4.1,40.64,41.01,0.05,7.55,0.01,20.55,0.0,0.0,0.0,11.2,0.0
2003-12-01,17.13,114.54,7.02,47.12,46.6,82.41,7.41,70.76,68.32,54.21,133.6,19.1,135.4,119.6,47.42,64.43,44.02,89.34,0.02,0.0,0.0,149.8,0.0
2004-01-01,154.13,208.69,82.54,145.33,144.8,181.12,55.4,169.58,138.6,141.21,0.0,75.7,221.96,197.8,108.95,119.42,103.01,120.77,57.24,2.34,2.61,231.7,162.2
2004-02-01,107.92,176.34,101.33,107.92,90.1,150.9,52.71,132.78,108.9,120.72,143.3,76.2,170.2,187.1,95.05,92.87,48.32,147.98,26.81,9.5,6.0,196.8,102.8
2004-03-01,79.74,138.54,77.21,92.94,121.9,176.6,2.12,113.85,87.84,77.72,104.6,67.1,99.19,91.5,98.53,108.38,53.14,102.45,10.05,0.0,0.0,161.8,9.0
2004-04-01,13.22,39.4,0.0,15.82,40.2,12.1,0.0,41.84,53.71,27.61,56.8,30.9,53.92,50.3,30.45,21.88,12.91,37.09,0.01,0.0,0.0,57.8,0.0
2004-05-01,0.0,2.41,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,1.8,0.0,0.32,0.0,0.1,10.98,0.0,0.07,0.0,0.0,0.0,0.0,0.0
2004-06-01,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,3.5,0.0,0.18,1.1,0.04,0.62,0.01,0.15,0.0,0.0,0.0,0.0,0.0
2004-07-01,8.41,20.25,8.3,8.5,7.6,19.9,17.1,38.01,13.33,22.4,23.9,11.9,49.25,22.5,8.54,1.27,13.9,52.44,9.61,2.2,2.5,17.0,18.0
2004-08-01,1.05,14.9,0.07,1.29,3.1,11.1,0.0,23.3,7.06,5.31,18.02,2.2,10.92,12.4,2.93,1.47,0.75,10.39,0.01,0.0,0.0,22.1,0.0
2004-09-01,2.11,15.39,0.91,5.14,24.3,27.3,0.0,4.58,5.14,7.41,10.9,0.2,20.77,6.3,2.21,12.12,0.64,25.17,2.3,0.0,0.0,26.0,0.0
2004-10-01,0.0,3.18,0.0,0.02,0.0,3.5,0.0,2.9,2.32,0.2,8.9,0.0,6.81,8.9,0.45,26.02,0.0,11.22,0.0,0.0,0.0,1.3,0.0
2004-11-01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.48,8.4,0.0,14.3,0.0,21.2,6.8,0.0,44.35,0.0,3.54,0.0,0.0,0.0,10.1,0.0
2004-12-01,32.32,72.67,24.23,25.13,37.1,52.11,2.8,75.71,38.82,63.7,54.3,6.5,84.36,59.91,34.18,50.23,17.86,102.12,1.22,0.01,0.01,75.9,14.0
2005-01-01,53.02,124.32,47.93,48.58,68.7,96.6,41.1,126.43,51.62,88.91,129.2,65.9,185.23,111.8,88.19,98.4,54.13,95.81,17.62,0.01,0.0,173.4,14.2
2005-02-01,114.45,207.02,71.03,132.8,106.9,172.5,30.03,181.24,121.72,152.3,197.6,76.0,162.91,143.8,88.97,126.2,114.43,193.55,38.66,2.53,0.02,190.4,57.8
2005-03-01,58.22,127.46,32.63,58.42,67.0,67.8,38.73,109.7,57.68,77.9,163.7,26.1,106.86,114.71,72.27,144.7,56.06,106.28,18.31,0.0,0.0,104.7,15.2
2005-04-01,3.51,56.85,6.73,1.82,7.9,22.9,0.0,54.84,53.73,33.4,74.4,41.7,50.22,47.5,11.12,25.82,13.42,45.94,1.41,0.01,0.2,143.0,0.0
2005-05-01,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.28,0.01,0.0,0.2,0.0,0.34,0.0,0.04,14.99,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2005-06-01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.57,0.0,0.05,0.05,0.0,0.41,0.0,0.0,0.0,0.0,0.0
2005-07-01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.08,0.0,0.0,0.0,0.0,0.0
2005-08-01,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.4,0.0,0.0,1.5,0.01,0.45,0.01,0.1,0.0,0.0,0.0,7.2,0.0
2005-09-01,9.82,23.16,18.02,8.4,19.9,20.51,2.51,15.25,10.46,17.51,7.6,15.9,54.56,8.92,11.45,9.58,15.62,57.57,14.8,0.02,0.0,8.57,10.6
2005-10-01,0.01,11.61,0.01,0.0,0.2,2.71,0.0,23.35,2.94,3.3,14.73,0.0,26.67,18.1,0.24,16.62,0.0,19.1,0.0,0.0,0.0,48.8,0.0
2005-11-01,1.01,18.75,0.01,7.9,0.3,9.5,0.6,15.53,19.73,19.11,22.5,2.7,41.96,25.1,1.13,26.58,2.02,17.73,0.01,0.0,0.0,71.4,0.0
2005-12-01,78.01,103.42,50.14,74.0,68.2,93.21,14.22,120.31,96.72,92.3,194.5,54.0,137.57,171.01,70.68,71.76,51.84,97.37,12.64,1.7,0.02,108.8,5.2
2006-01-01,110.02,202.01,93.04,156.7,116.8,232.6,19.15,239.62,148.76,216.01,271.12,128.2,258.34,240.4,137.64,82.34,126.71,230.4,39.65,0.02,0.03,236.5,37.9
2006-02-01,185.61,200.31,115.9,108.1,114.8,164.92,101.8,160.37,119.11,139.01,159.3,81.9,156.96,206.1,97.2,117.54,94.0,176.79,62.14,0.9,0.02,165.0,37.6
2006-03-01,102.74,195.46,93.63,157.0,165.0,228.72,29.62,202.42,152.02,153.71,206.52,100.6,167.71,265.51,154.72,156.81,129.21,186.43,32.44,0.01,0.0,201.7,66.7
2006-04-01,5.85,62.32,6.93,13.4,7.2,29.8,0.4,70.62,39.33,28.6,58.1,3.7,52.02,46.4,8.87,15.73,14.41,44.3,0.6,0.0,0.0,67.1,2.6
2006-05-01,0.01,6.11,0.0,0.0,0.0,1.0,0.0,4.78,0.2,0.2,1.3,0.4,1.27,2.2,0.01,5.46,0.0,3.3,0.0,0.0,0.0,7.1,0.0
2006-06-01,0.01,4.06,0.0,0.0,0.0,5.8,0.0,0.34,0.11,0.0,4.9,0.0,0.3,0.21,0.27,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.01,2.4,0.02,9.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0
2006-08-01,0.11,7.67,0.02,0.0,0.0,1.9,0.0,8.36,2.72,0.4,0.81,0.0,0.6,1.6,0.12,0.35,0.01,3.13,0.0,0.0,0.01,3.5,0.0
2006-09-01,7.91,25.54,0.03,14.5,14.3,10.5,0.02,10.4,6.91,3.6,18.61,1.2,21.11,15.8,35.97,13.85,6.12,10.67,0.0,0.0,0.0,14.5,0.0
2006-10-01,9.31,29.33,10.91,18.8,26.1,35.0,0.01,29.85,5.44,9.1,63.1,12.7,29.45,34.81,16.59,22.11,16.21,26.26,6.8,0.0,0.0,31.0,0.0
2006-11-01,4.63,61.56,0.62,22.3,42.3,41.9,0.01,67.74,53.42,44.9,93.11,15.8,67.48,81.6,22.05,16.9,18.41,32.3,1.3,0.0,0.0,98.0,5.5
2006-12-01,14.51,60.12,4.54,36.1,33.9,16.2,0.01,62.49,55.42,52.82,105.9,15.1,110.69,76.0,18.44,43.17,20.33,84.4,0.01,0.0,0.0,121.4,5.3
2007-01-01,105.83,186.96,50.57,119.3,138.8,147.0,18.42,166.04,89.13,133.81,193.31,102.4,210.02,161.1,140.69,145.72,83.1,132.19,37.42,2.7,11.7,204.8,22.7
2007-02-01,126.22,179.65,112.22,139.1,120.8,144.0,42.01,111.41,78.01,96.02,151.4,61.8,134.64,145.12,112.51,145.58,95.71,175.12,46.02,0.0,0.4,219.9,63.0
2007-03-01,126.65,180.27,76.83,128.9,102.9,95.1,23.21,202.08,162.51,156.1,160.9,71.8,170.44,158.2,111.19,134.79,85.54,185.29,8.85,0.01,0.3,195.0,25.7
2007-04-01,32.73,38.34,15.0,23.2,35.1,25.61,6.93,46.17,36.32,35.41,36.11,3.1,59.92,30.52,26.8,14.35,12.45,39.92,2.62,0.0,0.0,56.5,2.0
2007-05-01,0.31,9.11,0.3,0.0,1.6,9.8,0.0,16.05,4.62,7.7,11.2,1.3,32.7,7.8,1.62,1.17,1.0,60.56,0.0,0.0,0.0,12.2,0.0
2007-06-01,0.01,0.05,0.01,0.0,0.9,0.01,0.0,0.0,0.23,0.0,0.01,0.0,0.0,0.0,0.16,20.75,0.0,0.04,0.0,0.0,0.0,0.5,0.0
