date,precipitacion_la_raya_mm,precipitacion_llalli_mm,precipitacion_macusani_mm,precipitacion_sicuani_mm,precipitacion_ccatcca_mm,precipitacion_granja_kayra_mm,precipitacion_paruro_mm,precipitacion_paucartambo_mm,precipitacion_pisac_mm,precipitacion_pomacanchi_mm,precipitacion_urubamba_mm,precipitacion_cirialo_mm,precipitacion_curahuasi_mm,precipitacion_machupicchu_mm,precipitacion_quillabamba_mm,precipitacion_vilcabamba_mm,precipitacion_la_quebrada_mm,precipitacion_huyro_mm,precipitacion_chontachaca_mm,precipitacion_pakitza_mm,precipitacion_quincemil_mm
1988-03-01,247.0,162.0,68.0,121.0,141.8,166.5,115.0,211.0,193.4,67.0,126.5,76.0,154.6,220.0,361.3,504.0,145.0,259.0,445.0,185.0,614.0
1988-04-01,146.0,149.0,30.0,87.0,90.9,108.9,71.0,25.0,52.4,35.8,43.0,36.0,103.4,291.0,266.5,143.0,55.0,242.0,340.0,427.0,555.0
1988-05-01,10.0,3.0,14.0,4.0,14.0,4.6,3.0,1.0,2.0,12.7,4.5,173.0,16.1,69.0,89.8,26.0,91.0,118.0,546.0,140.0,485.0
1988-06-01,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,20.0,5.2,93.0,6.8,5.0,36.0,70.0,360.0,153.0,186.0
1988-07-01,0.0,6.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,8.2,0.0,3.0,5.2,49.0,6.8,3.0,21.0,98.0,264.0,67.0,266.0
1988-08-01,3.0,0.0,1.0,8.0,0.0,0.0,0.0,9.0,0.0,5.6,0.0,26.0,5.2,34.0,58.4,21.0,37.0,75.0,258.0,21.0,335.0
1988-09-01,13.0,0.0,23.0,21.0,8.1,9.9,7.0,2.0,2.3,36.4,17.0,3.0,5.2,145.0,86.7,80.0,80.0,128.0,455.0,132.0,131.0
1988-10-01,46.0,48.0,52.0,46.0,61.5,36.2,30.0,46.0,12.0,19.6,25.5,70.0,44.5,115.0,76.5,189.0,192.0,69.0,631.0,140.0,742.0
1988-11-01,14.0,8.0,8.0,66.0,42.8,47.6,91.0,2.0,13.7,55.7,25.0,151.0,104.4,233.0,90.8,102.0,148.0,129.0,500.0,315.0,692.0
1988-12-01,128.0,137.0,73.0,98.0,94.7,103.7,154.0,163.0,85.9,81.0,88.0,378.0,146.9,317.0,203.9,117.0,295.0,168.0,717.0,316.0,907.0
1989-01-01,245.0,94.0,49.0,139.0,112.1,151.4,167.0,179.0,116.3,154.8,102.0,175.0,161.3,275.0,154.7,103.0,116.0,225.0,307.0,77.0,596.0
1989-02-01,135.0,159.0,55.0,132.0,114.3,126.8,208.0,239.0,94.8,188.7,90.0,253.0,150.0,283.0,149.9,180.0,79.0,236.0,613.0,486.0,678.0
1989-03-01,173.0,124.0,42.0,132.0,154.3,119.3,169.0,262.0,111.5,122.6,103.9,66.0,122.5,316.0,216.4,211.0,150.0,310.0,321.0,226.0,588.0
1989-04-01,79.0,20.0,15.0,53.0,54.6,38.6,60.0,82.0,25.9,18.7,50.5,115.0,51.0,324.0,72.8,133.0,120.0,174.0,623.0,317.0,444.0
1989-05-01,28.0,4.0,4.0,11.0,10.3,6.4,13.0,62.0,8.0,18.8,13.3,23.0,14.2,93.0,37.0,39.0,73.0,76.0,540.0,263.0,275.0
1989-06-01,19.0,1.0,1.0,3.0,6.7,9.1,0.0,18.0,0.0,9.6,9.5,16.0,8.1,105.0,6.8,4.0,36.0,60.0,336.0,91.0,550.0
1989-07-01,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,10.5,0.5,42.0,12.0,155.0,28.9,2.0,13.0,91.0,169.0,26.0,334.0
1989-08-01,37.0,67.0,6.0,12.0,7.0,6.1,1.0,50.0,9.2,14.1,0.0,0.0,17.8,49.0,51.3,12.0,17.0,150.0,257.0,36.0,144.0
1989-09-01,38.0,26.0,7.0,23.0,26.7,30.7,3.0,52.0,7.2,32.9,26.5,140.0,17.6,68.0,51.4,95.0,62.0,71.0,332.0,51.0,453.0
1989-10-01,49.0,35.0,15.0,52.0,20.9,15.7,23.0,1.0,20.5,66.5,46.0,35.0,67.0,96.0,49.2,160.0,130.0,58.0,618.0,137.0,280.0
1989-11-01,44.0,30.0,8.0,47.0,56.9,60.7,89.0,52.0,20.2,85.0,25.0,159.0,99.1,239.0,35.8,87.0,71.0,178.0,328.0,117.0,926.0
1989-12-01,144.0,145.0,66.0,131.0,37.6,88.5,156.0,47.0,27.1,142.7,99.0,490.0,145.4,309.0,106.7,77.0,280.0,158.0,498.0,278.0,871.0
1990-01-01,199.0,80.0,79.0,127.0,115.7,157.6,196.0,108.3,76.7,171.0,133.5,275.0,51.3,225.0,267.1,108.0,179.0,304.0,620.0,182.0,855.0
1990-02-01,114.0,129.0,24.0,105.0,68.7,90.4,157.0,91.9,45.6,108.0,99.3,283.0,63.6,311.0,147.2,152.0,89.0,317.0,474.0,145.0,691.0
1990-03-01,71.0,115.0,21.0,71.0,55.2,60.2,134.0,91.4,20.3,82.0,26.0,90.0,37.8,143.0,121.0,147.0,153.0,130.0,717.0,164.0,646.0
1990-04-01,46.0,45.0,12.0,34.0,24.2,47.4,69.0,18.4,82.6,74.0,33.0,215.0,34.2,299.0,116.4,114.0,60.0,256.0,349.0,448.0,864.0
1990-05-01,9.0,1.0,0.0,8.0,1.3,7.5,0.0,10.2,6.2,16.0,6.0,55.0,31.2,93.0,90.7,36.0,43.0,69.0,240.0,169.0,447.0
1990-06-01,48.0,3.0,8.0,2.0,37.9,31.8,15.0,18.0,38.4,10.0,40.0,50.0,5.2,193.0,138.1,6.0,77.0,43.0,375.0,332.0,568.0
1990-07-01,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,412.0,5.2,97.0,18.5,2.0,35.0,31.0,152.0,49.0,632.0
1990-08-01,13.0,3.0,4.0,7.0,8.0,5.8,0.0,0.0,3.0,14.0,9.5,0.0,5.2,111.0,45.5,10.0,75.0,107.0,484.0,64.0,237.0
1990-09-01,30.0,22.0,11.0,17.0,1.3,13.3,9.0,0.5,8.4,11.0,6.0,10.0,5.2,181.0,83.0,89.0,36.0,226.0,350.0,59.0,128.0
1990-10-01,137.0,72.0,10.0,36.0,39.4,73.7,44.0,38.7,44.1,47.0,52.6,40.0,30.6,196.0,153.5,99.0,225.0,167.0,531.0,378.0,259.0
1990-11-01,122.0,53.0,8.0,53.0,48.2,86.9,61.0,27.7,99.4,155.0,44.0,159.0,38.5,195.0,145.3,97.0,96.0,149.0,335.0,147.0,941.0
1990-12-01,146.0,130.0,11.0,78.0,117.5,66.5,141.0,63.9,115.0,195.0,69.3,422.0,52.7,282.0,127.6,179.0,229.0,366.0,490.0,255.0,886.0
1991-01-01,195.0,139.0,47.0,93.0,70.7,97.6,77.0,36.0,76.2,124.0,52.5,259.0,35.0,319.0,193.3,143.0,274.0,193.0,863.0,370.0,802.0
1991-02-01,98.0,128.0,33.0,76.0,146.1,163.6,153.0,47.1,101.7,167.0,125.5,244.0,102.8,214.0,121.9,243.0,211.0,323.0,404.0,203.0,639.0
1991-03-01,137.0,103.0,20.0,88.0,54.4,105.2,150.0,35.5,64.5,114.0,82.5,38.0,35.3,246.0,230.8,236.0,168.0,179.0,812.0,226.0,284.0
1991-04-01,44.0,64.0,7.0,59.0,31.0,45.1,85.0,0.0,31.4,24.0,39.5,262.0,20.4,115.0,109.7,112.0,86.0,147.0,381.0,343.0,853.0
1991-05-01,28.0,21.0,5.0,18.0,3.9,11.0,3.0,0.0,11.5,17.0,2.0,2.0,5.2,69.0,37.2,22.0,36.0,123.0,241.0,89.0,455.0
1991-06-01,22.0,0.0,11.0,14.0,23.4,5.1,25.0,25.4,8.0,1.0,10.0,28.0,5.2,32.0,23.9,4.0,15.0,19.0,309.0,45.0,703.0
1991-07-01,0.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,5.8,32.0,5.2,29.0,27.9,1.0,17.0,21.0,159.0,15.0,500.0
1991-08-01,1.0,1.0,3.0,0.0,0.0,0.0,0.0,4.8,2.0,19.0,6.1,15.0,5.2,27.0,37.1,15.0,17.0,29.0,236.0,21.0,291.0
1991-09-01,28.0,42.0,4.0,13.0,16.3,21.4,0.0,1.5,2.0,15.0,11.5,231.0,5.2,51.0,53.7,84.0,71.0,35.0,270.0,70.0,476.0
1991-10-01,75.0,33.0,14.0,45.0,26.3,49.3,40.0,15.3,50.7,93.0,32.5,84.0,5.2,138.0,81.1,82.0,197.0,130.0,563.0,237.0,752.0
1991-11-01,52.0,30.0,17.0,44.0,69.9,83.6,59.0,43.0,61.4,95.0,82.0,165.0,79.0,171.0,102.6,91.0,115.0,162.0,416.0,188.0,828.0
1991-12-01,155.0,161.0,33.0,41.0,109.9,99.0,68.0,21.1,65.4,153.0,56.5,427.0,51.9,254.0,91.6,113.0,190.0,246.0,452.0,236.0,799.0
1992-01-01,190.0,276.0,128.0,99.0,144.2,114.1,117.0,48.6,81.0,142.0,95.5,384.0,53.4,274.0,70.9,111.0,225.0,227.0,718.0,298.0,1270.0
1992-02-01,133.0,88.0,145.0,61.0,92.7,102.4,124.0,65.5,45.4,90.5,77.3,125.0,79.0,324.0,73.2,159.0,248.0,328.0,659.0,210.0,511.0
1992-03-01,93.0,137.0,111.0,103.0,49.1,104.0,45.0,23.3,31.7,96.0,40.5,111.0,40.1,257.0,109.3,151.0,248.0,168.0,1086.0,278.0,541.0
1992-04-01,29.0,82.0,41.0,42.0,14.9,14.9,10.0,18.5,22.6,46.7,9.5,51.0,50.8,104.0,68.5,97.0,48.0,211.0,264.0,102.0,447.0
1992-05-01,0.0,5.0,10.0,9.0,3.7,0.0,0.0,20.2,0.0,11.1,0.0,32.0,5.2,6.0,22.5,23.0,4.0,21.0,226.0,132.0,304.0
1992-06-01,0.0,0.0,3.0,2.0,33.6,19.4,1.0,2.1,3.0,3.4,40.5,1.0,5.2,3.0,15.6,3.0,2.0,30.0,344.0,28.0,243.0
1992-07-01,48.0,5.0,3.0,4.0,0.0,0.0,0.0,12.2,3.9,4.1,0.0,0.0,5.2,24.0,17.7,17.0,37.0,37.0,531.0,56.0,268.0
1992-08-01,23.0,14.0,15.0,20.0,25.9,21.4,6.0,24.3,13.3,15.5,32.0,6.0,35.0,99.0,22.4,14.0,31.0,37.0,164.0,52.0,212.0
1992-09-01,29.0,44.0,0.0,19.0,0.0,8.0,1.0,0.0,4.0,6.5,1.5,5.0,18.2,154.0,30.9,65.0,57.0,185.0,236.0,55.0,107.0
1992-10-01,68.0,29.0,44.0,63.0,43.0,50.7,47.0,38.8,32.0,92.3,22.5,82.0,55.9,147.0,45.1,107.0,209.0,77.0,520.0,288.0,652.0
1992-11-01,134.0,130.0,90.0,97.0,87.9,117.4,71.0,33.7,91.8,89.0,60.0,61.0,70.2,92.0,56.1,265.0,134.0,135.0,550.0,293.0,457.0
1992-12-01,70.0,40.0,118.0,54.0,43.3,57.0,162.0,24.1,73.0,73.0,27.0,107.0,107.5,145.0,79.8,369.0,69.0,330.0,372.0,67.0,734.0
1993-01-01,241.0,301.0,119.0,163.0,158.2,206.7,227.3,226.0,178.9,206.8,128.0,238.0,164.5,387.0,257.0,89.0,379.0,394.0,826.0,60.0,828.0
1993-02-01,36.0,268.0,90.0,87.0,102.8,110.5,222.8,131.0,82.9,125.0,82.0,277.0,113.2,330.0,164.0,160.0,389.0,308.0,670.0,300.0,831.0
1993-03-01,163.0,241.0,122.0,116.0,77.8,75.8,22.3,62.1,12.4,102.5,57.5,220.0,119.4,249.0,197.0,186.0,159.0,254.0,789.0,225.0,769.0
1993-04-01,122.0,91.0,26.0,57.0,16.4,18.8,29.6,27.2,36.0,31.5,39.0,10.0,83.9,128.0,72.0,93.0,83.0,269.0,424.0,215.0,349.0
1993-05-01,5.0,14.0,4.0,0.0,2.3,0.9,0.0,24.6,8.2,0.0,2.0,79.0,6.4,88.0,54.0,57.0,87.0,131.0,557.0,221.0,186.0
1993-06-01,10.0,4.0,0.0,1.0,2.1,0.0,0.0,0.0,4.2,2.0,0.0,0.0,0.0,44.0,37.0,0.0,24.0,67.0,390.0,116.0,44.0
1993-07-01,14.0,5.0,2.0,2.0,0.0,2.7,0.0,4.8,8.2,6.0,2.5,0.0,5.1,25.0,1.0,1.0,95.0,73.0,605.0,160.0,261.0
1993-08-01,33.0,31.0,22.0,10.0,49.1,6.9,0.0,65.1,14.2,12.0,28.0,44.0,38.8,38.0,27.0,21.0,8.0,44.0,88.0,4.0,257.0
1993-09-01,52.0,15.0,10.0,27.0,11.2,18.0,0.0,40.4,3.0,16.5,4.0,130.0,0.0,63.0,83.0,93.0,104.0,47.0,336.0,145.0,470.0
1993-10-01,70.0,105.0,38.0,66.0,31.2,46.2,57.7,26.3,18.2,87.0,30.0,103.0,40.1,194.0,55.0,152.0,79.0,78.0,431.0,118.0,412.0
1993-11-01,187.0,153.0,78.0,136.0,57.9,111.9,107.3,72.1,87.0,81.0,79.0,103.0,134.0,242.0,79.0,107.0,58.0,293.0,335.0,108.0,393.0
1993-12-01,182.0,137.0,128.0,114.0,177.2,201.5,326.9,160.2,109.8,186.7,120.0,46.0,164.6,234.0,168.0,153.0,146.0,299.0,493.0,158.0,515.0
1994-01-01,122.0,208.0,73.0,127.0,104.9,177.0,272.2,133.3,167.2,166.0,117.0,323.0,167.6,394.0,321.0,292.0,226.0,381.0,538.0,84.0,1219.0
1994-02-01,110.0,173.0,139.0,144.0,143.7,163.9,214.5,123.4,118.0,151.5,96.6,324.0,81.3,330.0,168.0,189.0,186.0,333.0,625.0,230.0,978.0
1994-03-01,112.0,154.0,98.0,128.0,110.7,173.9,218.9,69.2,151.6,125.0,110.0,88.0,61.7,259.0,181.0,183.0,200.0,176.0,889.0,238.0,564.0
1994-04-01,53.0,75.0,25.0,75.0,41.6,45.5,103.6,67.9,59.8,47.5,34.5,61.0,19.0,127.0,74.0,96.0,285.0,271.0,786.0,354.0,227.0
1994-05-01,24.0,3.0,13.0,19.0,8.2,11.8,0.0,2.2,5.3,5.5,1.0,12.0,0.0,78.0,43.0,28.0,35.0,122.0,454.0,126.0,493.0
1994-06-01,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,20.0,0.0,34.0,0.0,1.0,29.0,89.0,422.0,132.0,437.0
1994-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,3.0,0.0,27.0,33.0,0.0,46.0,65.0,365.0,67.0,219.0
1994-08-01,1.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,1.0,7.5,0.0,0.0,27.0,1.0,15.0,3.0,78.0,88.0,2.0,98.0
1994-09-01,43.0,5.0,48.0,9.0,29.0,25.7,22.2,14.7,12.4,25.5,23.5,33.0,0.0,94.0,14.0,105.0,117.0,143.0,277.0,152.0,233.0
1994-10-01,0.0,16.0,76.0,51.0,47.4,40.2,108.0,55.6,52.6,68.5,51.5,427.0,229.3,224.0,154.0,235.0,244.0,182.0,455.0,333.0,797.0
1994-11-01,26.0,75.0,50.0,81.0,35.6,40.5,139.1,36.6,13.2,88.0,29.5,162.0,95.6,136.0,57.0,114.0,144.0,223.0,439.0,215.0,612.0
1994-12-01,118.0,122.0,74.0,127.0,161.7,119.9,208.6,130.3,158.6,116.5,151.5,125.0,156.1,221.0,100.0,178.0,173.0,318.0,594.0,210.0,597.0
1995-01-01,183.0,157.0,99.0,107.0,100.7,122.0,217.4,38.1,98.9,133.0,72.2,367.0,129.1,312.0,216.0,217.0,144.0,450.0,384.0,197.0,1365.0
1995-02-01,130.0,168.0,74.0,105.0,66.5,94.8,79.9,131.2,79.5,108.5,42.1,317.0,89.7,346.0,96.0,172.0,71.0,204.0,551.0,163.0,1016.0
1995-03-01,51.0,132.0,162.0,131.0,156.6,95.3,159.8,208.1,80.0,127.0,81.3,322.0,139.5,556.0,220.0,185.0,325.0,534.0,578.0,336.0,1025.0
1995-04-01,16.0,57.0,22.0,64.0,31.9,17.8,8.9,17.4,7.2,37.0,10.9,58.0,34.5,157.0,96.0,98.0,52.0,140.0,310.0,186.0,613.0
1995-05-01,19.0,1.0,9.0,3.0,9.6,0.0,0.0,21.8,4.2,13.5,2.2,105.0,6.8,88.0,74.0,98.0,22.0,101.0,169.0,164.0,473.0
1995-06-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,13.0,5.0,0.0,8.0,17.0,326.0,60.0,370.0
1995-07-01,0.0,1.0,0.0,3.0,0.0,0.6,0.0,4.1,0.0,5.5,0.3,4.0,0.0,16.0,65.0,2.0,45.0,16.0,447.0,107.0,324.0
1995-08-01,0.0,9.0,0.0,0.0,0.0,1.2,0.0,0.3,0.0,1.5,0.0,4.0,0.0,66.0,0.0,18.0,34.0,13.0,174.0,17.0,268.0
1995-09-01,12.0,14.0,0.0,17.0,9.9,28.8,29.6,28.7,12.2,36.0,14.5,118.0,5.9,45.0,52.0,147.0,72.0,39.0,468.0,131.0,453.0
1995-10-01,54.0,22.0,10.0,36.0,10.1,26.7,23.7,40.2,24.2,9.0,35.1,96.0,4.4,217.0,31.0,108.0,230.0,157.0,546.0,323.0,699.0
1995-11-01,132.0,43.0,25.0,92.0,75.6,70.2,62.7,42.5,18.2,126.0,55.0,120.0,105.8,211.0,59.0,128.0,168.0,199.0,450.0,257.0,485.0
1995-12-01,116.0,98.0,65.0,117.0,77.0,102.6,205.6,48.4,51.6,161.0,95.5,129.0,119.2,210.0,89.0,199.0,197.0,277.0,564.0,235.0,608.0
1996-01-01,231.0,177.0,95.0,121.0,118.9,131.9,295.8,209.5,117.6,200.5,88.4,303.0,120.9,225.0,149.6,33.0,248.0,257.0,627.0,83.0,1032.0
1996-02-01,215.0,163.0,134.0,112.0,125.6,98.0,136.1,109.8,69.3,91.5,77.5,259.0,165.8,273.0,206.8,161.0,219.0,336.0,546.0,286.0,891.0
1996-03-01,165.0,117.0,114.0,155.0,64.8,70.5,114.4,76.6,44.4,114.6,50.6,457.0,77.1,255.0,103.0,154.0,193.0,289.0,834.0,239.0,1140.0
1996-04-01,88.0,61.0,62.0,43.0,25.8,32.3,78.9,52.2,69.3,55.5,53.6,47.0,48.7,143.0,76.7,121.0,94.0,84.0,481.0,215.0,586.0
1996-05-01,15.0,17.0,29.0,16.0,1.2,11.0,5.3,8.6,12.1,17.0,13.2,35.0,0.8,64.0,36.2,30.0,55.0,25.0,450.0,156.0,421.0
1996-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,0.0,13.0,6.5,1.0,6.0,1.0,354.0,49.0,232.0
1996-07-01,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.0,8.6,2.0,26.0,15.0,262.0,30.0,224.0
1996-08-01,6.0,4.0,19.0,12.0,22.4,6.3,24.4,22.0,21.6,28.8,11.6,95.0,21.4,76.0,37.3,7.0,22.0,30.0,224.0,45.0,516.0
1996-09-01,33.0,10.0,15.0,25.0,16.5,19.6,12.0,12.6,11.1,32.3,5.0,2.0,17.9,114.0,40.8,45.0,72.0,125.0,351.0,65.0,228.0
1996-10-01,43.0,25.0,29.0,54.0,29.6,38.1,86.2,44.2,52.5,108.0,35.1,294.0,64.1,184.0,71.2,142.0,220.0,123.0,538.0,349.0,1120.0
1996-11-01,116.0,42.0,135.0,62.0,40.4,57.9,96.0,38.8,47.5,79.5,46.9,175.0,62.2,151.0,86.9,75.0,132.0,46.0,440.0,229.0,600.0
1996-12-01,174.0,158.0,133.0,116.0,112.1,86.0,233.7,94.4,65.4,155.0,73.8,86.0,63.7,157.0,75.2,100.0,148.0,128.0,587.0,164.0,533.0
1997-01-01,235.0,259.0,149.0,227.0,115.3,123.3,277.9,89.0,131.8,171.6,88.6,179.0,171.3,310.0,214.5,162.0,259.0,463.0,586.0,174.0,1097.7
1997-02-01,215.0,159.0,146.0,174.0,132.6,127.7,199.0,181.0,122.5,194.0,124.7,157.0,136.6,223.0,271.9,213.0,179.0,436.0,449.0,423.0,864.9
1997-03-01,190.0,185.0,136.0,177.0,121.9,104.8,230.0,76.2,99.5,190.5,98.5,108.0,115.1,216.0,138.2,232.0,200.0,182.0,849.0,244.0,824.2
1997-04-01,84.0,83.0,16.0,50.0,11.3,31.0,62.1,5.7,4.1,23.0,8.5,84.0,21.2,137.0,89.6,105.0,61.0,91.0,311.0,227.0,576.1
1997-05-01,37.0,5.0,17.0,3.0,5.1,4.8,0.0,1.4,2.9,16.0,1.3,50.0,18.2,7.0,39.8,25.0,17.0,66.0,288.0,102.0,364.4
1997-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,8.0,0.0,42.0,23.1,5.0,26.0,67.0,363.0,107.0,388.1
1997-07-01,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,4.2,18.0,30.0,9.0,293.0,66.0,460.3
1997-08-01,25.0,14.0,13.0,15.0,4.0,7.1,0.0,29.3,20.1,12.5,8.3,24.0,19.2,90.0,62.0,21.0,37.0,9.0,264.0,48.0,348.9
1997-09-01,29.0,39.0,4.0,9.0,8.8,12.3,0.0,28.2,18.1,7.5,6.2,47.0,4.7,102.0,92.8,105.0,54.0,75.0,400.0,64.0,254.9
1997-10-01,45.0,28.0,38.0,45.0,22.4,44.4,76.2,12.1,13.5,83.0,10.1,43.0,14.2,106.0,101.3,106.0,134.0,127.0,621.0,114.0,651.9
1997-11-01,116.0,82.0,53.0,136.0,84.6,201.5,239.6,94.8,108.9,135.8,73.0,118.0,91.3,201.0,123.1,69.0,127.0,223.0,437.0,157.0,541.9
1997-12-01,134.0,122.0,70.0,65.0,63.5,148.4,159.0,99.6,97.8,79.0,84.9,152.0,129.3,335.0,146.6,90.0,320.0,163.0,639.0,313.0,1128.9
1998-01-01,302.0,219.0,102.0,102.0,73.8,116.3,235.9,126.1,129.8,141.0,54.7,248.0,176.0,265.3,171.5,385.0,198.0,402.0,593.0,248.0,1131.4
1998-02-01,221.0,176.0,140.0,131.0,129.4,156.2,194.1,103.3,98.7,130.3,73.2,101.0,106.6,276.5,152.4,269.0,145.0,408.0,508.0,234.0,1041.2
1998-03-01,135.0,90.0,133.0,98.0,62.7,22.6,115.7,80.5,38.2,136.8,26.7,46.0,85.7,270.4,244.9,222.0,206.0,270.0,825.0,242.0,947.5
1998-04-01,53.0,38.0,24.0,15.0,10.7,31.0,56.2,7.8,21.6,17.5,10.4,143.0,12.7,146.7,90.5,103.0,121.0,151.0,494.0,377.0,1107.2
1998-05-01,55.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,4.2,0.0,4.0,0.0,2.2,50.5,4.2,28.0,82.0,107.0,584.0,102.0,226.7
1998-06-01,5.0,1.0,8.0,0.0,15.2,1.9,0.0,26.1,3.0,0.0,0.7,2.0,3.9,35.7,6.0,3.0,18.0,56.0,374.0,51.0,207.4
1998-07-01,68.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,11.0,18.0,44.0,199.0,14.0,271.4
1998-08-01,3.0,9.0,1.0,6.0,0.0,1.6,0.0,0.0,0.8,0.0,0.4,31.0,1.7,57.7,1.8,19.0,28.0,40.0,260.0,38.0,459.7
1998-09-01,10.0,5.0,1.0,2.0,0.0,4.3,0.0,0.0,13.5,1.0,1.7,86.0,2.2,32.7,88.1,105.0,43.0,50.0,200.0,44.0,263.1
1998-10-01,26.0,80.0,69.0,92.0,31.9,49.8,129.4,30.2,64.0,72.0,22.2,59.0,35.1,176.8,107.2,144.0,96.0,158.0,370.0,230.0,848.9
1998-11-01,65.0,73.0,92.0,74.0,58.8,34.6,113.2,55.7,50.9,104.5,49.7,126.0,35.8,152.9,59.0,90.0,71.0,91.0,418.0,179.0,970.5
1998-12-01,39.0,90.0,45.0,93.0,61.1,58.9,128.7,69.9,51.3,115.0,47.0,406.0,99.3,212.4,173.5,110.0,154.0,185.0,502.0,178.0,494.2
1999-01-01,186.0,164.0,103.0,133.0,124.3,89.3,252.2,109.4,93.2,173.5,124.2,328.0,182.3,451.5,271.8,199.0,284.0,593.0,696.0,238.0,1059.8
1999-02-01,158.0,179.0,145.0,145.0,120.4,92.2,118.6,190.5,122.3,140.6,122.3,352.0,171.1,473.9,538.0,183.0,237.0,402.0,887.0,209.0,844.5
1999-03-01,196.0,181.0,124.0,83.0,102.2,92.0,205.3,92.2,51.5,84.2,66.1,629.0,119.8,299.2,272.0,281.0,214.0,555.0,884.0,249.0,1077.4
1999-04-01,82.0,146.0,57.0,86.0,40.0,42.8,50.3,83.4,28.3,93.3,29.6,39.0,60.0,227.6,271.3,116.0,76.0,198.0,540.0,129.0,429.0
1999-05-01,25.0,7.0,9.0,18.0,0.0,1.3,0.0,0.0,4.9,9.2,17.5,26.0,8.1,189.1,60.4,76.0,80.0,237.0,154.0,116.0,401.2
1999-06-01,3.0,2.0,0.0,3.0,0.0,3.4,0.0,0.0,4.8,0.0,0.8,1.0,3.8,27.8,10.6,1.0,12.0,30.0,281.0,63.0,264.0
1999-07-01,0.0,0.0,2.0,0.0,3.2,1.0,0.0,0.0,2.6,1.6,0.1,0.0,2.0,33.9,21.1,20.0,41.0,21.0,186.0,40.0,588.6
1999-08-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.6,0.0,39.0,29.0,31.0,246.0,10.0,72.2
1999-09-01,33.0,29.0,22.0,44.0,33.8,43.1,15.5,43.6,30.0,19.1,23.7,8.0,27.7,116.5,22.7,110.0,76.0,62.0,528.0,141.0,452.1
1999-10-01,161.0,90.0,15.0,24.0,14.0,18.8,63.6,42.4,17.7,34.4,20.3,66.0,64.9,119.6,67.0,171.0,156.0,176.0,629.0,94.0,157.3
1999-11-01,170.0,21.0,46.0,39.0,26.2,39.7,28.9,1.5,40.2,40.7,52.2,79.0,65.1,148.3,52.9,146.0,66.0,178.0,363.0,134.0,661.3
1999-12-01,148.0,116.0,106.0,127.0,127.4,119.5,170.9,82.5,105.9,106.3,125.5,128.0,107.0,193.2,132.9,130.0,97.0,162.0,390.0,89.0,720.3
2000-01-01,141.0,241.0,198.0,110.0,169.3,197.4,210.8,238.3,159.8,119.2,172.0,251.0,202.8,395.4,315.4,360.0,226.7,346.0,474.5,18.0,688.2
2000-02-01,44.0,185.0,83.0,180.0,110.5,137.3,267.0,191.5,105.4,184.2,92.9,191.0,180.5,339.5,243.7,313.0,201.2,272.0,500.9,325.0,512.5
2000-03-01,89.0,128.0,62.0,122.0,107.7,119.5,143.5,135.6,58.7,112.0,87.3,71.0,85.8,265.1,180.4,219.0,217.1,247.0,508.3,243.0,824.7
2000-04-01,35.0,18.0,5.0,16.0,20.1,10.9,0.0,37.0,2.2,30.6,6.5,115.0,22.2,207.2,74.2,118.0,56.1,162.0,389.0,499.0,519.3
2000-05-01,20.0,24.0,0.0,7.0,2.0,2.6,0.0,18.2,9.1,7.5,6.4,12.0,7.1,75.3,20.1,54.0,21.4,85.0,467.7,164.0,234.0
2000-06-01,226.0,5.0,5.0,6.0,1.8,5.8,0.0,10.2,3.7,14.8,8.8,4.0,11.2,132.2,56.3,4.0,59.0,59.0,356.0,98.0,873.4
2000-07-01,0.0,9.0,0.0,4.0,6.4,2.7,0.0,0.0,0.0,6.0,0.8,8.0,16.0,36.0,1.4,35.0,30.2,34.0,179.3,74.0,337.2
2000-08-01,1.0,12.0,2.0,2.0,6.6,4.5,0.0,5.2,2.0,16.1,0.1,12.0,14.1,125.2,37.2,14.0,33.2,53.0,484.6,63.0,633.3
