date,caudal_ingenio_m3s,volumen_ingenio_mmc,caudal_aja_m3s,volumen_aja_mmc,caudal_lastrancas_m3s,volumen_lastrancas_mmc,caudal_tierrasblancas_m3s,volumen_tierrasblancas_mmc,caudal_taruga_m3s,volumen_taruga_mmc,caudal_chauchilla_m3s,volumen_chauchilla_mmc,caudal_socos_m3s,volumen_socos_mmc,caudal_urupalla_m3s,volumen_urupalla_mmc,caudal_grande_m3s,volumen_grande_mmc,caudal_viscas_m3s,volumen_viscas_mmc,caudal_palpa_m3s,volumen_palpa_mmc,caudal_santacruz_m3s,volumen_santacruz_mmc
1995-01-01,2.042,5.29,0.77,2.0,15.028,38.95,5.257,13.63,0.038,0.1,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-02-01,0.273,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-03-01,3.63,9.41,10.06,26.08,1.135,2.94,32.189,83.43,30.05,77.89,0.129,0.33,0.157,0.41,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-04-01,0.317,0.82,3.87,10.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-11-01,1.222,3.17,0.0,0.0,0.0,0.0,0.039,0.1,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.052,0.13,0.036,0.09,0.0,0.0,0.0,0.0
1995-12-01,0.161,0.42,0.188,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.304,0.79,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-01,0.211,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,1.676,4.34,0.268,0.69,0.0,0.0,0.0,0.0
1996-02-01,6.644,17.22,3.047,7.9,5.741,14.88,0.729,1.89,29.159,75.58,0.0,0.0,0.049,0.13,NA,NA,22.507,58.34,1.88,4.87,2.173,5.63,0.071,0.18
1996-03-01,8.898,23.06,1.607,4.17,0.602,1.56,0.484,1.25,0.094,0.24,0.0,0.0,0.0,0.0,NA,NA,28.975,75.1,5.977,15.49,0.0,0.0,0.7,1.81
1996-04-01,1.043,2.7,0.379,0.98,0.201,0.52,0.297,0.77,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,5.423,14.06,0.029,0.08,0.042,0.11,0.0,0.0
1996-05-01,0.263,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-01,0.055,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-12-01,0.297,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-01-01,23.469,60.83,0.053,0.14,1.978,5.13,12.353,32.02,0.516,1.34,0.164,0.43,0.014,0.04,NA,NA,0.367,0.95,0.057,0.15,0.053,0.14,0.0,0.0
1997-02-01,6.341,16.44,0.446,1.16,2.93,7.59,2.18,5.65,2.767,7.17,0.243,0.63,0.148,0.38,NA,NA,12.064,31.27,1.42,3.68,0.826,2.14,0.0,0.0
1997-03-01,0.0,0.0,2.58,6.69,0.865,2.24,3.78,9.8,3.267,8.47,0.051,0.13,0.035,0.09,NA,NA,4.041,10.47,0.74,1.92,0.0,0.0,0.303,0.79
1997-04-01,0.0,0.0,1.51,3.91,0.0,0.0,0.061,0.16,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-05-01,0.0,0.0,0.02,0.05,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-11-01,0.0,0.0,0.02,0.05,0.002,0.01,0.002,0.01,0.003,0.01,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-12-01,0.0,0.0,0.12,0.31,0.0,0.0,0.008,0.02,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.452,1.17,0.094,0.24,0.0,0.0
1998-01-01,16.797,43.54,12.094,31.35,10.616,27.52,12.427,32.21,3.85,9.98,2.001,5.19,0.0,0.0,NA,NA,21.242,55.06,4.05,10.5,2.959,7.67,1.03,2.67
1998-02-01,8.941,23.18,2.696,6.99,10.338,26.8,7.604,19.71,4.232,10.97,1.089,2.82,0.0,0.0,NA,NA,25.067,64.97,11.955,30.99,8.5,22.03,4.314,11.18
1998-03-01,8.385,21.73,6.563,17.01,3.91,10.13,6.477,16.79,1.675,4.34,0.0,0.0,0.0,0.0,NA,NA,24.127,62.54,8.312,21.54,0.0,0.0,2.266,5.87
1998-04-01,3.252,8.43,3.365,8.72,3.542,9.18,2.945,7.63,1.748,4.53,0.417,1.08,0.0,0.0,NA,NA,11.545,29.92,4.129,10.7,4.175,10.82,0.364,0.94
1998-05-01,0.0,0.0,0.013,0.03,0.0,0.0,0.105,0.27,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,3.138,8.13,0.38,0.98,0.136,0.35,0.0,0.0
1998-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.483,1.25,0.014,0.04,0.0,0.0,0.0,0.0
1998-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-11-01,0.202,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-12-01,0.71,1.84,0.33,0.86,0.272,0.71,0.069,0.18,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,1.024,2.65,0.103,0.27,0.045,0.12,0.057,0.15
1999-01-01,1.535,3.98,0.778,2.02,1.247,3.23,0.385,1.0,0.085,0.22,0.0,0.0,0.024,0.06,NA,NA,2.767,7.17,0.688,1.78,0.624,1.62,0.053,0.14
1999-02-01,17.909,46.42,8.179,21.2,8.783,22.77,5.262,13.64,2.983,7.73,1.401,3.63,0.042,0.11,NA,NA,46.051,119.36,14.011,36.32,11.11,28.8,4.156,10.77
1999-03-01,14.877,38.56,6.4,16.59,7.304,18.93,3.779,9.8,2.21,5.73,0.603,1.56,0.0,0.0,NA,NA,54.113,140.26,10.643,27.59,0.0,0.0,2.889,7.49
1999-04-01,6.097,15.8,2.081,5.39,2.215,5.74,1.181,3.06,0.285,0.74,0.0,0.0,0.0,0.0,NA,NA,18.038,46.75,2.464,6.39,2.221,5.76,1.225,3.18
1999-05-01,3.299,8.55,0.547,1.42,0.619,1.6,0.28,0.73,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,3.671,9.52,0.252,0.65,0.281,0.73,0.0,0.0
1999-06-01,2.602,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-01,1.544,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,1.265,3.28,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-01,3.061290322580645,7.93,0.9170967741935483,2.38,1.8306451612903225,4.75,0.6537741935483871,1.69,0.4409516129032258,1.14,0.024193548387096774,0.06,0.0,0.0,0.0,0.0,9.684193548387098,25.1,1.2609677419354839,3.27,0.9538709677419355,2.47,0.24548387096774196,0.64
2000-02-01,9.272413793103448,24.03,3.306724137931034,8.57,3.9996551724137928,10.37,2.5684482758620684,6.66,1.5989655172413793,4.14,0.4055862068965517,1.05,0.0012758620689655171,0.0,0.0,0.0,22.141034482758617,57.39,4.189310344827586,10.86,3.59,9.31,0.546551724137931,1.42
2000-03-01,25.08435483870967,65.02,3.394193548387097,8.8,4.539516129032258,11.77,2.3740322580645166,6.15,1.3367741935483872,3.46,0.0,0.0,0.0,0.0,0.0,0.0,39.81387096774192,103.2,4.85741935483871,12.59,3.845806451612903,9.97,1.3658064516129031,3.54
2000-04-01,5.578333333333332,14.46,1.820333333333333,4.72,1.8968333333333336,4.92,0.9586666666666676,2.48,0.3875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3193333333333332,6.01,0.8956666666666667,2.32,0.5863333333333335,1.52,0.04716666666666666,0.12
2000-05-01,1.814516129032258,4.7,1.2661290322580643,3.28,0.3887096774193548,1.01,0.012903225806451613,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893548387096772,2.82,0.0,0.0,0.02645161290322581,0.07,0.0,0.0
2000-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3533333333333333,0.92,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40096774193548385,1.04,0.008064516129032258,0.02,0.01129032258064516,0.03,0.0,0.0
2001-01-01,3.0338709677419353,7.86,1.1290322580645165,2.93,2.0358064516129035,5.28,0.4619354838709678,1.2,0.20161290322580644,0.52,0.0,0.0,0.0,0.0,0.0,0.0,11.788387096774194,30.56,1.1925806451612906,3.09,1.1209677419354838,2.91,0.6167741935483871,1.6
2001-02-01,13.905,36.04,5.883928571428569,15.25,8.659285714285714,22.44,3.8107142857142864,9.88,2.6735714285714294,6.93,0.6946428571428571,1.8,0.4203571428571428,1.09,0.1175,0.3,37.1125,96.2,5.559642857142857,14.41,5.705,14.79,2.672857142857143,6.93
2001-03-01,11.546129032258067,29.93,7.493870967741936,19.42,12.063548387096773,31.27,5.209516129032258,13.5,2.8790322580645156,7.46,0.7903225806451613,2.05,0.03,0.08,0.0,0.0,40.48935483870968,104.95,7.3825806451612905,19.14,6.352258064516129,16.47,3.978387096774193,10.31
2001-04-01,9.866000000000001,25.57,4.384666666666667,11.37,7.1286666666666685,18.48,3.0616666666666674,7.94,1.7330000000000003,4.49,0.22299999999999998,0.58,0.0,0.0,0.0,0.0,10.252333333333333,26.57,2.8310000000000004,7.34,3.4906666666666664,9.05,0.6839999999999998,1.77
2001-05-01,3.4080645161290324,8.83,0.0729032258064516,0.19,0.10129032258064515,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5738709677419356,4.08,0.3996774193548388,1.04,0.32741935483870965,0.85,0.0,0.0
2001-06-01,0.6375,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-01,0.057419354838709684,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-01-01,1.8506451612903225,4.8,0.2658064516129032,0.69,0.3270967741935484,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.971290322580645,5.11,0.10887096774193547,0.28,0.03935483870967742,0.1,0.0,0.0
2002-02-01,7.81892857142857,20.27,1.0610714285714284,2.75,2.318214285714286,6.01,0.3571428571428571,0.93,0.32857142857142857,0.85,0.07107142857142858,0.18,0.05,0.13,0.0,0.0,7.3917857142857155,19.16,1.2432142857142858,3.22,1.5360714285714285,3.98,0.044285714285714296,0.11
2002-03-01,8.813225806451614,22.84,2.0638709677419356,5.35,3.28,8.5,0.8209677419354837,2.13,0.5674193548387098,1.47,0.0,0.0,0.0,0.0,0.0,0.0,10.968709677419351,28.43,2.0529032258064515,5.32,2.754516129032258,7.14,0.0,0.0
2002-04-01,6.1336666666666675,15.9,1.1686666666666667,3.03,1.5130000000000001,3.92,0.1836666666666667,0.48,0.20966666666666667,0.54,0.0,0.0,0.0,0.0,0.0,0.0,5.48,14.2,2.4686666666666666,6.4,2.874333333333334,7.45,0.0,0.0
2002-05-01,0.8483870967741935,2.2,0.01032258064516129,0.03,0.0016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3019354838709687,3.37,0.12258064516129033,0.32,0.21129032258064515,0.55,0.0,0.0
2002-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.16,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-11-01,0.3546666666666667,0.92,0.25866666666666666,0.67,0.06266666666666666,0.16,0.07766666666666668,0.2,0.087,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.8426666666666666,2.18,0.0,0.0,0.0,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.72,0.0,0.0,0.0,0.0,0.0,0.0
2003-01-01,1.281,3.32,0.174,0.45,0.114,0.3,0.019,0.05,0.007,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0
2003-02-01,2.093,5.43,1.022,2.65,0.5,1.3,0.271,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.725,22.62,0.188,0.49,0.188,0.49,0.0,0.0
2003-03-01,3.371,8.74,1.642,4.26,0.982,2.55,0.174,0.45,0.067,0.17,0.0,0.0,0.0,0.0,0.0,0.0,16.829,43.62,0.929,2.41,1.908,4.95,0.0,0.0
2003-04-01,0.902,2.34,1.043,2.7,0.538,1.39,0.069,0.18,0.125,0.32,0.0,0.0,0.0,0.0,0.0,0.0,7.53,19.52,0.103,0.27,0.839,2.17,0.0,0.0
2003-05-01,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.05,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,1.222,3.17,0.113,0.29,0.153,0.4,0.024,0.06,0.016,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.455,3.77,0.233,0.6,0.164,0.43,0.0,0.0
2004-01-01,0.284,0.74,0.085,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.01,0.002,0.01,1.02,2.64,0.075,0.19,0.085,0.22,0.0,0.0
2004-02-01,1.023,2.65,0.644,1.67,0.487,1.26,0.017,0.04,0.009,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.615,4.19,0.226,0.59,0.054,0.14,0.0,0.0
2004-03-01,4.47,11.59,1.108,2.87,0.603,1.56,0.174,0.45,0.048,0.12,0.012,0.03,0.012,0.03,0.0,0.0,7.309,18.94,1.332,3.45,0.724,1.88,0.015,0.04
2004-04-01,1.979,5.13,1.569,4.07,0.906,2.35,0.356,0.92,0.018,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.343,8.67,0.491,1.27,0.239,0.62,0.0,0.0
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,0.043,0.11,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.03,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,0.309,0.8,0.201,0.52,0.374,0.97,0.143,0.37,0.102,0.26,0.0,0.0,0.006,0.02,0.0,0.0,0.337,0.87,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-01,1.327,3.44,0.05,0.13,0.361,0.94,0.005,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.15,0.099,0.26,0.076,0.2,0.006,0.02
2005-02-01,0.834,2.16,0.232,0.6,0.536,1.39,0.119,0.31,0.142,0.37,0.074,0.19,0.03,0.08,0.0,0.0,2.349,6.09,0.856,2.22,0.431,1.12,0.164,0.43
2005-03-01,0.234,0.61,0.055,0.14,0.117,0.3,0.039,0.1,0.026,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.167,5.62,0.074,0.19,0.02,0.05,0.0,0.0
2005-04-01,0.41,1.06,0.007,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.195,8.28,0.032,0.08,0.124,0.32,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
