date,caudal_rio_huaura_alco_sayan_m3s,volumen_rio_huaura_alco_sayan_mmc,caudal_natural_rio_huaura_alco_sayan_m3s,volumen_natural_rio_huaura_alco_sayan_mmc,caudal_rio_chico_m3s,volumen_rio_chico_mmc,caudal_rio_pativilca_yanapampa_m3s,volumen_rio_pativilca_yanapampa_mmc,caudal_rio_chancay_huaral_santo_domingo_m3s,volumen_rio_chancay_huaral_santo_domingo_mmc,caudal_laguna_surasaca_m3s,volumen_laguna_surasaca_mmc
1925-06-01,,,,,,,,,,,,
1925-07-01,21.4,57.3178,21.4,57.3178,,,,,,,,
1925-08-01,13.1,35.087,13.1,35.087,,,,,,,,
1925-09-01,12.9,33.4368,12.9,33.4368,,,,,,,,
1925-10-01,12.5,33.48,12.5,33.48,,,,,,,,
1925-11-01,14.0,36.288,14.0,36.288,,,,,,,,
1925-12-01,23.7,63.4781,23.7,63.4781,,,,,,,,
1926-01-01,16.0,42.8544,16.0,42.8544,,,,,,,,
1926-02-01,32.6,78.8659,32.6,78.8659,,,,,,,,
1926-03-01,61.3,164.1859,61.3,164.1859,,,,,,,,
1926-04-01,44.5,115.344,44.5,115.344,,,,,,,,
1926-05-01,16.3,43.6579,16.3,43.6579,,,,,,,,
1926-06-01,14.5,37.584,14.5,37.584,,,,,,,,
1926-07-01,12.8,34.2835,12.8,34.2835,,,,,,,,
1926-08-01,10.2,27.3197,10.2,27.3197,,,,,,,,
1926-09-01,10.9,28.2528,10.9,28.2528,,,,,,,,
1926-10-01,13.9,37.2298,13.9,37.2298,,,,,,,,
1926-11-01,18.8,48.7296,18.8,48.7296,,,,,,,,
1926-12-01,23.4,62.6746,23.4,62.6746,,,,,,,,
1927-01-01,48.0,128.5632,48.0,128.5632,,,,,,,,
1927-02-01,78.8,190.633,78.8,190.633,,,,,,,,
1927-03-01,56.7,151.8653,56.7,151.8653,,,,,,,,
1927-04-01,35.6,92.2752,35.6,92.2752,,,,,,,,
1927-05-01,18.2,48.7469,18.2,48.7469,,,,,,,,
1927-06-01,12.7,32.9184,12.7,32.9184,,,,,,,,
1927-07-01,10.6,28.391,10.6,28.391,,,,,,,,
1927-08-01,12.7,34.0157,12.7,34.0157,,,,,,,,
1927-09-01,11.6,30.0672,11.6,30.0672,,,,,,,,
1927-10-01,16.7,44.7293,16.7,44.7293,,,,,,,,
1927-11-01,16.4,42.5088,16.4,42.5088,,,,,,,,
1927-12-01,34.7,92.9405,34.7,92.9405,,,,,,,,
1928-01-01,28.7,76.8701,28.7,76.8701,,,,,,,,
1928-02-01,62.7,157.1011,62.7,157.1011,,,,,,,,
1928-03-01,83.9,224.7178,83.9,224.7178,,,,,,,,
1928-04-01,44.8,116.1216,44.8,116.1216,,,,,,,,
1928-05-01,18.1,48.479,18.1,48.479,,,,,,,,
1928-06-01,13.9,36.0288,13.9,36.0288,,,,,,,,
1928-07-01,12.3,32.9443,12.3,32.9443,,,,,,,,
1928-08-01,10.5,28.1232,10.5,28.1232,,,,,,,,
1928-09-01,10.6,27.4752,10.6,27.4752,,,,,,,,
1928-10-01,12.9,34.5514,12.9,34.5514,,,,,,,,
1928-11-01,15.5,40.176,15.5,40.176,,,,,,,,
1928-12-01,28.1,75.263,28.1,75.263,,,,,,,,
1929-01-01,29.2,78.2093,29.2,78.2093,,,,,,,,
1929-02-01,106.8,258.3706,106.8,258.3706,,,,,,,,
1929-03-01,54.2,145.1693,54.2,145.1693,,,,,,,,
1929-04-01,31.6,81.9072,31.6,81.9072,,,,,,,,
1929-05-01,15.2,40.7117,15.2,40.7117,,,,,,,,
1929-06-01,11.7,30.3264,11.7,30.3264,,,,,,,,
1929-07-01,10.6,28.391,10.6,28.391,,,,,,,,
1929-08-01,10.7,28.6589,10.7,28.6589,,,,,,,,
1929-09-01,15.2,39.3984,15.2,39.3984,,,,,,,,
1929-10-01,41.2,110.3501,41.2,110.3501,,,,,,,,
1929-11-01,24.4,63.2448,24.4,63.2448,,,,,,,,
1929-12-01,21.2,56.7821,21.2,56.7821,,,,,,,,
1930-01-01,84.9,227.3962,84.9,227.3962,,,,,,,,
1930-02-01,80.4,194.5037,80.4,194.5037,,,,,,,,
1930-03-01,84.9,227.3962,84.9,227.3962,,,,,,,,
1930-04-01,36.5,94.608,36.5,94.608,,,,,,,,
1930-05-01,18.7,50.0861,18.7,50.0861,,,,,,,,
1930-06-01,15.0,38.88,15.0,38.88,,,,,,,,
1930-07-01,13.6,36.4262,13.6,36.4262,,,,,,,,
1930-08-01,18.7,50.0861,18.7,50.0861,,,,,,,,
1930-09-01,10.7,27.7344,10.7,27.7344,,,,,,,,
1930-10-01,17.3,46.3363,17.3,46.3363,,,,,,,,
1930-11-01,29.3,75.9456,29.3,75.9456,,,,,,,,
1930-12-01,34.2,91.6013,34.2,91.6013,,,,,,,,
1931-01-01,28.5,76.3344,28.5,76.3344,,,,,,,,
1931-02-01,42.5,102.816,42.5,102.816,,,,,,,,
1931-03-01,42.4,113.5642,42.4,113.5642,,,,,,,,
1931-04-01,32.0,82.944,32.0,82.944,,,,,,,,
1931-05-01,24.0,64.2816,24.0,64.2816,,,,,,,,
1931-06-01,18.5,47.952,18.5,47.952,,,,,,,,
1931-07-01,9.1,24.3734,9.1,24.3734,,,,,,,,
1931-08-01,7.7,20.6237,7.7,20.6237,,,,,,,,
1931-09-01,7.6,19.6992,7.6,19.6992,,,,,,,,
1931-10-01,10.6,28.391,10.6,28.391,,,,,,,,
1931-11-01,11.3,29.2896,11.3,29.2896,,,,,,,,
1931-12-01,19.9,53.3002,19.9,53.3002,,,,,,,,
1932-01-01,42.3,113.2963,42.3,113.2963,,,,,,,,
1932-02-01,76.7,192.1795,76.7,192.1795,,,,,,,,
1932-03-01,48.5,129.9024,48.5,129.9024,,,,,,,,
1932-04-01,36.7,95.1264,36.7,95.1264,,,,,,,,
1932-05-01,20.7,55.4429,20.7,55.4429,,,,,,,,
1932-06-01,16.0,41.472,16.0,41.472,,,,,,,,
1932-07-01,15.7,42.0509,15.7,42.0509,,,,,,,,
1932-08-01,12.0,32.1408,12.0,32.1408,,,,,,,,
1932-09-01,11.1,28.7712,11.1,28.7712,,,,,,,,
1932-10-01,15.0,40.176,15.0,40.176,,,,,,,,
1932-11-01,24.2,62.7264,24.2,62.7264,,,,,,,,
1932-12-01,37.9,101.5114,37.9,101.5114,,,,,,,,
1933-01-01,74.3,199.0051,74.3,199.0051,,,,,,,,
1933-02-01,77.4,187.2461,77.4,187.2461,,,,,,,,
1933-03-01,87.8,235.1635,87.8,235.1635,,,,,,,,
1933-04-01,75.2,194.9184,75.2,194.9184,,,,,,,,
1933-05-01,40.2,107.6717,40.2,107.6717,,,,,,,,
1933-06-01,16.1,41.7312,16.1,41.7312,,,,,,,,
1933-07-01,13.4,35.8906,13.4,35.8906,,,,,,,,
1933-08-01,10.9,29.1946,10.9,29.1946,,,,,,,,
1933-09-01,10.1,26.1792,10.1,26.1792,,,,,,,,
1933-10-01,10.9,29.1946,10.9,29.1946,,,,,,,,
1933-11-01,11.9,30.8448,11.9,30.8448,,,,,,,,
1933-12-01,16.1,43.1222,16.1,43.1222,,,,,,,,
1934-01-01,33.8,90.5299,33.8,90.5299,,,,,,,,
1934-02-01,40.1,97.0099,40.1,97.0099,,,,,,,,
1934-03-01,63.1,169.007,63.1,169.007,,,,,,,,
1934-04-01,46.6,120.7872,46.6,120.7872,,,,,,,,
1934-05-01,26.3,70.4419,26.3,70.4419,,,,,,,,
1934-06-01,19.1,49.5072,19.1,49.5072,,,,,,,,
1934-07-01,15.4,41.2474,15.4,41.2474,,,,,,,,
1934-08-01,12.5,33.48,12.5,33.48,,,,,,,,
1934-09-01,11.8,30.5856,11.8,30.5856,,,,,,,,
1934-10-01,13.2,35.3549,13.2,35.3549,,,,,,,,
1934-11-01,14.9,38.6208,14.9,38.6208,,,,,,,,
1934-12-01,15.2,40.7117,15.2,40.7117,,,,,,,,
1935-01-01,25.8,69.1027,25.8,69.1027,,,,,,,,
1935-02-01,33.4,80.8013,33.4,80.8013,,,,,,,,
1935-03-01,65.9,176.5066,65.9,176.5066,,,,,,,,
1935-04-01,42.0,108.864,42.0,108.864,,,,,,,,
1935-05-01,21.5,57.5856,21.5,57.5856,,,,,,,,
1935-06-01,17.4,45.1008,17.4,45.1008,,,,,,,,
1935-07-01,15.4,41.2474,15.4,41.2474,,,,,,,,
1935-08-01,12.5,33.48,12.5,33.48,,,,,,,,
1935-09-01,10.9,28.2528,10.9,28.2528,,,,,,,,
1935-10-01,14.7,39.3725,14.7,39.3725,,,,,,,,
1935-11-01,16.9,43.8048,16.9,43.8048,,,,,,,,
1935-12-01,30.2,80.8877,30.2,80.8877,,,,,,,,
1936-01-01,49.8,133.3843,49.8,133.3843,,,,,,,,
1936-02-01,38.5,96.4656,38.5,96.4656,,,,,,,,
1936-03-01,26.6,71.2454,26.6,71.2454,,,,,,,,
1936-04-01,24.1,62.4672,24.1,62.4672,,,,,,,,
1936-05-01,17.5,46.872,17.5,46.872,,,,,,,,
1936-06-01,18.8,48.7296,18.8,48.7296,,,,,,,,
1936-07-01,15.1,40.4438,15.1,40.4438,,,,,,,,
1936-08-01,13.2,35.3549,13.2,35.3549,,,,,,,,
1936-09-01,11.7,30.3264,11.7,30.3264,,,,,,,,
1936-10-01,13.5,36.1584,13.5,36.1584,,,,,,,,
1936-11-01,14.2,36.8064,14.2,36.8064,,,,,,,,
1936-12-01,12.2,32.6765,12.2,32.6765,,,,,,,,
1937-01-01,16.7,44.7293,16.7,44.7293,,,,,,,,
1937-02-01,19.4,46.9325,19.4,46.9325,,,,,,,,
1937-03-01,35.7,95.6189,35.7,95.6189,,,,,,,,
1937-04-01,36.5,94.608,36.5,94.608,,,,,,,,
1937-05-01,18.5,49.5504,18.5,49.5504,,,,,,,,
1937-06-01,14.5,37.584,14.5,37.584,,,,,,,,
1937-07-01,12.4,33.2122,12.4,33.2122,,,,,,,,
1937-08-01,10.5,28.1232,10.5,28.1232,,,,,,,,
1937-09-01,9.3,24.1056,9.3,24.1056,,,,,,,,
1937-10-01,11.6,31.0694,11.6,31.0694,,,,,,,,
1937-11-01,16.5,42.768,16.5,42.768,,,,,,,,
1937-12-01,25.0,66.96,25.0,66.96,,,,,,,,
1938-01-01,22.7,60.7997,22.7,60.7997,,,,,,,,
1938-02-01,54.3,131.3626,54.3,131.3626,,,,,,,,
1938-03-01,55.0,147.312,55.0,147.312,,,,,,,,
1938-04-01,46.0,119.232,46.0,119.232,,,,,,,,
1938-05-01,24.1,64.5494,24.1,64.5494,,,,,,,,
1938-06-01,16.6,43.0272,16.6,43.0272,,,,,,,,
1938-07-01,12.1,32.4086,12.1,32.4086,,,,,,,,
1938-08-01,10.1,27.0518,10.1,27.0518,,,,,,,,
1938-09-01,8.6,22.2912,8.6,22.2912,,,,,,,,
1938-10-01,12.4,33.2122,12.4,33.2122,,,,,,,,
1938-11-01,10.6,27.4752,10.6,27.4752,,,,,,,,
1938-12-01,12.4,33.2122,12.4,33.2122,,,,,,,,
1939-01-01,30.8,82.4947,30.8,82.4947,,,,,,,,
1939-02-01,46.3,112.009,46.3,112.009,,,,,,,,
1939-03-01,73.9,197.9338,73.9,197.9338,,,,,,,,
1939-04-01,56.2,145.6704,56.2,145.6704,,,,,,,,
1939-05-01,26.5,70.9776,26.5,70.9776,,,,,,,,
1939-06-01,18.9,48.9888,18.9,48.9888,,,,,,,,
1939-07-01,12.7,34.0157,12.7,34.0157,,,,,,,,
1939-08-01,11.5,30.8016,11.5,30.8016,,,,,,,,
1939-09-01,11.7,30.3264,11.7,30.3264,,,,,,,,
1939-10-01,12.0,32.1408,12.0,32.1408,,,,,,,,
1939-11-01,12.7,32.9184,12.7,32.9184,,,,,,,,
1939-12-01,33.0,88.3872,33.0,88.3872,,,,,,,,
1940-01-01,68.6,183.7382,68.6,183.7382,,,,,,,,
1940-02-01,50.5,126.5328,50.5,126.5328,,,,,,,,
1940-03-01,71.8,192.3091,71.8,192.3091,,,,,,,,
1940-04-01,37.0,95.904,37.0,95.904,,,,,,,,
1940-05-01,24.5,65.6208,24.6,65.8886,,,,,,,,
1940-06-01,20.8,53.9136,20.8,53.9136,,,,,,,,
1940-07-01,17.7,47.4077,17.7,47.4077,,,,,,,,
1940-08-01,15.4,41.2474,15.4,41.2474,,,,,,,,
1940-09-01,12.0,31.104,12.0,31.104,,,,,,,,
1940-10-01,15.9,42.5866,15.9,42.5866,,,,,,,,
1940-11-01,18.6,48.2112,18.6,48.2112,,,,,,,,
1940-12-01,19.1,51.1574,19.1,51.1574,,,,,,,,
1941-01-01,52.4,140.3482,52.4,140.3482,,,,,,,,
1941-02-01,70.9,171.5213,70.9,171.5213,,,,,,,,
1941-03-01,84.2,225.5213,84.2,225.5213,,,,,,,,
1941-04-01,29.8,77.2416,29.8,77.2416,,,,,,,,
1941-05-01,23.9,64.0138,23.9,64.0138,,,,,,,,
1941-06-01,14.7,38.1024,14.7,38.1024,,,,,,,,
1941-07-01,13.4,35.8906,13.4,35.8906,,,,,,,,
1941-08-01,13.0,34.8192,13.0,34.8192,,,,,,,,
1941-09-01,13.2,34.2144,13.2,34.2144,,,,,,,,
1941-10-01,18.9,50.6218,18.9,50.6218,,,,,,,,
1941-11-01,21.3,55.2096,21.3,55.2096,,,,,,,,
1941-12-01,28.2,75.5309,28.2,75.5309,,,,,,,,
1942-01-01,38.4,102.8506,38.4,102.8506,,,,,,,,
1942-02-01,62.2,150.4742,62.2,150.4742,,,,,,,,
1942-03-01,61.5,164.7216,61.5,164.7216,,,,,,,,
1942-04-01,34.8,90.2016,34.8,90.2016,,,,,,,,
1942-05-01,28.9,77.4058,28.9,77.4058,,,,,,,,
1942-06-01,16.9,43.8048,16.9,43.8048,,,,,,,,
1942-07-01,14.2,38.0333,14.2,38.0333,,,,,,,,
1942-08-01,12.4,33.2122,12.4,33.2122,,,,,,,,
1942-09-01,12.0,31.104,12.0,31.104,,,,,,,,
1942-10-01,13.2,35.3549,13.2,35.3549,,,,,,,,
1942-11-01,13.4,34.7328,13.4,34.7328,,,,,,,,
1942-12-01,17.7,47.4077,17.7,47.4077,,,,,,,,
1943-01-01,33.5,89.7264,33.5,89.7264,,,,,,,,
1943-02-01,79.5,192.3264,79.5,192.3264,,,,,,,,
1943-03-01,71.3,190.9699,71.3,190.9699,,,,,,,,
1943-04-01,56.3,145.9296,56.3,145.9296,,,,,,,,
1943-05-01,22.0,58.9248,22.0,58.9248,,,,,,,,
1943-06-01,18.1,46.9152,18.1,46.9152,,,,,,,,
1943-07-01,15.9,42.5866,15.9,42.5866,,,,,,,,
1943-08-01,13.5,36.1584,13.5,36.1584,,,,,,,,
1943-09-01,13.3,34.4736,13.3,34.4736,,,,,,,,
1943-10-01,17.5,46.872,17.5,46.872,,,,,,,,
1943-11-01,16.2,41.9904,16.2,41.9904,,,,,,,,
1943-12-01,23.4,62.6746,23.4,62.6746,,,,,,,,
1944-01-01,46.4,124.2778,46.4,124.2778,,,,,,,,
1944-02-01,69.1,173.137,69.1,173.137,,,,,,,,
1944-03-01,72.7,194.7197,72.7,194.7197,,,,,,,,
1944-04-01,45.6,118.1952,45.6,118.1952,,,,,,,,
1944-05-01,25.0,66.96,25.0,66.96,,,,,,,,
1944-06-01,17.8,46.1376,17.8,46.1376,,,,,,,,
1944-07-01,13.7,36.6941,13.7,36.6941,,,,,,,,
1944-08-01,11.3,30.2659,11.3,30.2659,,,,,,,,
1944-09-01,10.5,27.216,10.5,27.216,,,,,,,,
1944-10-01,10.2,27.3197,10.2,27.3197,,,,,,,,
1944-11-01,11.9,30.8448,11.9,30.8448,,,,,,,,
1944-12-01,16.1,43.1222,16.1,43.1222,,,,,,,,
1945-01-01,33.1,88.655,33.1,88.655,,,,,,,,
1945-02-01,43.7,105.719,43.7,105.719,,,,,,,,
1945-03-01,62.5,167.4,62.5,167.4,,,,,,,,
1945-04-01,42.1,109.1232,42.1,109.1232,,,,,,,,
1945-05-01,17.4,46.6042,17.4,46.6042,,,,,,,,
1945-06-01,12.5,32.4,12.5,32.4,,,,,,,,
1945-07-01,11.7,31.3373,11.7,31.3373,,,,,,,,
1945-08-01,11.4,30.5338,11.4,30.5338,,,,,,,,
1945-09-01,11.1,28.7712,11.1,28.7712,,,,,,,,
1945-10-01,11.2,29.9981,11.2,29.9981,,,,,,,,
1945-11-01,20.7,53.6544,20.7,53.6544,,,,,,,,
1945-12-01,34.1,91.3334,34.1,91.3334,,,,,,,,
1946-01-01,71.8,192.3091,71.8,192.3091,,,,,,,,
1946-02-01,84.0,203.2128,84.0,203.2128,,,,,,,,
1946-03-01,94.5,253.1088,94.5,253.1088,,,,,,,,
1946-04-01,64.0,165.888,64.0,165.888,,,,,,,,
1946-05-01,30.4,81.4234,30.4,81.4234,,,,,,,,
1946-06-01,16.6,43.0272,16.6,43.0272,,,,,,,,
1946-07-01,11.4,30.5338,11.4,30.5338,,,,,,,,
1946-08-01,11.3,30.2659,11.3,30.2659,,,,,,,,
1946-09-01,10.6,27.4752,10.6,27.4752,,,,,,,,
1946-10-01,15.0,40.176,15.0,40.176,,,,,,,,
1946-11-01,21.0,54.432,21.0,54.432,,,,,,,,
1946-12-01,38.5,103.1184,38.5,103.1184,,,,,,,,
1947-01-01,44.8,119.9923,44.8,119.9923,,,,,,,,
1947-02-01,52.9,127.9757,52.9,127.9757,,,,,,,,
1947-03-01,87.0,233.0208,87.0,233.0208,,,,,,,,
1947-04-01,39.4,102.1248,39.4,102.1248,,,,,,,,
1947-05-01,33.1,88.655,33.1,88.655,,,,,,,,
1947-06-01,25.5,66.096,25.5,66.096,,,,,,,,
1947-07-01,12.8,34.2835,12.8,34.2835,,,,,,,,
1947-08-01,11.0,29.4624,11.0,29.4624,,,,,,,,
1947-09-01,10.6,27.4752,10.6,27.4752,,,,,,,,
1947-10-01,14.2,38.0333,14.2,38.0333,,,,,,,,
1947-11-01,17.3,44.8416,17.3,44.8416,,,,,,,,
1947-12-01,27.0,72.3168,27.0,72.3168,,,,,,,,
1948-01-01,57.8,154.8115,57.8,154.8115,,,,,,,,
1948-02-01,46.3,116.0093,46.3,116.0093,,,,,,,,
1948-03-01,47.4,126.9562,47.4,126.9562,,,,,,,,
1948-04-01,36.7,95.1264,36.7,95.1264,,,,,,,,
1948-05-01,23.9,64.0138,23.9,64.0138,,,,,,,,
1948-06-01,15.1,39.1392,15.1,39.1392,,,,,,,,
1948-07-01,12.8,34.2835,12.8,34.2835,,,,,,,,
1948-08-01,9.9,26.5162,9.9,26.5162,,,,,,,,
1948-09-01,10.1,26.1792,10.1,26.1792,,,,,,,,
1948-10-01,27.7,74.1917,27.7,74.1917,,,,,,,,
1948-11-01,35.0,90.72,35.0,90.72,,,,,,,,
1948-12-01,21.2,56.7821,21.2,56.7821,,,,,,,,
1949-01-01,60.6,162.311,60.6,162.311,,,,,,,,
1949-02-01,33.4,80.8013,33.4,80.8013,,,,,,,,
1949-03-01,65.6,175.703,65.6,175.703,,,,,,,,
1949-04-01,48.5,125.712,48.5,125.712,,,,,,,,
1949-05-01,28.2,75.5309,28.2,75.5309,,,,,,,,
1949-06-01,19.0,49.248,19.0,49.248,,,,,,,,
1949-07-01,15.3,40.9795,15.3,40.9795,,,,,,,,
1949-08-01,11.3,30.2659,11.3,30.2659,,,,,,,,
1949-09-01,11.2,29.0304,11.2,29.0304,,,,,,,,
1949-10-01,10.4,27.8554,10.4,27.8554,,,,,,,,
1949-11-01,20.5,53.136,20.5,53.136,,,,,,,,
1949-12-01,12.8,34.2835,12.8,34.2835,,,,,,,,
1950-01-01,28.7,76.8701,28.7,76.8701,,,,,,,,
1950-02-01,45.8,110.7994,45.8,110.7994,,,,,,,,
1950-03-01,38.5,103.1184,38.6,103.3862,,,,,,,,
1950-04-01,36.1,93.5712,36.1,93.5712,,,,,,,,
1950-05-01,20.9,55.9786,20.9,55.9786,,,,,,,,
1950-06-01,12.9,33.4368,12.9,33.4368,,,,,,,,
1950-07-01,11.6,31.0694,11.6,31.0694,,,,,,,,
1950-08-01,10.4,27.8554,10.4,27.8554,,,,,,,,
1950-09-01,10.1,26.1792,10.1,26.1792,,,,,,,,
1950-10-01,10.9,29.1946,10.9,29.1946,,,,,,,,
1950-11-01,14.3,37.0656,14.3,37.0656,,,,,,,,
1950-12-01,41.2,110.3501,41.2,110.3501,,,,,,,,
1951-01-01,37.4,100.1722,37.4,100.1722,,,,,,,,
1951-02-01,71.3,172.489,71.3,172.489,,,,,,,,
1951-03-01,96.8,259.2691,96.8,259.2691,,,,,,,,
1951-04-01,54.6,141.5232,54.6,141.5232,,,,,,,,
1951-05-01,21.2,56.7821,21.2,56.7821,,,,,,,,
1951-06-01,18.5,47.952,18.5,47.952,,,,,,,,
1951-07-01,14.9,39.9082,14.9,39.9082,,,,,,,,
1951-08-01,11.6,31.0694,11.6,31.0694,,,,,,,,
1951-09-01,11.2,29.0304,11.2,29.0304,,,,,,,,
1951-10-01,12.6,33.7478,12.6,33.7478,,,,,,,,
1951-11-01,43.5,112.752,43.5,112.752,,,,,,,,
1951-12-01,45.0,120.528,45.0,120.528,,,,,,,,
1952-01-01,86.6,231.9494,86.6,231.9494,,,,,,,,
1952-02-01,83.3,208.7165,83.3,208.7165,,,,,,,,
1952-03-01,98.6,264.0902,98.6,264.0902,,,,,,,,
1952-04-01,71.5,185.328,71.5,185.328,,,,,,,,
1952-05-01,26.4,70.7098,26.4,70.7098,,,,,,,,
1952-06-01,20.7,53.6544,20.7,53.6544,,,,,,,,
1952-07-01,15.4,41.2474,15.4,41.2474,,,,,,,,
1952-08-01,11.1,29.7302,11.1,29.7302,,,,,,,,
1952-09-01,9.0,23.328,9.0,23.328,,,,,,,,
1952-10-01,10.5,28.1232,10.5,28.1232,,,,,,,,
1952-11-01,15.5,40.176,15.5,40.176,,,,,,,,
1952-12-01,25.5,68.2992,25.5,68.2992,,,,,,,,
1953-01-01,39.5,105.7968,39.5,105.7968,,,,,,,,
1953-02-01,71.5,172.9728,71.5,172.9728,,,,,,,,
1953-03-01,60.6,162.311,60.6,162.311,,,,,,,,
1953-04-01,60.4,156.5568,60.4,156.5568,,,,,,,,
1953-05-01,35.6,95.351,35.6,95.351,,,,,,,,
1953-06-01,22.1,57.2832,22.1,57.2832,,,,,,,,
1953-07-01,12.8,34.2835,12.8,34.2835,,,,,,,,
1953-08-01,9.1,24.3734,9.1,24.3734,,,,,,,,
1953-09-01,8.9,23.0688,8.9,23.0688,,,,,,,,
1953-10-01,12.5,33.48,12.5,33.48,,,,,,,,
1953-11-01,22.7,58.8384,22.7,58.8384,,,,,,,,
1953-12-01,28.6,76.6022,28.6,76.6022,,,,,,,,
1954-01-01,51.3,137.4019,51.3,137.4019,,,,,,,,
1954-02-01,75.6,182.8915,75.6,182.8915,,,,,,,,
1954-03-01,102.9,275.6074,102.9,275.6074,,,,,,,,
1954-04-01,37.4,96.9408,37.4,96.9408,,,,,,,,
1954-05-01,25.6,68.567,25.6,68.567,,,,,,,,
1954-06-01,15.7,40.6944,15.7,40.6944,,,,,,,,
1954-07-01,12.5,33.48,12.5,33.48,,,,,,,,
1954-08-01,8.7,23.3021,9.1,24.3734,,,,,,,,
1954-09-01,9.0,23.328,9.0,23.328,,,,,,,,
1954-10-01,11.9,31.873,11.9,31.873,,,,,,,,
1954-11-01,18.5,47.952,18.5,47.952,,,,,,,,
1954-12-01,22.2,59.4605,22.2,59.4605,,,,,,,,
1955-01-01,42.6,114.0998,42.6,114.0998,,,,,,,,
1955-02-01,79.5,192.3264,79.5,192.3264,,,,,,,,
1955-03-01,94.4,252.841,94.4,252.841,,,,,,,,
1955-04-01,48.8,126.4896,48.8,126.4896,,,,,,,,
1955-05-01,29.3,78.4771,29.3,78.4771,,,,,,,,
1955-06-01,13.5,34.992,13.5,34.992,,,,,,,,
1955-07-01,11.7,31.3373,11.7,31.3373,,,,,,,,
1955-08-01,10.2,27.3197,8.7,23.3021,,,,,,,,
1955-09-01,8.8,22.8096,8.8,22.8096,,,,,,,,
1955-10-01,9.2,24.6413,9.2,24.6413,,,,,,,,
1955-11-01,8.9,23.0688,8.9,23.0688,,,,,,,,
1955-12-01,16.8,44.9971,16.8,44.9971,,,,,,,,
1956-01-01,15.5,41.5152,15.5,41.5152,,,,,,,,
1956-02-01,58.6,146.8282,58.6,146.8282,,,,,,,,
1956-03-01,62.0,166.0608,62.0,166.0608,,,,,,,,
1956-04-01,50.1,129.8592,50.1,129.8592,,,,,,,,
1956-05-01,21.1,56.5142,21.1,56.5142,,,,,,,,
1956-06-01,10.4,26.9568,10.4,26.9568,,,,,,,,
1956-07-01,7.9,21.1594,7.9,21.1594,,,,,,,,
1956-08-01,10.2,27.3197,10.2,27.3197,,,,,,,,
1956-09-01,9.9,25.6608,9.9,25.6608,,,,,,,,
1956-10-01,12.5,33.48,12.5,33.48,,,,,,,,
1956-11-01,11.7,30.3264,11.7,30.3264,,,,,,,,
1956-12-01,9.2,24.6413,9.2,24.6413,,,,,,,,
1957-01-01,16.6,44.4614,17.2,46.0685,,,,,,,,
1957-02-01,45.0,108.864,46.1,111.5251,,,,,,,,
1957-03-01,36.6,98.0294,37.9,101.5114,,,,,,,,
1957-04-01,32.0,82.944,32.9,85.2768,,,,,,,,
1957-05-01,15.6,41.783,15.7,42.0509,,,,,,,,
1957-06-01,11.8,30.5856,11.2,29.0304,,,,,,,,
1957-07-01,10.1,27.0518,9.4,25.177,,,,,,,,
1957-08-01,10.1,27.0518,9.0,24.1056,,,,,,,,
1957-09-01,9.8,25.4016,8.7,22.5504,,,,,,,,
1957-10-01,11.1,29.7302,10.4,27.8554,,,,,,,,
1957-11-01,13.8,35.7696,13.6,35.2512,,,,,,,,
1957-12-01,17.9,47.9434,18.0,48.2112,,,,,,,,
1958-01-01,19.9,53.3002,20.5,54.9072,,,,,,,,
1958-02-01,36.1,87.3331,37.2,89.9942,,,,,,,,
1958-03-01,55.0,147.312,56.3,150.7939,,,,,,,,
1958-04-01,20.6,53.3952,21.5,55.728,,,,,,,,
1958-05-01,12.5,33.48,12.6,33.7478,,,,,,,,
1958-06-01,10.0,25.92,9.4,24.3648,,,,,,,,
1958-07-01,7.9,21.1594,7.2,19.2845,,,,,,,,
1958-08-01,7.3,19.5523,6.2,16.6061,,,,,,,,
1958-09-01,7.2,18.6624,6.1,15.8112,,,,,,,,
1958-10-01,10.8,28.9267,10.1,27.0518,,,,,,,,
1958-11-01,8.2,21.2544,8.0,20.736,,,,,,,,
1958-12-01,9.4,25.177,9.5,25.4448,,,,,,,,
1959-01-01,9.9,26.5162,10.5,28.1232,,,,,,,,
1959-02-01,59.3,143.4586,60.4,146.1197,,,,,,,,
1959-03-01,57.1,152.9366,58.4,156.4186,,,,,,,,
1959-04-01,41.0,106.272,41.9,108.6048,,,,,,,,
1959-05-01,19.5,52.2288,19.6,52.4966,,,,,,,,
1959-06-01,10.8,27.9936,10.2,26.4384,,,,,,,,
1959-07-01,9.2,24.6413,8.5,22.7664,,,,,,,,
1959-08-01,7.2,19.2845,6.1,16.3382,,,,,,,,
1959-09-01,6.9,17.8848,5.8,15.0336,,,,,,,,
1959-10-01,9.2,24.6413,8.5,22.7664,,,,,,,,
1959-11-01,9.3,24.1056,9.1,23.5872,,,,,,,,
1959-12-01,27.7,74.1917,27.8,74.4595,,,,,,,,
1960-01-01,35.3,94.5475,36.6,98.0294,,,,,,,,
1960-02-01,41.4,103.7318,43.5,108.9936,,,,,,,,
1960-03-01,34.9,93.4762,37.4,100.1722,,,,,,,,
1960-04-01,22.9,59.3568,24.5,63.504,,,,,,,,
1960-05-01,13.8,36.9619,14.2,38.0333,,,,,,,,
1960-06-01,9.7,25.1424,9.2,23.8464,,,,,,,,
