date,caudal_rio_huaura_alco_sayan_m3s,volumen_rio_huaura_alco_sayan_mmc,caudal_natural_rio_huaura_alco_sayan_m3s,volumen_natural_rio_huaura_alco_sayan_mmc,caudal_rio_chico_m3s,volumen_rio_chico_mmc,caudal_rio_pativilca_yanapampa_m3s,volumen_rio_pativilca_yanapampa_mmc,caudal_rio_chancay_huaral_santo_domingo_m3s,volumen_rio_chancay_huaral_santo_domingo_mmc,caudal_laguna_surasaca_m3s,volumen_laguna_surasaca_mmc
1980-09-01,9.0,23.328,6.9,17.8848,0.5,1.296,11.6,30.0672,3.9,10.1088,0.784,2.0321
1980-10-01,16.3,43.6579,14.3,38.3011,0.1,0.2678,26.3,70.4419,6.6,17.6774,0.129,0.3455
1980-11-01,18.0,46.656,16.7,43.2864,0.7,1.8144,26.3,68.1696,6.6,17.1072,0.022,0.057
1980-12-01,33.0,88.3872,32.9,88.1194,2.1,5.6246,49.3,132.0451,12.4,33.2122,0.03,0.0804
1981-01-01,30.2,80.8877,37.2,99.6365,7.7,20.6237,47.3,126.6883,15.6,41.783,0.078,0.2089
1981-02-01,74.8,180.9562,77.0,186.2784,9.5,22.9824,187.4,453.3581,65.2,157.7318,0.45,1.0886
1981-03-01,97.2,260.3405,100.9,270.2506,6.3,16.8739,232.5,622.728,69.0,184.8096,2.705,7.2451
1981-04-01,24.1,62.4672,25.6,66.3552,2.5,6.48,54.5,141.264,25.9,67.1328,0.143,0.3707
1981-05-01,14.5,38.8368,14.9,39.9082,0.7,1.8749,23.4,62.6746,8.0,21.4272,0.684,1.832
1981-06-01,10.2,26.4384,9.8,25.4016,0.9,2.3328,17.2,44.5824,6.9,17.8848,1.495,3.875
1981-07-01,8.4,22.4986,7.7,20.6237,0.8,2.1427,15.0,40.176,5.7,15.2669,1.886,5.0515
1981-08-01,10.1,27.0518,8.8,23.5699,0.6,1.607,16.7,44.7293,5.1,13.6598,1.886,5.0515
1981-09-01,10.3,26.6976,8.2,21.2544,0.2,0.5184,16.4,42.5088,5.3,13.7376,0.884,2.2913
1981-10-01,10.8,28.9267,8.9,23.8378,0.1,0.2678,20.1,53.8358,5.9,15.8026,0.319,0.8544
1981-11-01,15.9,41.2128,14.6,37.8432,0.1,0.2592,27.0,69.984,8.0,20.736,0.05,0.1296
1981-12-01,26.1,69.9062,26.3,70.4419,1.3,3.4819,47.4,126.9562,11.6,31.0694,0.066,0.1768
1982-01-01,27.9,74.7274,29.2,78.2093,2.4,6.4282,89.3,239.1811,14.6,39.1046,0.066,0.1768
1982-02-01,60.9,147.3293,63.1,152.6515,7.1,17.1763,119.4,288.8525,48.4,117.0893,0.066,0.1597
1982-03-01,37.7,100.9757,40.2,107.6717,3.0,8.0352,67.1,179.7206,22.9,61.3354,0.178,0.4768
1982-04-01,39.2,101.6064,40.8,105.7536,0.9,2.3328,43.6,113.0112,18.5,47.952,0.202,0.5236
1982-05-01,16.6,44.4614,17.0,45.5328,0.3,0.8035,22.0,58.9248,8.8,23.5699,0.581,1.5562
1982-06-01,11.0,28.512,10.5,27.216,0.8,2.0736,16.6,43.0272,6.6,17.1072,1.092,2.8305
1982-07-01,8.1,21.695,7.4,19.8202,0.8,2.1427,12.9,34.5514,5.6,14.999,1.532,4.1033
1982-08-01,8.4,22.4986,6.9,18.481,0.7,1.8749,12.6,33.7478,5.7,15.2669,1.75,4.6872
1982-09-01,11.3,29.2896,8.4,21.7728,0.8,2.0736,13.6,35.2512,5.2,13.4784,1.762,4.5671
1982-10-01,13.9,37.2298,11.2,29.9981,0.2,0.5357,20.3,54.3715,5.5,14.7312,1.561,4.181
1982-11-01,29.5,76.464,27.6,71.5392,0.3,0.7776,39.5,102.384,17.0,44.064,1.034,2.6801
1982-12-01,36.1,96.6902,35.5,95.0832,0.7,1.8749,87.8,235.1635,15.5,41.5152,0.009,0.0241
1983-01-01,55.9,149.7226,57.2,153.2045,1.9,5.089,101.9,272.929,26.9,72.049,0.09,0.2411
1983-02-01,36.4,88.0589,38.5,93.1392,1.9,4.5965,33.1,80.0755,51.9,125.5565,0.114,0.2758
1983-03-01,60.7,162.5789,63.1,169.007,3.5,9.3744,125.4,335.8714,47.0,125.8848,0.199,0.533
1983-04-01,62.0,160.704,62.9,163.0368,1.2,3.1104,106.5,276.048,39.0,101.088,0.217,0.5625
1983-05-01,23.1,61.871,23.5,62.9424,0.4,1.0714,25.2,67.4957,9.3,24.9091,0.23,0.616
1983-06-01,9.0,23.328,8.5,22.032,0.9,2.3328,17.5,45.36,5.3,13.7376,1.091,2.8279
1983-07-01,9.7,25.9805,8.9,23.8378,0.9,2.4106,16.0,42.8544,4.8,12.8563,1.511,4.0471
1983-08-01,9.6,25.7126,8.2,21.9629,0.7,1.8749,16.3,43.6579,4.5,12.0528,1.916,5.1318
1983-09-01,9.3,24.1056,7.2,18.6624,0.3,0.7776,17.2,44.5824,4.2,10.8864,2.014,5.2203
1983-10-01,11.3,30.2659,9.3,24.9091,0.1,0.2678,17.5,46.872,4.9,13.1242,1.633,4.3738
1983-11-01,14.4,37.3248,13.1,33.9552,0.1,0.2592,23.1,59.8752,5.0,12.96,0.32,0.8294
1983-12-01,21.9,58.657,22.1,59.1926,0.2,0.5357,37.6,100.7078,11.5,30.8016,0.052,0.1393
1984-01-01,29.9,80.0842,19.9,53.3002,1.1,2.9462,43.6,116.7782,13.8,36.9619,0.052,0.1393
1984-02-01,100.9,252.815,55.8,139.8125,4.6,11.5258,246.5,617.6304,62.9,157.6022,0.151,0.3783
1984-03-01,158.8,425.3299,85.1,227.9318,4.7,12.5885,177.6,475.6838,48.9,130.9738,0.239,0.6401
1984-04-01,84.7,219.5424,47.6,123.3792,1.7,4.4064,85.7,222.1344,22.6,58.5792,0.259,0.6713
1984-05-01,31.4,84.1018,20.7,55.4429,0.7,1.8749,38.9,104.1898,12.6,33.7478,0.83,2.2231
1984-06-01,14.0,36.288,11.9,30.8448,1.0,2.592,21.3,55.2096,9.3,24.1056,0.678,1.7574
1984-07-01,10.1,27.0518,9.9,26.5162,1.0,2.6784,19.7,52.7645,6.6,17.6774,0.856,2.2927
1984-08-01,10.5,28.1232,10.2,27.3197,0.8,2.1427,17.1,45.8006,5.8,15.5347,2.167,5.8041
1984-09-01,10.1,26.1792,10.0,25.92,0.4,1.0368,18.7,48.4704,5.3,13.7376,2.415,6.2597
1984-10-01,19.9,53.3002,14.9,39.9082,0.1,0.2678,21.4,57.3178,6.6,17.6774,2.167,5.8041
1984-11-01,15.6,40.4352,12.7,32.9184,0.4,1.0368,19.8,51.3216,7.6,19.6992,1.024,2.6542
1984-12-01,41.2,110.3501,25.7,68.8349,0.6,1.607,31.4,84.1018,13.6,36.4262,0.517,1.3847
1985-01-01,27.2,72.8525,18.7,50.0861,1.5,4.0176,32.0,85.7088,9.2,24.6413,0.517,1.3847
1985-02-01,68.3,165.2314,39.3,95.0746,4.1,9.9187,38.7,93.623,18.1,43.7875,0.066,0.1597
1985-03-01,136.5,365.6016,73.8,197.6659,2.4,6.4282,71.5,191.5056,39.1,104.7254,0.079,0.2116
1985-04-01,74.3,192.5856,42.4,109.9008,1.7,4.4064,60.1,155.7792,20.1,52.0992,0.11,0.2851
1985-05-01,36.9,98.833,23.5,62.9424,0.7,1.8749,29.2,78.2093,12.6,33.7478,0.264,0.7071
1985-06-01,25.4,65.8368,17.7,45.8784,1.0,2.592,18.5,47.952,8.5,22.032,1.287,3.3359
1985-07-01,18.0,48.2112,13.9,37.2298,0.9,2.4106,15.3,40.9795,6.6,17.6774,1.816,4.864
1985-08-01,18.2,48.7469,13.0,34.8192,0.8,2.1427,14.7,39.3725,5.9,15.8026,2.278,6.1014
1985-09-01,18.2,47.1744,14.1,36.5472,0.4,1.0368,17.3,44.8416,5.9,15.2928,1.38,3.577
1985-10-01,15.6,41.783,12.7,34.0157,0.1,0.2678,20.7,55.4429,6.6,17.6774,0.77,2.0624
1985-11-01,11.8,30.5856,10.8,27.9936,0.1,0.2592,20.5,53.136,5.4,13.9968,0.56,1.4515
1985-12-01,27.6,73.9238,18.8,50.3539,0.5,1.3392,23.7,63.4781,11.4,30.5338,0.331,0.8866
1986-01-01,109.5,293.2848,60.3,161.5075,4.9,13.1242,62.8,168.2035,30.2,80.8877,0.331,0.8866
1986-02-01,108.3,261.9994,59.1,142.9747,3.9,9.4349,51.4,124.3469,35.7,86.3654,0.085,0.2056
1986-03-01,134.8,361.0483,71.3,190.9699,3.1,8.303,85.0,227.664,46.9,125.617,0.103,0.2759
1986-04-01,92.1,238.7232,51.4,133.2288,1.1,2.8512,77.4,200.6208,35.3,91.4976,0.209,0.5417
1986-05-01,44.6,119.4566,27.4,73.3882,0.5,1.3392,39.2,104.9933,19.2,51.4253,0.457,1.224
1986-06-01,12.7,32.9184,12.0,31.104,0.9,2.3328,18.8,48.7296,9.2,23.8464,1.03,2.6698
1986-07-01,12.0,32.1408,10.9,29.1946,0.9,2.4106,14.6,39.1046,6.5,17.4096,0.54,1.4463
1986-08-01,12.4,33.2122,11.1,29.7302,0.8,2.1427,12.4,33.2122,5.7,15.2669,1.928,5.164
1986-09-01,12.7,32.9184,11.3,29.2896,0.4,1.0368,18.3,47.4336,5.7,14.7744,2.346,6.0808
1986-10-01,13.2,35.3549,11.5,30.8016,0.1,0.2678,17.9,47.9434,5.4,14.4634,1.603,4.2935
1986-11-01,12.7,32.9184,11.3,29.2896,0.1,0.2592,20.1,52.0992,5.8,15.0336,0.377,0.9772
1986-12-01,25.5,68.2992,17.7,47.4077,3.5,9.3744,24.2,64.8173,15.4,41.2474,0.251,0.6723
1987-01-01,68.4,183.2026,39.1,104.7254,3.1,8.303,156.8,419.9731,44.5,119.1888,0.251,0.6723
1987-02-01,114.2,276.2726,64.0,154.8288,6.2,14.999,188.8,456.745,48.9,118.2989,0.119,0.2879
1987-03-01,60.3,161.5075,35.3,94.5475,5.9,15.8026,129.9,347.9242,26.2,70.1741,0.129,0.3455
1987-04-01,21.3,55.2096,15.6,40.4352,4.4,11.4048,33.7,87.3504,10.1,26.1792,0.129,0.3344
1987-05-01,12.7,34.0157,11.3,30.2659,1.5,4.0176,17.2,46.0685,6.8,18.2131,0.129,0.3455
1987-06-01,11.1,28.7712,10.5,27.216,1.6,4.1472,13.7,35.5104,5.0,12.96,0.593,1.5371
1987-07-01,11.5,30.8016,10.6,28.391,1.4,3.7498,12.1,32.4086,5.0,13.392,1.288,3.4498
1987-08-01,11.3,30.2659,12.4,33.2122,1.1,2.9462,11.0,29.4624,5.8,15.5347,1.288,3.4498
1987-09-01,12.7,32.9184,11.2,29.0304,0.7,1.8144,15.0,38.88,5.4,13.9968,1.288,3.3385
1987-10-01,12.7,34.0157,11.2,29.9981,5.0,13.392,19.0,50.8896,5.0,13.392,1.288,3.4498
1987-11-01,19.2,49.7664,14.5,37.584,4.2,10.8864,25.6,66.3552,5.6,14.5152,0.661,1.7133
1987-12-01,25.8,69.1027,17.9,47.9434,2.2,5.8925,29.9,80.0842,10.4,27.8554,0.085,0.2277
1988-01-01,45.5,121.8672,27.8,74.4595,2.6,6.9638,43.3,115.9747,21.2,56.7821,0.085,0.2277
1988-02-01,82.5,206.712,46.5,116.5104,2.6,6.5146,187.3,469.2989,39.5,98.9712,0.096,0.2405
1988-03-01,28.1,75.263,19.0,50.8896,2.8,7.4995,61.7,165.2573,17.4,46.6042,0.109,0.2919
1988-04-01,52.1,135.0432,31.2,80.8704,2.6,6.7392,57.3,148.5216,27.5,71.28,0.415,1.0757
1988-05-01,26.5,70.9776,18.2,48.7469,1.2,3.2141,36.6,98.0294,12.7,34.0157,1.203,3.2221
1988-06-01,11.1,28.7712,10.4,26.9568,1.5,3.888,16.7,43.2864,6.3,16.3296,1.774,4.5982
1988-07-01,9.9,26.5162,9.8,26.2483,1.3,3.4819,12.1,32.4086,5.3,14.1955,2.211,5.9219
1988-08-01,8.5,22.7664,9.1,24.3734,1.1,2.9462,13.7,36.6941,4.8,12.8563,1.475,3.9506
1988-09-01,9.8,25.4016,9.8,25.4016,0.7,1.8144,17.1,44.3232,5.8,15.0336,1.461,3.7869
1988-10-01,13.6,36.4262,11.7,31.3373,0.2,0.5357,19.7,52.7645,5.5,14.7312,1.725,4.6202
1988-11-01,13.9,36.0288,11.9,30.8448,0.1,0.2592,17.0,44.064,5.2,13.4784,0.454,1.1768
1988-12-01,19.2,51.4253,14.5,38.8368,0.6,1.607,28.7,76.8701,6.3,16.8739,0.151,0.4044
1989-01-01,84.8,227.1283,47.7,127.7597,2.0,5.3568,78.3,209.7187,27.2,72.8525,0.151,0.4044
1989-02-01,113.6,274.8211,62.2,150.4742,2.9,7.0157,109.7,265.3862,57.3,138.6202,0.151,0.3653
1989-03-01,135.6,363.191,73.4,196.5946,2.7,7.2317,135.0,361.584,46.0,123.2064,0.151,0.4044
1989-04-01,68.8,178.3296,39.6,102.6432,1.0,2.592,137.5,356.4,32.9,85.2768,0.176,0.4562
1989-05-01,32.9,88.1194,21.4,57.3178,0.4,1.0714,44.5,119.1888,15.5,41.5152,0.822,2.2016
1989-06-01,25.2,65.3184,17.6,45.6192,0.9,2.3328,24.7,64.0224,10.5,27.216,2.277,5.902
1989-07-01,17.5,46.872,13.7,36.6941,0.9,2.4106,17.4,46.6042,6.8,18.2131,2.061,5.5202
1989-08-01,12.6,33.7478,11.2,29.9981,0.8,2.1427,14.8,39.6403,5.2,13.9277,2.447,6.554
1989-09-01,11.9,30.8448,10.8,27.9936,0.4,1.0368,13.7,35.5104,5.0,12.96,,
1989-10-01,21.0,56.2464,15.5,41.5152,0.5,1.3392,15.1,40.4438,5.5,14.7312,,
1989-11-01,22.6,58.5792,16.3,42.2496,1.3,3.3696,17.5,45.36,3.5,9.072,,
1989-12-01,12.1,32.4086,11.0,29.4624,0.4,1.0714,22.4,59.9962,4.0,10.7136,,
1990-01-01,40.5,108.4752,41.8,111.9571,0.5,1.3392,26.6,71.2454,10.1,27.0518,,
1990-02-01,25.4,61.4477,27.5,66.528,0.5,1.2096,30.0,72.576,7.2,17.4182,,
1990-03-01,33.4,89.4586,35.9,96.1546,0.9,2.4106,64.8,173.5603,9.3,24.9091,,
1990-04-01,14.8,38.3616,16.4,42.5088,0.1,0.2592,34.8,90.2016,5.3,13.7376,,
1990-05-01,12.2,32.6765,12.6,33.7478,0.1,0.2678,18.9,50.6218,4.3,11.5171,,
1990-06-01,12.4,32.1408,11.9,30.8448,0.5,1.296,12.1,31.3632,4.4,11.4048,,
1990-07-01,11.2,29.9981,10.5,28.1232,0.6,1.607,10.2,27.3197,3.9,10.4458,,
1990-08-01,10.1,27.0518,8.7,23.3021,0.5,1.3392,9.2,24.6413,2.9,7.7674,,
1990-09-01,8.1,20.9952,6.0,15.552,0.3,0.7776,9.4,24.3648,3.7,9.5904,,
1990-10-01,20.1,53.8358,18.2,48.7469,0.7,1.8749,29.9,80.0842,6.1,16.3382,,
1990-11-01,33.0,85.536,31.7,82.1664,2.1,5.4432,43.5,112.752,16.8,43.5456,,
1990-12-01,33.5,89.7264,33.7,90.2621,1.3,3.4819,20.1,53.8358,11.8,31.6051,,
1991-01-01,33.2,88.9229,34.5,92.4048,1.4,3.7498,41.7,111.6893,14.3,38.3011,,
1991-02-01,39.7,96.0422,41.9,101.3645,1.5,3.6288,78.1,188.9395,18.2,44.0294,,
1991-03-01,128.2,343.3709,130.7,350.0669,2.3,6.1603,120.2,321.9437,33.5,89.7264,,
1991-04-01,27.2,70.5024,28.8,74.6496,0.8,2.0736,54.5,141.264,10.6,27.4752,,
1991-05-01,18.2,48.7469,18.6,49.8182,0.2,0.5357,35.4,94.8154,8.2,21.9629,,
1991-06-01,12.0,31.104,11.5,29.808,0.7,1.8144,20.3,52.6176,5.6,14.5152,,
1991-07-01,11.0,29.4624,10.2,27.3197,0.7,1.8749,16.1,43.1222,5.2,13.9277,,
1991-08-01,10.7,28.6589,9.3,24.9091,0.6,1.607,11.0,29.4624,4.4,11.785,,
1991-09-01,11.8,30.5856,9.7,25.1424,0.2,0.5184,9.0,23.328,3.9,10.1088,,
1991-10-01,17.6,47.1398,15.6,41.783,0.1,0.2678,13.6,36.4262,4.5,12.0528,,
1991-11-01,21.5,55.728,20.2,52.3584,0.1,0.2592,15.0,38.88,6.8,17.6256,,
1991-12-01,16.6,44.4614,16.7,44.7293,0.1,0.2678,14.5,38.8368,5.3,14.1955,,
1992-01-01,21.9,58.657,23.2,62.1389,0.2,0.5357,31.7,84.9053,8.1,21.695,,
1992-02-01,13.4,33.575,15.5,38.8368,0.7,1.7539,17.6,44.0986,4.6,11.5258,,
1992-03-01,25.3,67.7635,27.8,74.4595,1.0,2.6784,66.9,179.185,14.7,39.3725,,
1992-04-01,18.2,47.1744,19.8,51.3216,0.4,1.0368,40.5,104.976,9.4,24.3648,,
1992-05-01,11.2,29.9981,11.6,31.0694,0.1,0.2678,15.0,40.176,4.1,10.9814,,
1992-06-01,10.8,27.9936,10.3,26.6976,0.5,1.296,12.3,31.8816,3.1,8.0352,,
1992-07-01,9.0,24.1056,8.2,21.9629,0.5,1.3392,11.1,29.7302,3.0,8.0352,,
1992-08-01,8.0,21.4272,6.5,17.4096,0.4,1.0714,11.3,30.2659,2.6,6.9638,,
1992-09-01,8.7,22.5504,6.5,16.848,0.1,0.2592,10.5,27.216,2.9,7.5168,,
1992-10-01,11.4,30.5338,12.5,33.48,0.1,0.2678,14.1,37.7654,4.1,10.9814,,
1992-11-01,10.4,26.9568,9.1,23.5872,0.1,0.2592,16.6,43.0272,2.6,6.7392,,
1992-12-01,9.5,25.4448,9.6,25.7126,0.1,0.2678,18.0,48.2112,3.1,8.303,,
1993-01-01,19.6,52.4966,20.9,55.9786,1.0,2.6784,26.1,69.9062,7.4,19.8202,,
1993-02-01,38.0,91.9296,40.2,97.2518,2.4,5.8061,91.1,220.3891,25.0,60.48,,
1993-03-01,28.5,76.3344,28.9,77.4058,5.0,13.392,135.0,361.584,33.0,88.3872,,
1993-04-01,30.2,78.2784,31.8,82.4256,1.9,4.9248,144.4,374.2848,19.6,50.8032,,
1993-05-01,16.3,43.6579,16.7,44.7293,0.5,1.3392,51.5,137.9376,10.9,29.1946,,
1993-06-01,12.1,31.3632,11.6,30.0672,0.8,2.0736,18.8,48.7296,6.3,16.3296,,
1993-07-01,12.1,32.4086,11.3,30.2659,0.8,2.1427,14.1,37.7654,4.7,12.5885,,
1993-08-01,11.2,29.9981,9.7,25.9805,0.6,1.607,13.6,36.4262,3.2,8.5709,,
1993-09-01,10.2,26.4384,8.1,20.9952,0.3,0.7776,13.1,33.9552,4.0,10.368,,
1993-10-01,12.6,33.7478,10.6,28.391,0.2,0.5357,15.2,40.7117,4.2,11.2493,,
1993-11-01,20.5,53.136,19.2,49.7664,0.3,0.7776,25.2,65.3184,16.1,41.7312,,
1993-12-01,23.2,62.1389,23.3,62.4067,1.0,2.6784,38.3,102.5827,26.0,69.6384,,
1994-01-01,37.4,100.1722,38.7,103.6541,3.3,8.8387,56.1,150.2582,34.1,91.3334,,
1994-02-01,66.5,160.8768,68.6,165.9571,6.6,15.9667,136.1,329.2531,46.9,113.4605,,
1994-03-01,65.6,175.703,68.1,182.399,5.2,13.9277,112.3,300.7843,33.2,88.9229,,
1994-04-01,56.5,146.448,58.0,150.336,4.4,11.4048,87.0,225.504,25.8,66.8736,,
1994-05-01,34.3,91.8691,34.7,92.9405,2.9,7.7674,33.5,89.7264,18.1,48.479,,
1994-06-01,20.7,53.6544,20.3,52.6176,2.5,6.48,21.6,55.9872,9.5,24.624,,
1994-07-01,16.9,45.265,16.1,43.1222,2.1,5.6246,19.0,50.8896,5.7,15.2669,,
1994-08-01,13.3,35.6227,11.8,31.6051,1.1,2.9462,19.2,51.4253,5.1,13.6598,,
1994-09-01,13.1,33.9552,11.0,28.512,0.8,2.0736,19.1,49.5072,4.5,11.664,,
1994-10-01,13.6,36.4262,11.7,31.3373,0.7,1.8749,20.3,54.3715,6.2,16.6061,,
1994-11-01,16.3,42.2496,15.0,38.88,0.8,2.0736,22.1,57.2832,6.6,17.1072,,
1994-12-01,15.1,40.4438,15.3,40.9795,0.9,2.4106,27.7,74.1917,5.8,15.5347,,
1995-01-01,24.2,64.8173,30.2,80.8877,5.4,14.4634,43.6,116.7782,14.3,38.3011,,
1995-02-01,16.8,40.6426,22.8,55.1578,4.5,10.8864,53.3,128.9434,12.5,30.24,,
1995-03-01,35.4,94.8154,41.4,110.8858,6.3,16.8739,78.3,209.7187,,,,
1995-04-01,29.1,75.4272,35.1,90.9792,4.0,10.368,75.4,195.4368,22.7,58.8384,,
1995-05-01,10.2,27.3197,14.7,39.3725,2.1,5.6246,45.7,122.4029,6.9,18.481,,
1995-06-01,7.8,20.2176,12.3,31.8816,1.2,3.1104,24.6,63.7632,5.0,12.96,,
1995-07-01,6.3,16.8739,10.8,28.9267,0.9,2.4106,16.2,43.3901,4.4,11.785,,
1995-08-01,5.6,14.999,10.1,27.0518,0.8,2.1427,15.0,40.176,3.9,10.4458,,
1995-09-01,6.2,16.0704,10.7,27.7344,0.8,2.0736,14.4,37.3248,3.6,9.3312,,
1995-10-01,7.2,19.2845,11.7,31.3373,1.0,2.6784,14.1,37.7654,3.6,9.6422,,
1995-11-01,11.1,28.7712,15.6,40.4352,1.4,3.6288,19.7,51.0624,,,,
1995-12-01,11.8,31.6051,17.8,47.6755,0.8,2.1427,22.5,60.264,8.8,23.5699,,
1996-01-01,25.4,68.0314,31.4,84.1018,4.1,10.9814,48.3,129.3667,23.3,62.4067,,
1996-02-01,49.0,122.7744,55.0,137.808,6.6,16.537,60.3,151.0877,54.2,135.8035,,
1996-03-01,55.9,149.7226,61.9,165.793,6.3,16.8739,74.7,200.0765,34.2,91.6013,,
1996-04-01,44.9,116.3808,50.9,131.9328,3.3,8.5536,72.8,188.6976,20.9,54.1728,,
1996-05-01,15.5,41.5152,20.0,53.568,1.1,2.9462,28.9,77.4058,10.5,28.1232,,
1996-06-01,11.1,28.7712,15.6,40.4352,0.9,2.3328,20.3,52.6176,5.2,13.4784,,
1996-07-01,8.1,21.695,12.6,33.7478,0.4,1.0714,16.5,44.1936,4.1,10.9814,,
1996-08-01,6.6,17.6774,11.1,29.7302,0.1,0.2678,15.1,40.4438,4.0,10.7136,,
1996-09-01,6.7,17.3664,11.2,29.0304,0.1,0.2592,14.7,38.1024,4.2,10.8864,,
1996-10-01,7.3,19.5523,11.8,31.6051,0.1,0.2678,14.4,38.569,4.2,11.2493,,
1996-11-01,9.5,24.624,14.0,36.288,0.3,0.7776,16.5,42.768,4.0,10.368,,
1996-12-01,11.8,31.6051,17.8,47.6755,0.4,1.0714,20.4,54.6394,6.1,16.3382,,
1997-01-01,22.0,58.9248,28.0,74.9952,1.3,3.4819,50.6,135.527,11.6,31.0694,,
1997-02-01,45.1,109.1059,51.1,123.6211,5.2,12.5798,67.4,163.0541,39.6,95.8003,,
1997-03-01,39.0,104.4576,45.0,120.528,2.1,5.6246,61.7,165.2573,18.8,50.3539,,
1997-04-01,11.2,29.0304,17.2,44.5824,0.2,0.5184,22.2,57.5424,6.1,15.8112,,
1997-05-01,9.6,25.7126,14.1,37.7654,0.2,0.5357,19.1,51.1574,4.3,11.5171,,
1997-06-01,7.2,18.6624,11.7,30.3264,0.2,0.5184,12.4,32.1408,3.5,9.072,,
1997-07-01,6.6,17.6774,11.1,29.7302,0.2,0.5357,11.2,29.9981,,,,
1997-08-01,6.7,17.9453,11.2,29.9981,0.2,0.5357,11.2,29.9981,3.2,8.5709,,
1997-09-01,10.8,27.9936,8.682,22.5036,0.2,0.5184,11.9,30.8448,3.4,8.8128,,
1997-10-01,12.6,33.7478,9.751,26.1178,0.2,0.5357,13.5,36.1584,3.4,9.1066,,
1997-11-01,15.1,39.1392,13.163,34.1192,0.4,1.0368,26.0,67.392,6.4,16.5888,,
1997-12-01,29.7,79.5485,30.282,81.1085,6.2,16.6061,59.0,158.0256,33.9,90.7978,,
1998-01-01,56.3,150.7939,59.465,159.2712,16.4,43.9258,80.8,216.4147,48.8,130.7059,,
1998-02-01,93.4,225.9533,96.298,232.9648,15.3,37.0138,101.6,245.7907,64.6,156.2803,,
1998-03-01,97.5,261.144,99.621,266.8245,12.0,32.1408,100.3,268.6435,62.5,167.4,,
1998-04-01,78.9,204.5088,79.854,206.9825,4.4,11.4048,71.8,186.1056,39.2,101.6064,,
1998-05-01,22.1,59.1926,22.302,59.733,0.6,1.607,45.8,122.6707,10.4,27.8554,,
1998-06-01,14.4,37.3248,14.1,36.5472,0.6,1.5552,29.4,76.2048,5.8,15.0336,,
1998-07-01,12.8,34.2835,12.4,33.2122,0.2,0.5357,27.2,72.8525,5.5,14.7312,,
1998-08-01,10.9,29.1946,9.699,25.9765,0.2,0.5357,23.8,63.7459,4.6,12.3206,,
1998-09-01,10.7,27.7344,8.656,22.4374,0.1,0.2592,24.3,62.9856,4.2,10.8864,,
1998-10-01,13.8,36.9619,10.713,28.6932,0.3,0.8035,27.5,73.656,,,,
1998-11-01,12.7,32.9184,9.771,25.3266,0.3,0.7776,27.3,70.7616,7.1,18.4032,,
1998-12-01,12.3,32.9443,12.181,32.6243,0.3,0.8035,20.9,55.9786,6.9,18.481,,
1999-01-01,24.5,65.6208,25.448,68.1608,1.7,4.5533,39.9,106.8682,11.4,30.5338,,
1999-02-01,76.7,185.5526,78.476,189.8501,9.6,23.2243,128.3,310.3834,57.3,138.6202,,
1999-03-01,76.9,205.969,78.722,210.849,5.0,13.392,85.9,230.0746,47.8,128.0275,,
1999-04-01,44.9,116.3808,46.995,121.8108,3.2,8.2944,65.5,169.776,27.8,72.0576,,
1999-05-01,27.6,73.9238,27.861,74.6238,1.2,3.2141,43.5,116.5104,14.0,37.4976,,
1999-06-01,19.3,50.0256,19.003,49.2556,0.2,0.5184,35.3,91.4976,7.3,18.9216,,
1999-07-01,15.9,42.5866,15.553,41.6566,0.2,0.5357,26.0,69.6384,4.8,12.8563,,
1999-08-01,12.3,32.9443,11.314,30.3043,0.2,0.5357,21.7,58.1213,3.9,10.4458,,
1999-09-01,12.0,31.104,10.349,26.824,0.2,0.5184,23.3,60.3936,4.3,11.1456,,
1999-10-01,13.8,36.9619,11.392,30.5119,0.3,0.8035,26.7,71.5133,5.4,14.4634,,
1999-11-01,12.0,31.104,9.095,23.574,0.3,0.7776,23.7,61.4304,4.6,11.9232,,
1999-12-01,18.7,50.0861,21.235,56.8761,0.0,0.0,34.6,92.6726,10.9,29.1946,,
2000-01-01,35.9,96.1546,38.894,104.1746,3.8,10.1779,42.6,114.0998,22.2,59.4605,,
2000-02-01,67.5,169.128,70.128,175.7118,4.7,11.7763,98.7,247.3027,49.2,123.2755,,
2000-03-01,87.6,234.6278,88.186,236.1978,5.3,14.1955,103.1,276.143,44.4,118.921,,
2000-04-01,58.0,150.336,57.961,150.236,3.8,9.8496,70.8,183.5136,23.7,61.4304,,
2000-05-01,27.4,73.3882,27.303,73.1282,2.4,6.4282,,,14.9,39.9082,,
2000-06-01,16.0,41.472,15.695,40.682,2.0,5.184,,,8.3,21.5136,,
2000-07-01,15.6,41.783,15.253,40.853,1.5,4.0176,22.7,60.7997,6.4,17.1418,,
2000-08-01,15.4,41.2474,14.414,38.6074,0.9,2.4106,14.2,38.0333,5.2,13.9277,,
2000-09-01,14.1,36.5472,12.132,31.4472,0.7,1.8144,12.7,32.9184,4.5,11.664,,
2000-10-01,18.5,49.5504,13.707,36.7136,0.7,1.8749,18.7,50.0861,7.5,20.088,,
2000-11-01,13.5,34.992,10.877,28.192,1.0,2.592,15.6,40.4352,6.0,15.552,,
2000-12-01,19.8,53.0323,20.543,55.0223,1.5,4.0176,33.7,90.2621,19.2,51.4253,,
