date,precipitacion_estacion_andajes_mm,precipitacion_estacion_pampalibre_mm,precipitacion_estacion_paccho_mm,precipitacion_estacion_pachangara_mm,precipitacion_estacion_pachamachay_mm,precipitacion_estacion_oyon_mm,precipitacion_estacion_surasaca_mm,precipitacion_estacion_tupe_mm,precipitacion_estacion_parquin_mm,precipitacion_estacion_picoy_mm,precipitacion_estacion_paton_mm,precipitacion_subcuenca_auquimarcabajo_mm,precipitacion_subcuenca_auquimarcaalto_mm,precipitacion_subcuenca_picunchealto_mm,precipitacion_subcuenca_picunchebajo_mm,precipitacion_subcuenca_pacchobajo_mm,precipitacion_subcuenca_pacchoalto_mm,precipitacion_subcuenca_yarucayabajo_mm,precipitacion_subcuenca_yarucayaalto_mm,precipitacion_subcuenca_checrasbajo_mm,precipitacion_subcuenca_checrasalto_mm,precipitacion_subcuenca_yuracyacu_mm,precipitacion_subcuenca_huancoybajo_mm,precipitacion_subcuenca_huancoyalto_mm,precipitacion_subcuenca_huauramedio_mm,precipitacion_subcuenca_huauraalto_mm,precipitacion_subcuenca_paton_mm,precipitacion_subcuenca_surasaca_mm,precipitacion_subcuenca_cochaquillo_mm,precipitacion_subcuenca_quichas_mm,precipitacion_estacion_andajes_extendida_mm,precipitacion_estacion_pampalibre_extendida_mm,precipitacion_estacion_paccho_extendida_mm,precipitacion_estacion_pachangara_extendida_mm,precipitacion_estacion_pachamachay_extendida_mm,precipitacion_estacion_oyon_extendida_mm,precipitacion_estacion_surasaca_extendida_mm,precipitacion_estacion_tupe_extendida_mm,precipitacion_estacion_parquin_extendida_mm,precipitacion_estacion_picoy_extendida_mm,precipitacion_estacion_paton_extendida_mm
1995-07-01,0.0,0.0,0.0,,0.0,1.2,0.0,,8.3,3.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,8.5,8.9,0.0,0.0,0.0,0.0,8.6,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,8.3,3.4,7.8
1995-08-01,0.0,0.0,0.0,,0.0,4.4,11.5,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.8,0.0,11.7,0.0,0.0,0.0,0.6,0.0,4.4,11.5,1.2,0.0,0.0,1.0
1995-09-01,0.4,0.0,0.0,,0.0,7.3,26.4,,3.1,4.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.2,3.2,3.3,0.0,0.7,0.5,21.7,8.7,27.2,3.4,26.9,0.4,0.0,0.0,0.1,0.0,7.3,26.4,10.8,3.1,4.6,7.9
1995-10-01,12.7,0.9,25.4,,0.0,43.2,77.5,,28.8,32.2,,18.3,31.8,28.7,16.8,19.3,30.2,3.3,20.1,20.2,29.7,30.8,3.2,20.7,15.6,37.5,40.4,79.8,32.0,79.1,12.7,0.9,25.4,9.0,0.0,43.2,77.5,4.1,28.8,32.2,36.7
1995-11-01,13.7,15.2,67.9,,53.8,49.4,117.8,,97.5,63.9,,48.9,84.9,76.7,44.8,51.6,80.8,55.9,21.6,68.3,100.4,104.3,53.5,22.3,16.9,99.8,88.2,121.3,108.2,120.2,13.7,15.2,67.9,56.0,53.8,49.4,117.8,34.7,97.5,63.9,80.2
1995-12-01,43.5,19.0,57.7,,128.8,85.5,110.9,,49.4,74.3,,41.5,72.1,65.2,38.1,43.9,68.7,69.9,68.7,34.6,50.9,52.9,66.9,70.9,53.5,194.2,183.4,114.2,54.8,113.1,43.5,19.0,57.7,111.4,128.8,85.5,110.9,142.8,49.4,74.3,166.7
1996-01-01,66.9,37.0,110.1,,92.2,121.9,115.9,,150.1,92.6,,79.3,137.6,124.4,72.7,83.7,131.0,136.2,105.7,105.1,154.6,160.6,130.2,109.0,82.3,276.1,159.1,119.4,166.6,118.2,66.9,37.0,110.1,150.2,92.2,121.9,115.9,211.2,150.1,92.6,144.6
1996-02-01,78.3,37.9,154.4,,161.5,96.4,83.0,,137.5,139.7,,111.2,193.0,174.5,101.9,117.3,183.7,139.5,123.7,96.3,141.6,147.1,133.4,127.6,96.3,174.1,82.3,85.5,152.6,84.7,78.3,37.9,154.4,154.3,161.5,96.4,83.0,187.2,137.5,139.7,74.8
1996-03-01,16.7,55.3,174.2,,103.4,125.0,220.9,,232.3,119.1,,125.4,217.8,196.8,115.0,132.4,207.3,203.5,26.4,162.6,239.3,248.6,194.7,27.2,20.5,191.1,207.0,227.5,257.9,225.3,16.7,55.3,174.2,225.7,103.4,125.0,220.9,248.8,232.3,119.1,188.2
1996-04-01,0.0,15.2,38.5,,82.7,58.2,74.2,,96.1,71.2,,27.7,48.1,43.5,25.4,29.3,45.8,55.9,0.0,67.3,99.0,102.8,53.5,0.0,0.0,32.4,50.8,76.4,106.7,75.7,0.0,15.2,38.5,27.5,82.7,58.2,74.2,52.7,96.1,71.2,46.2
1996-05-01,0.0,0.0,0.0,,14.8,3.9,47.9,,1.8,3.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.9,1.9,0.0,0.0,0.0,3.1,3.4,49.3,2.0,48.9,0.0,0.0,0.0,0.1,14.8,3.9,47.9,0.1,1.8,3.5,3.1
1996-06-01,0.0,0.0,0.0,,4.3,0.0,4.5,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.5,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.3,0.0,4.5,0.0,0.0,0.0,2.3
1996-07-01,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
1996-08-01,0.0,0.0,0.0,,3.3,2.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.0,0.0,2.6,0.0,0.0,6.3
1996-09-01,0.7,0.0,0.0,,1.7,6.1,11.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.9,18.4,45.8,11.3,0.0,11.2,0.7,0.0,0.0,0.0,1.7,6.1,11.0,0.0,0.0,0.0,41.6
1996-10-01,13.8,2.8,10.9,,7.0,26.5,142.1,,27.6,20.9,,7.8,13.6,12.3,7.2,8.3,13.0,10.3,21.8,19.3,28.4,29.5,9.9,22.5,17.0,90.7,145.2,146.4,30.6,144.9,13.8,2.8,10.9,42.9,7.0,26.5,142.1,10.7,27.6,20.9,132.0
1996-11-01,42.3,1.3,6.0,,12.6,21.4,61.2,,0.0,16.9,,4.3,7.5,6.8,4.0,4.6,7.1,4.8,66.8,0.0,0.0,0.0,4.6,68.9,52.0,52.1,47.0,63.0,0.0,62.4,42.3,1.3,6.0,41.5,12.6,21.4,61.2,33.1,0.0,16.9,42.7
1996-12-01,107.7,20.3,42.3,,76.4,61.8,69.0,,23.6,70.7,,30.5,52.9,47.8,27.9,32.1,50.3,74.7,170.2,16.5,24.3,25.3,71.5,175.6,132.5,49.6,32.2,71.1,26.2,70.4,107.7,20.3,42.3,35.3,76.4,61.8,69.0,32.6,23.6,70.7,29.3
1997-01-01,185.1,18.0,94.4,,45.3,88.3,166.1,,53.8,82.5,,68.0,118.0,106.7,62.3,71.7,112.3,66.2,292.5,37.7,55.4,57.6,63.4,301.7,227.7,157.5,174.7,171.1,59.7,169.4,185.1,18.0,94.4,158.1,45.3,88.3,166.1,201.4,53.8,82.5,158.8
1997-02-01,122.8,19.7,135.5,,256.9,115.7,115.6,,109.4,96.5,,97.6,169.4,153.1,89.4,103.0,161.2,72.5,194.0,76.6,112.7,117.1,69.3,200.2,151.0,299.5,212.6,119.1,121.4,117.9,122.8,19.7,135.5,218.9,256.9,115.7,115.6,126.1,109.4,96.5,193.3
1997-03-01,70.9,4.3,65.8,,58.0,40.5,65.7,,53.7,44.2,,47.4,82.3,74.4,43.4,50.0,78.3,15.8,112.0,37.6,55.3,57.5,15.1,115.6,87.2,132.8,76.2,67.7,59.6,67.0,70.9,4.3,65.8,85.1,58.0,40.5,65.7,59.5,53.7,44.2,69.3
1997-04-01,12.6,0.9,46.3,,39.7,26.8,26.9,,48.3,6.4,,33.3,57.9,52.3,30.6,35.2,55.1,3.3,19.9,33.8,49.7,51.7,3.2,20.5,15.5,81.5,71.2,27.7,53.6,27.4,12.6,0.9,46.3,18.9,39.7,26.8,26.9,9.1,48.3,6.4,64.7
1997-05-01,0.0,0.0,0.0,,0.0,0.0,6.9,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,15.6,7.1,0.0,7.0,0.0,0.0,0.0,1.1,0.0,0.0,6.9,0.3,0.0,0.0,14.2
1997-06-01,0.0,0.0,0.0,,0.0,0.0,6.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,6.1,0.0,0.0,0.0,1.3,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1997-07-01,0.0,0.0,0.0,,0.0,0.0,11.5,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.6,11.8,0.0,11.7,0.0,0.0,0.0,0.1,0.0,0.0,11.5,0.1,0.0,0.0,6.0
1997-08-01,0.0,0.0,0.3,,0.0,0.0,4.3,,0.0,0.6,,0.2,0.4,0.3,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,4.4,0.0,4.4,0.0,0.0,0.3,0.1,0.0,0.0,4.3,0.1,0.0,0.6,1.0
1997-09-01,0.0,0.0,3.9,,20.2,14.0,25.7,,13.0,12.0,,2.8,4.9,4.4,2.6,3.0,4.6,0.0,0.0,9.1,13.4,13.9,0.0,0.0,0.0,49.4,45.7,26.5,14.4,26.2,0.0,0.0,3.9,0.1,20.2,14.0,25.7,0.5,13.0,12.0,41.5
1997-10-01,27.2,3.2,9.2,,70.3,24.2,106.6,,6.5,13.4,,6.6,11.5,10.4,6.1,7.0,10.9,11.8,43.0,4.6,6.7,7.0,11.3,44.3,33.5,88.5,98.6,109.8,7.2,108.7,27.2,3.2,9.2,49.1,70.3,24.2,106.6,35.6,6.5,13.4,89.6
1997-11-01,13.7,4.7,62.0,,69.4,64.4,39.2,,83.5,45.4,,44.6,77.5,70.1,40.9,47.1,73.8,17.3,21.6,58.5,86.0,89.3,16.5,22.3,16.9,78.0,76.8,40.4,92.7,40.0,13.7,4.7,62.0,50.1,69.4,64.4,39.2,44.0,83.5,45.4,69.8
1997-12-01,27.6,43.3,181.4,,362.4,125.3,87.2,,197.4,116.2,,130.6,226.8,205.0,119.7,137.9,215.9,159.3,43.6,138.2,203.3,211.2,152.4,45.0,33.9,119.2,81.8,89.8,219.1,88.9,27.6,43.3,181.4,250.4,362.4,125.3,87.2,161.8,197.4,116.2,74.4
1998-01-01,87.2,66.5,259.2,,506.0,178.1,,,216.2,140.0,,186.6,324.0,292.9,171.1,197.0,308.4,244.7,137.8,151.3,222.7,231.3,234.1,142.1,107.3,186.9,124.2,107.7,240.0,106.7,87.2,66.5,259.2,117.5,506.0,178.1,104.6,244.1,216.2,140.0,112.9
1998-02-01,187.2,45.0,236.4,,335.1,112.3,,,115.0,83.7,,170.2,295.5,267.1,156.0,179.7,281.3,165.6,295.8,80.5,118.5,123.1,158.4,305.1,230.3,192.2,181.7,193.3,127.7,191.5,187.2,45.0,236.4,170.5,335.1,112.3,187.7,72.1,115.0,83.7,165.2
1998-03-01,102.2,88.9,308.0,,227.5,123.3,,,284.0,133.2,,221.8,385.0,348.0,203.3,234.1,366.5,327.2,161.5,198.8,292.5,303.9,312.9,166.6,125.7,162.6,166.9,157.6,315.2,156.1,102.2,88.9,308.0,268.3,227.5,123.3,153.0,217.4,284.0,133.2,151.7
1998-04-01,31.1,0.7,66.5,,72.3,20.9,,,61.1,41.6,,47.9,83.1,75.1,43.9,50.5,79.1,2.6,49.1,42.8,62.9,65.4,2.5,50.7,38.3,98.3,87.6,50.6,67.8,50.1,31.1,0.7,66.5,168.0,72.3,20.9,49.1,104.5,61.1,41.6,79.6
1998-05-01,7.0,0.0,0.0,,0.0,2.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,11.4,8.6,55.6,14.6,7.6,0.0,7.5,7.0,0.0,0.0,0.0,0.0,2.0,7.4,16.6,0.0,0.0,13.3
1998-06-01,0.6,0.0,0.5,,0.0,2.5,,,0.0,5.2,,0.4,0.6,0.6,0.3,0.4,0.6,0.0,0.9,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,2.0,0.0,1.9,0.6,0.0,0.5,0.0,0.0,2.5,1.9,0.1,0.0,5.2,0.0
1998-07-01,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.4,46.9,0.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0.1,0.0,0.0,4.0
1998-08-01,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.7,14.3,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.1,0.0,0.0,1.5
1998-09-01,0.8,0.0,1.2,,21.3,11.9,,,,10.0,,0.9,1.5,1.4,0.8,0.9,1.4,0.0,1.3,5.6,8.2,8.6,0.0,1.3,1.0,40.9,71.8,24.5,8.9,24.3,0.8,0.0,1.2,0.8,21.3,11.9,23.8,0.2,8.0,10.0,65.3
1998-10-01,34.1,2.6,13.7,,48.1,58.5,,,54.3,24.6,,9.9,17.1,15.5,9.0,10.4,16.3,9.6,53.9,38.0,55.9,58.1,9.2,55.6,41.9,93.2,108.1,140.3,60.3,138.9,34.1,2.6,13.7,57.5,48.1,58.5,136.2,61.1,54.3,24.6,98.3
1998-11-01,6.6,0.0,1.5,,45.5,33.6,,,53.2,34.5,,1.1,1.9,1.7,1.0,1.1,1.8,0.0,10.4,37.2,54.8,56.9,0.0,10.8,8.1,45.7,54.5,80.6,59.1,79.9,6.6,0.0,1.5,64.0,45.5,33.6,78.3,99.9,53.2,34.5,49.5
1998-12-01,26.2,8.2,38.9,,147.3,32.0,,,69.1,43.2,,28.0,48.6,44.0,25.7,29.6,46.3,30.2,41.4,48.4,71.2,73.9,28.9,42.7,32.2,209.4,109.2,174.5,76.7,172.8,26.2,8.2,38.9,116.8,147.3,32.0,169.4,58.1,69.1,43.2,99.3
1999-01-01,107.4,35.6,102.5,,231.0,101.6,,,119.8,92.9,,73.8,128.1,115.8,67.7,77.9,122.0,131.0,169.7,83.9,123.4,128.2,125.3,175.1,132.1,222.1,148.8,124.6,133.0,123.4,107.4,35.6,102.5,120.4,231.0,101.6,121.0,116.2,119.8,92.9,135.3
1999-02-01,108.8,88.3,314.1,,340.0,193.2,,,237.6,200.6,,226.2,392.6,354.9,207.3,238.7,373.8,324.9,171.9,166.3,244.7,254.2,310.8,177.3,133.8,134.9,93.3,155.0,263.7,153.5,108.8,88.3,314.1,176.3,340.0,193.2,150.5,232.9,237.6,200.6,84.8
1999-03-01,99.3,13.3,165.8,,99.5,85.7,,,186.9,105.1,,119.4,207.3,187.4,109.4,126.0,197.3,48.9,156.9,130.8,192.5,200.0,46.8,161.9,122.1,232.3,145.0,147.3,207.5,145.9,99.3,13.3,165.8,133.5,99.5,85.7,143.0,259.2,186.9,105.1,131.8
1999-04-01,53.2,12.6,68.4,,112.0,52.6,,,84.4,56.0,,49.2,85.5,77.3,45.1,52.0,81.4,46.4,84.1,59.1,86.9,90.3,44.4,86.7,65.4,52.5,45.4,74.8,93.7,74.1,53.2,12.6,68.4,26.2,112.0,52.6,72.6,17.1,84.4,56.0,41.3
1999-05-01,21.0,13.4,55.7,,63.7,38.5,,,62.6,40.9,,40.1,69.6,62.9,36.8,42.3,66.3,49.3,33.2,43.8,64.5,67.0,47.2,34.2,25.8,15.3,3.2,53.0,69.5,52.5,21.0,13.4,55.7,0.0,63.7,38.5,51.5,0.0,62.6,40.9,2.9
1999-06-01,0.0,0.0,0.0,,0.0,0.0,,,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,11.8,11.8,0.0,11.7,0.0,0.0,0.0,0.1,0.0,0.0,11.5,0.0,0.0,3.0,10.7
1999-07-01,0.0,0.0,0.0,,0.0,4.2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,4.2,0.1,0.0,0.0,0.0,3.2
1999-08-01,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.8,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,1.2
1999-09-01,0.5,0.0,4.0,,0.0,31.9,,,33.7,21.9,,2.9,5.0,4.5,2.6,3.0,4.8,0.0,0.8,23.6,34.7,36.1,0.0,0.8,0.6,40.9,11.9,51.3,37.4,50.8,0.5,0.0,4.0,36.5,0.0,31.9,49.8,22.1,33.7,21.9,10.8
1999-10-01,7.6,3.3,19.5,,95.6,57.1,,,50.1,37.2,,14.0,24.4,22.0,12.9,14.8,23.2,12.1,12.0,35.1,51.6,53.6,11.6,12.4,9.3,55.2,108.7,53.3,55.6,52.7,7.6,3.3,19.5,77.5,95.6,57.1,51.7,14.4,50.1,37.2,98.8
1999-11-01,14.8,0.5,19.0,,156.8,50.3,,,56.3,17.8,,13.7,23.8,21.5,12.5,14.4,22.6,1.8,23.4,39.4,58.0,60.2,1.8,24.1,18.2,162.6,121.3,47.3,62.5,46.8,14.8,0.5,19.0,7.4,156.8,50.3,45.9,40.5,56.3,17.8,110.3
1999-12-01,132.2,3.2,58.9,,174.5,76.9,,,108.8,95.7,,42.4,73.6,66.6,38.9,44.8,70.1,11.8,208.9,76.2,112.1,116.4,11.3,215.5,162.6,102.3,248.7,160.8,120.8,159.2,132.2,3.2,58.9,104.9,174.5,76.9,156.1,153.0,108.8,95.7,226.1
2000-01-01,169.7,25.5,142.6,,300.1,120.6,,,284.0,65.5,,102.7,178.3,161.1,94.1,108.4,169.7,93.8,268.1,198.8,292.5,303.9,89.8,276.6,208.7,142.6,159.1,93.6,315.2,92.7,169.7,25.5,142.6,216.9,300.1,120.6,90.9,148.8,284.0,65.5,144.6
2000-02-01,70.8,42.0,199.0,,124.4,124.0,,,307.6,83.9,,143.3,248.8,224.9,131.3,151.2,236.8,154.6,111.9,215.3,316.8,329.1,147.8,115.4,87.1,100.9,115.4,163.3,341.4,161.7,70.8,42.0,199.0,108.5,124.4,124.0,158.5,232.9,307.6,83.9,104.9
2000-03-01,143.5,32.2,154.6,,189.8,104.9,,,240.6,66.3,,111.3,193.3,174.7,102.0,117.5,184.0,118.5,226.7,168.4,247.8,257.4,113.3,233.9,176.5,150.2,125.4,162.4,267.1,160.9,143.5,32.2,154.6,110.5,189.8,104.9,157.7,157.0,240.6,66.3,114.0
2000-04-01,36.0,9.4,58.3,,75.8,63.4,,,83.2,35.4,,42.0,72.9,65.9,38.5,44.3,69.4,34.6,56.9,58.2,85.7,89.0,33.1,58.7,44.3,70.5,42.1,107.2,92.4,106.2,36.0,9.4,58.3,12.4,75.8,63.4,104.1,48.8,83.2,35.4,38.3
2000-05-01,6.2,0.0,29.2,,0.0,35.9,,,46.9,21.0,,21.0,36.5,33.0,19.3,22.2,34.7,0.0,9.8,32.8,48.3,50.2,0.0,10.1,7.6,13.3,9.9,27.4,52.1,27.1,6.2,0.0,29.2,0.8,0.0,35.9,26.6,0.1,46.9,21.0,9.0
2000-06-01,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.4
2000-07-01,0.0,0.0,0.0,,0.0,2.7,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.3,0.0,2.2,0.0,0.0,0.0,0.7,0.0,2.7,2.2,0.0,0.0,0.0,4.3
2000-08-01,0.0,0.0,0.0,,0.0,4.5,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.3,6.0,0.0,5.9,0.0,0.0,0.0,0.4,0.0,4.5,5.8,0.0,0.0,0.0,1.2
2000-09-01,1.0,0.0,3.9,,12.5,26.4,,,30.1,7.5,,2.8,4.9,4.4,2.6,3.0,4.6,0.0,1.6,21.1,31.0,32.2,0.0,1.6,1.2,26.7,39.2,22.9,33.4,22.6,1.0,0.0,3.9,4.3,12.5,26.4,22.2,67.5,30.1,7.5,35.6
2000-10-01,12.9,0.0,19.9,,0.0,60.1,,,50.1,5.9,,14.3,24.9,22.5,13.1,15.1,23.7,0.0,20.4,35.1,51.6,53.6,0.0,21.0,15.9,113.9,71.5,77.8,55.6,77.0,12.9,0.0,19.9,15.0,0.0,60.1,75.5,11.7,50.1,5.9,65.0
2000-11-01,67.2,0.5,14.1,,62.1,29.5,,,61.4,12.0,,10.2,17.6,15.9,9.3,10.7,16.8,1.8,106.2,43.0,63.2,65.7,1.8,109.5,82.7,114.5,96.1,84.9,68.2,84.0,67.2,0.5,14.1,24.5,62.1,29.5,82.4,24.7,61.4,12.0,87.4
2000-12-01,28.7,27.1,123.3,,160.3,135.1,,,285.6,57.4,,88.8,154.1,139.3,81.4,93.7,146.7,99.7,45.3,199.9,294.2,305.6,95.4,46.8,35.3,144.3,77.3,56.0,317.0,55.5,28.7,27.1,123.3,192.1,160.3,135.1,54.4,161.2,285.6,57.4,70.3
2001-01-01,19.1,58.3,244.7,,255.4,143.3,,,248.7,84.2,,176.2,305.9,276.5,161.5,186.0,291.2,214.5,30.2,174.1,256.2,266.1,205.2,31.1,23.5,139.0,103.1,94.2,276.1,93.3,19.1,58.3,244.7,121.8,255.4,143.3,91.5,244.1,248.7,84.2,93.7
2001-02-01,87.3,19.6,122.0,,251.9,87.0,,,169.5,57.4,,87.8,152.5,137.9,80.5,92.7,145.2,72.1,137.9,118.7,174.6,181.4,69.0,142.3,107.4,149.3,150.0,137.4,188.1,136.1,87.3,19.6,122.0,110.5,251.9,87.0,133.4,190.1,169.5,57.4,136.4
2001-03-01,88.9,59.8,272.4,,310.6,149.9,,,356.9,138.5,,196.1,340.5,307.8,179.8,207.0,324.2,220.1,140.5,249.8,367.6,381.9,210.5,144.9,109.3,188.6,411.5,342.7,396.2,339.4,88.9,59.8,272.4,301.1,310.6,149.9,332.7,292.7,356.9,138.5,374.1
2001-04-01,64.9,1.1,39.3,,193.5,33.9,,,48.9,10.5,,28.3,49.1,44.4,25.9,29.9,46.8,4.0,102.5,34.2,50.4,52.3,3.9,105.8,79.8,57.4,52.1,83.3,54.3,82.5,64.9,1.1,39.3,144.9,193.5,33.9,80.9,86.4,48.9,10.5,47.4
2001-05-01,1.2,0.0,0.7,,0.0,9.9,,,23.0,0.0,,0.5,0.9,0.8,0.5,0.5,0.8,0.0,1.9,16.1,23.7,24.6,0.0,2.0,1.5,0.0,11.3,28.9,25.5,28.7,1.2,0.0,0.7,9.8,0.0,9.9,28.1,0.0,23.0,0.0,10.3
2001-06-01,0.0,0.0,0.0,,0.0,7.5,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,18.2,0.0,18.1,0.0,0.0,0.0,0.1,0.0,7.5,17.7,0.0,0.0,0.0,0.3
2001-07-01,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,2.6
2001-08-01,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,9.7,0.0,9.6,0.0,0.0,0.0,0.4,0.0,0.0,9.4,0.0,0.0,0.0,1.7
2001-09-01,46.0,0.0,7.6,,11.1,26.4,,,31.9,9.0,,5.5,9.5,8.6,5.0,5.8,9.0,0.0,72.7,22.3,32.9,34.1,0.0,75.0,56.6,17.5,64.1,50.1,35.4,49.6,46.0,0.0,7.6,3.1,11.1,26.4,48.6,11.1,31.9,9.0,58.3
2001-10-01,30.8,0.0,10.5,,18.9,35.6,,,65.4,4.0,,7.6,13.1,11.9,6.9,8.0,12.5,0.0,48.7,45.8,67.4,70.0,0.0,50.2,37.9,24.5,90.2,63.3,72.6,62.7,30.8,0.0,10.5,32.5,18.9,35.6,61.5,61.2,65.4,4.0,82.0
2001-11-01,58.2,17.6,80.8,,137.4,104.9,,,166.8,109.6,,58.2,101.0,91.3,53.3,61.4,96.2,64.8,92.0,116.8,171.8,178.5,62.0,94.9,71.6,13.5,35.0,73.5,185.1,72.8,58.2,17.6,80.8,14.0,137.4,104.9,71.4,102.6,166.8,109.6,31.8
2001-12-01,74.9,7.9,52.1,,100.5,66.0,,,68.1,17.7,,37.5,65.1,58.9,34.4,39.6,62.0,29.1,118.3,47.7,70.1,72.9,27.8,122.1,92.1,135.9,57.3,87.4,75.6,86.6,74.9,7.9,52.1,5.2,100.5,66.0,84.9,86.9,68.1,17.7,52.1
2002-01-01,60.9,3.5,56.7,,34.5,92.0,,,69.7,31.8,,40.8,70.9,64.1,37.4,43.1,67.5,12.9,96.2,48.8,71.8,74.6,12.3,99.3,74.9,56.3,135.2,107.2,77.4,106.2,60.9,3.5,56.7,43.7,34.5,92.0,104.1,139.2,69.7,31.8,122.9
2002-02-01,68.2,13.7,129.3,,242.99,65.1,,,135.4,39.8,,93.1,161.6,146.1,85.3,98.3,153.9,50.4,107.8,94.8,139.5,144.9,48.2,111.2,83.9,122.0,135.1,158.3,150.3,156.8,68.2,13.7,129.3,62.5,243.0,65.1,153.7,76.6,135.4,39.8,122.8
2002-03-01,90.6,24.2,145.0,,231.1,96.9,,,244.9,40.2,,104.4,181.3,163.9,95.7,110.2,172.6,89.1,143.1,171.4,252.2,262.0,85.2,147.7,111.4,87.6,110.7,125.6,271.8,124.3,90.6,24.2,145.0,80.8,231.1,96.9,121.9,72.7,244.9,40.2,100.6
2002-04-01,40.9,19.7,116.9,,110.3,45.5,,,76.9,33.8,,84.2,146.1,132.1,77.2,88.8,139.1,72.5,64.6,53.8,79.2,82.3,69.3,66.7,50.3,114.1,68.0,80.2,85.4,79.5,40.9,19.7,116.9,42.4,110.3,45.5,77.9,45.4,76.9,33.8,61.8
