date,precipitacion_estacion_andajes_mm,precipitacion_estacion_pampalibre_mm,precipitacion_estacion_paccho_mm,precipitacion_estacion_pachangara_mm,precipitacion_estacion_pachamachay_mm,precipitacion_estacion_oyon_mm,precipitacion_estacion_surasaca_mm,precipitacion_estacion_tupe_mm,precipitacion_estacion_parquin_mm,precipitacion_estacion_picoy_mm,precipitacion_estacion_paton_mm,precipitacion_subcuenca_auquimarcabajo_mm,precipitacion_subcuenca_auquimarcaalto_mm,precipitacion_subcuenca_picunchealto_mm,precipitacion_subcuenca_picunchebajo_mm,precipitacion_subcuenca_pacchobajo_mm,precipitacion_subcuenca_pacchoalto_mm,precipitacion_subcuenca_yarucayabajo_mm,precipitacion_subcuenca_yarucayaalto_mm,precipitacion_subcuenca_checrasbajo_mm,precipitacion_subcuenca_checrasalto_mm,precipitacion_subcuenca_yuracyacu_mm,precipitacion_subcuenca_huancoybajo_mm,precipitacion_subcuenca_huancoyalto_mm,precipitacion_subcuenca_huauramedio_mm,precipitacion_subcuenca_huauraalto_mm,precipitacion_subcuenca_paton_mm,precipitacion_subcuenca_surasaca_mm,precipitacion_subcuenca_cochaquillo_mm,precipitacion_subcuenca_quichas_mm,precipitacion_estacion_andajes_extendida_mm,precipitacion_estacion_pampalibre_extendida_mm,precipitacion_estacion_paccho_extendida_mm,precipitacion_estacion_pachangara_extendida_mm,precipitacion_estacion_pachamachay_extendida_mm,precipitacion_estacion_oyon_extendida_mm,precipitacion_estacion_surasaca_extendida_mm,precipitacion_estacion_tupe_extendida_mm,precipitacion_estacion_parquin_extendida_mm,precipitacion_estacion_picoy_extendida_mm,precipitacion_estacion_paton_extendida_mm
1972-06-01,0.0,,0.1,0.0,,0.0,4.9,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.0,0.0,5.0,0.0,0.0,0.1,0.0,0.1,0.0,4.9,0.0,0.0,0.0,0.6
1972-07-01,,,0.1,0.0,,0.0,7.5,7.9,16.1,,7.5,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,11.3,16.6,17.2,0.0,0.0,0.0,0.0,8.3,7.7,17.9,7.7,0.0,0.0,0.1,0.0,0.0,0.0,7.5,7.9,16.1,0.0,7.5
1972-08-01,,,0.3,1.2,,11.7,22.6,0.0,1.9,0.0,21.3,0.2,0.4,0.3,0.2,0.2,0.4,0.0,0.3,1.3,2.0,2.0,0.0,0.3,0.2,18.1,23.4,23.3,2.1,23.1,0.2,0.0,0.3,1.2,108.7,11.7,22.6,0.0,1.9,0.0,21.3
1972-09-01,,0.0,0.0,10.5,,31.5,41.0,0.0,11.7,11.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.2,12.1,12.5,0.0,8.5,6.4,48.8,55.0,42.2,13.0,41.8,5.2,0.0,0.0,10.5,1.6,31.5,41.0,0.0,11.7,11.1,50.0
1972-10-01,16.6,0.0,0.0,33.7,,38.2,85.7,38.3,27.5,34.7,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,19.3,28.3,29.4,0.0,27.1,20.4,59.2,67.5,88.3,30.5,87.4,16.6,0.0,0.0,33.7,9.2,38.2,85.7,38.3,27.5,34.7,61.4
1972-11-01,,2.5,0.0,44.0,,32.5,46.9,49.5,35.7,35.8,51.8,0.0,0.0,0.0,0.0,0.0,0.0,9.2,55.9,25.0,36.8,38.2,8.8,57.7,43.5,50.4,57.0,48.3,39.6,47.8,35.4,2.5,0.0,44.0,31.9,32.5,46.9,49.5,35.7,35.8,51.8
1972-12-01,61.7,86.4,104.7,92.3,,55.5,125.4,80.2,97.1,65.4,72.1,75.4,130.9,118.3,69.1,79.6,124.6,318.0,97.5,68.0,100.0,103.9,304.1,100.6,75.9,86.0,79.3,129.2,107.8,127.9,61.7,86.4,104.7,92.3,113.5,55.5,125.4,80.2,97.1,65.4,72.1
1973-01-01,141.4,173.0,409.4,151.2,,116.0,134.2,122.3,159.4,,130.3,294.8,511.8,462.6,270.2,311.1,487.2,636.6,223.4,111.6,164.2,170.6,609.0,230.5,173.9,179.8,143.3,138.2,176.9,136.9,141.4,173.0,409.4,151.2,179.8,116.0,134.2,122.3,159.4,25.5,130.3
1973-02-01,105.4,81.6,345.9,99.2,,101.8,148.9,97.2,114.5,,119.7,249.0,432.4,390.9,228.3,262.9,411.6,300.3,166.5,80.2,117.9,122.5,287.2,171.8,129.6,157.8,131.7,153.4,127.1,151.9,105.4,81.6,345.9,99.2,188.6,101.8,148.9,97.2,114.5,89.1,119.7
1973-03-01,144.1,128.3,178.3,184.6,,116.4,148.3,109.7,157.9,,148.7,128.4,222.9,201.5,117.7,135.5,212.2,472.1,227.7,110.5,162.6,169.0,451.6,234.9,177.2,180.4,163.6,152.7,175.3,151.3,144.1,128.3,178.3,184.6,114.4,116.4,148.3,109.7,157.9,106.8,148.7
1973-04-01,77.6,,82.1,107.6,,94.8,142.9,117.4,122.6,,98.9,59.1,102.6,92.8,54.2,62.4,97.7,2.9,122.6,85.8,126.3,131.2,2.8,126.5,95.4,146.9,108.8,147.2,136.1,145.8,77.6,0.8,82.1,107.6,11.1,94.8,142.9,117.4,122.6,46.5,98.9
1973-05-01,23.0,0.0,0.0,48.0,,44.6,54.5,0.0,37.4,,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,26.2,38.5,40.0,0.0,37.5,28.3,69.1,43.8,56.1,41.5,55.6,23.0,0.0,0.0,48.0,0.0,44.6,54.5,0.0,37.4,2.0,39.8
1973-06-01,0.0,0.0,0.0,1.0,,1.3,18.9,0.0,0.0,,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.8,19.5,0.0,19.3,0.0,0.0,0.0,1.0,0.0,1.3,18.9,0.0,0.0,0.0,8.9
1973-07-01,6.7,0.0,0.4,5.0,,6.8,18.2,4.2,11.6,,5.5,0.3,0.5,0.5,0.3,0.3,0.5,0.0,10.6,8.1,11.9,12.4,0.0,10.9,8.2,10.5,6.1,18.7,12.9,18.6,6.7,0.0,0.4,5.0,0.0,6.8,18.2,4.2,11.6,0.1,5.5
1973-08-01,3.7,0.0,5.2,2.5,,9.0,32.1,9.2,0.0,,17.0,3.7,6.5,5.9,3.4,4.0,6.2,0.0,5.8,0.0,0.0,0.0,0.0,6.0,4.6,14.0,18.7,33.1,0.0,32.7,3.7,0.0,5.2,2.5,22.2,9.0,32.1,9.2,0.0,0.6,17.0
1973-09-01,21.8,0.0,2.4,8.5,,47.4,53.1,30.2,21.4,,68.8,1.7,3.0,2.7,1.6,1.8,2.9,0.0,34.4,15.0,22.0,22.9,0.0,35.5,26.8,73.5,75.7,54.7,23.8,54.2,21.8,0.0,2.4,8.5,19.6,47.4,53.1,30.2,21.4,31.9,68.8
1973-10-01,54.7,0.0,7.1,73.3,,25.9,135.7,6.6,80.9,,126.6,5.1,8.9,8.0,4.7,5.4,8.4,0.0,86.4,56.6,83.3,86.6,0.0,89.2,67.3,40.1,139.3,139.8,89.8,138.4,54.7,0.0,7.1,73.3,52.1,25.9,135.7,6.6,80.9,63.7,126.6
1973-11-01,16.5,0.0,6.4,49.9,,43.8,165.6,50.8,68.6,,67.8,4.6,8.0,7.2,4.2,4.9,7.6,0.0,26.1,48.0,70.7,73.4,0.0,26.9,20.3,67.9,74.6,170.6,76.1,168.9,16.5,0.0,6.4,49.9,113.7,43.8,165.6,50.8,68.6,23.3,67.8
1973-12-01,94.9,1.2,103.2,187.3,,134.5,139.8,143.0,117.5,,144.2,74.3,129.0,116.6,68.1,78.4,122.8,4.4,149.9,82.3,121.0,125.7,4.2,154.7,116.7,208.5,158.6,144.0,130.4,142.6,94.9,1.2,103.2,187.3,114.5,134.5,139.8,143.0,117.5,42.0,144.2
1974-01-01,52.1,53.2,309.1,161.0,,83.8,135.7,116.1,71.5,,112.2,222.6,386.4,349.3,204.0,234.9,367.8,195.8,82.3,50.1,73.6,76.5,187.3,84.9,64.1,129.9,123.4,139.8,79.4,138.4,52.1,53.2,309.1,161.0,128.6,83.8,135.7,116.1,71.5,92.3,112.2
1974-02-01,136.8,38.3,338.8,137.8,,119.6,179.2,125.9,131.0,,170.5,243.9,423.5,382.8,223.6,257.5,403.2,140.9,216.1,91.7,134.9,140.2,134.8,223.0,168.3,185.4,187.6,184.6,145.4,182.8,136.8,38.3,338.8,137.8,64.7,119.6,179.2,125.9,131.0,83.4,170.5
1974-03-01,95.0,62.8,117.1,119.2,,107.8,173.6,64.5,198.0,,129.6,84.3,146.4,132.3,77.3,89.0,139.3,231.1,150.1,138.6,203.9,211.9,221.1,154.9,116.9,167.1,142.6,178.8,219.8,177.1,95.0,62.8,117.1,119.2,192.4,107.8,173.6,64.5,198.0,79.5,129.6
1974-04-01,14.1,0.0,11.1,45.6,,32.3,90.2,41.9,37.2,,51.3,8.0,13.9,12.5,7.3,8.4,13.2,0.0,22.3,26.0,38.3,39.8,0.0,23.0,17.3,50.1,56.4,92.9,41.3,92.0,14.1,0.0,11.1,45.6,43.5,32.3,90.2,41.9,37.2,51.1,51.3
1974-05-01,1.8,0.0,11.4,1.0,,3.7,5.1,0.0,4.8,,9.1,8.2,14.3,12.9,7.5,8.7,13.6,0.0,2.8,3.4,4.9,5.1,0.0,2.9,2.2,5.7,10.0,5.3,5.3,5.2,1.8,0.0,11.4,1.0,0.0,3.7,5.1,0.0,4.8,0.8,9.1
1974-06-01,0.2,0.0,0.0,0.0,,5.1,40.3,0.0,0.0,,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.2,7.9,14.9,41.5,0.0,41.1,0.2,0.0,0.0,0.0,0.0,5.1,40.3,0.0,0.0,0.0,13.5
1974-07-01,0.0,0.0,0.0,0.0,,2.1,29.2,1.6,1.3,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,1.4,0.0,0.0,0.0,3.3,7.7,30.1,1.4,29.8,0.0,0.0,0.0,0.0,0.0,2.1,29.2,1.6,1.3,0.0,7.0
1974-08-01,1.3,0.0,0.0,13.7,,26.0,36.9,0.0,6.1,,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,4.3,6.3,6.5,0.0,2.1,1.6,40.3,42.2,38.0,6.8,37.6,1.3,0.0,0.0,13.7,560.2,26.0,36.9,0.0,6.1,0.0,38.4
1974-09-01,0.9,,0.0,1.0,,3.6,40.2,19.4,7.7,,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.4,7.9,8.2,0.0,1.5,1.1,5.6,18.3,41.4,8.5,41.0,0.9,0.0,0.0,1.0,0.1,3.6,40.2,19.4,7.7,3.3,16.6
1974-10-01,15.7,,0.0,12.4,,13.5,59.2,16.4,4.4,,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,3.1,4.5,4.7,0.0,25.6,19.3,20.9,45.0,61.0,4.9,60.4,15.7,0.0,0.0,12.4,1.4,13.5,59.2,16.4,4.4,10.2,40.9
1974-11-01,22.3,3.4,1.5,14.2,,34.9,64.5,34.8,18.7,,45.2,1.1,1.9,1.7,1.0,1.1,1.8,12.5,35.2,13.1,19.3,20.0,12.0,36.3,27.4,54.1,49.7,66.4,20.8,65.8,22.3,3.4,1.5,14.2,82.9,34.9,64.5,34.8,18.7,44.7,45.2
1974-12-01,20.5,10.5,14.3,21.0,,41.7,98.5,45.8,11.2,,45.2,10.3,17.9,16.2,9.4,10.9,17.0,38.6,32.4,7.8,11.5,12.0,37.0,33.4,25.2,64.6,49.7,101.5,12.4,100.5,20.5,10.5,14.3,21.0,63.8,41.7,98.5,45.8,11.2,33.8,45.2
1975-01-01,133.7,26.7,96.4,151.4,,127.4,239.8,103.5,116.4,,137.7,69.4,120.5,108.9,63.6,73.3,114.7,98.3,211.2,81.5,119.9,124.5,94.0,217.9,164.5,197.5,151.5,247.0,129.2,244.6,133.7,26.7,96.4,151.4,131.1,127.4,239.8,103.5,116.4,114.2,137.7
1975-02-01,96.2,44.1,177.1,118.8,,76.9,143.7,111.7,110.3,,96.8,127.5,221.4,200.1,116.9,134.6,210.7,162.3,152.0,77.2,113.6,118.0,155.2,156.8,118.3,119.2,106.5,148.0,122.4,146.6,96.2,44.1,177.1,118.8,213.6,76.9,143.7,111.7,110.3,136.8,96.8
1975-03-01,159.5,135.7,119.7,207.5,,165.7,200.8,198.6,97.7,,165.4,86.2,149.6,135.3,79.0,91.0,142.4,499.4,252.0,68.4,100.6,104.5,477.7,260.0,196.2,256.8,181.9,206.8,108.4,204.8,159.5,135.7,119.7,207.5,95.8,165.7,200.8,198.6,97.7,113.6,165.4
1975-04-01,35.7,7.8,7.5,51.4,,44.3,104.8,53.0,14.8,,59.7,5.4,9.4,8.5,5.0,5.7,8.9,28.7,56.4,10.4,15.2,15.8,27.5,58.2,43.9,68.7,65.7,107.9,16.4,106.9,35.7,7.8,7.5,51.4,120.3,44.3,104.8,53.0,14.8,42.9,59.7
1975-05-01,16.6,0.0,8.9,19.0,,36.8,96.9,38.9,15.9,,55.7,6.4,11.1,10.1,5.9,6.8,10.6,0.0,26.2,11.1,16.4,17.0,0.0,27.1,20.4,57.0,61.3,99.8,17.6,98.8,16.6,0.0,8.9,19.0,0.0,36.8,96.9,38.9,15.9,5.5,55.7
1975-06-01,6.5,0.0,1.5,1.4,,0.0,16.4,13.6,2.7,,3.0,1.1,1.9,1.7,1.0,1.1,1.8,0.0,10.3,1.9,2.8,2.9,0.0,10.6,8.0,0.0,3.3,16.9,3.0,16.7,6.5,0.0,1.5,1.4,0.0,0.0,16.4,13.6,2.7,0.1,3.0
1975-07-01,0.0,0.0,1.0,0.0,,0.0,5.3,0.0,0.0,,1.0,0.7,1.3,1.1,0.7,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.5,0.0,5.4,0.0,0.0,1.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,1.0
1975-08-01,3.9,0.0,0.1,13.0,,8.3,44.5,18.2,0.0,,22.8,0.1,0.1,0.1,0.1,0.1,0.1,0.0,6.2,0.0,0.0,0.0,0.0,6.4,4.8,12.9,25.1,45.8,0.0,45.4,3.9,0.0,0.1,13.0,190.4,8.3,44.5,18.2,0.0,0.0,22.8
1975-09-01,2.0,0.0,1.9,2.3,,29.5,100.9,19.9,0.0,,43.4,1.4,2.4,2.1,1.3,1.4,2.3,0.0,3.2,0.0,0.0,0.0,0.0,3.3,2.5,45.7,47.7,103.9,0.0,102.9,2.0,0.0,1.9,2.3,3.0,29.5,100.9,19.9,0.0,5.6,43.4
1975-10-01,20.9,1.8,16.5,25.0,,31.8,80.3,20.4,55.9,,53.7,11.9,20.6,18.6,10.9,12.5,19.6,6.6,33.0,39.1,57.6,59.8,6.3,34.1,25.7,49.3,59.1,82.7,62.0,81.9,20.9,1.8,16.5,25.0,5.7,31.8,80.3,20.4,55.9,17.5,53.7
1975-11-01,19.9,3.1,7.6,16.7,,39.9,94.8,40.1,19.7,,62.2,5.5,9.5,8.6,5.0,5.8,9.0,11.4,31.4,13.8,20.3,21.1,10.9,32.4,24.5,61.8,68.4,97.6,21.9,96.7,19.9,3.1,7.6,16.7,81.2,39.9,94.8,40.1,19.7,40.5,62.2
1975-12-01,33.7,4.4,25.0,53.8,,16.4,96.0,69.0,50.6,,70.4,18.0,31.3,28.3,16.5,19.0,29.8,16.2,53.2,35.4,52.1,54.1,15.5,54.9,41.5,25.4,77.4,98.9,56.2,97.9,33.7,4.4,25.0,53.8,108.5,16.4,96.0,69.0,50.6,106.1,70.4
1976-01-01,135.2,26.7,257.8,202.1,,125.3,214.0,135.1,154.8,,,185.6,322.3,291.3,170.1,195.9,306.8,98.3,213.6,108.4,159.4,165.6,94.0,220.4,166.3,194.2,128.9,220.4,171.8,218.3,135.2,26.7,257.8,202.1,197.7,125.3,214.0,135.1,154.8,42.5,117.2
1976-02-01,133.6,22.1,112.7,151.2,,114.5,208.1,156.7,184.3,,,81.1,140.9,127.4,74.4,85.7,134.1,81.3,211.1,129.0,189.8,197.2,77.8,217.8,164.3,177.5,150.3,214.3,204.6,212.3,133.6,22.1,112.7,151.2,215.9,114.5,208.1,156.7,184.3,79.8,136.6
1976-03-01,99.1,0.0,193.8,187.7,,114.1,169.9,126.8,156.1,,,139.5,242.3,219.0,127.9,147.3,230.6,0.0,156.6,109.3,160.8,167.0,0.0,161.5,121.9,176.9,123.2,175.0,173.3,173.3,99.1,0.0,193.8,187.7,48.3,114.1,169.9,126.8,156.1,80.7,112.0
1976-04-01,16.6,0.0,10.7,31.5,,36.9,63.7,46.2,51.1,,,7.7,13.4,12.1,7.1,8.1,12.7,0.0,26.2,35.8,52.6,54.7,0.0,27.1,20.4,57.2,50.8,65.6,56.7,65.0,16.6,0.0,10.7,31.5,24.5,36.9,63.7,46.2,51.1,42.9,46.2
1976-05-01,1.0,0.0,2.9,2.5,,5.5,26.4,14.0,4.3,,,2.1,3.6,3.3,1.9,2.2,3.5,0.0,1.6,3.0,4.4,4.6,0.0,1.6,1.2,8.5,18.5,27.2,4.8,26.9,1.0,0.0,2.9,2.5,0.0,5.5,26.4,14.0,4.3,0.3,16.8
1976-06-01,6.6,0.0,1.8,0.0,,7.9,28.1,14.5,6.7,,,1.3,2.3,2.0,1.2,1.4,2.1,0.0,10.4,4.7,6.9,7.2,0.0,10.8,8.1,12.2,3.9,28.9,7.4,28.7,6.6,0.0,1.8,0.0,0.1,7.9,28.1,14.5,6.7,0.1,3.5
1976-07-01,0.0,0.0,2.7,0.0,,2.7,12.3,0.0,0.4,,10.0,1.9,3.4,3.1,1.8,2.1,3.2,0.0,0.0,0.3,0.4,0.4,0.0,0.0,0.0,4.2,11.0,12.7,0.4,12.5,0.0,0.0,2.7,0.0,0.0,2.7,12.3,0.0,0.4,0.3,10.0
1976-08-01,0.6,0.0,5.6,0.0,,10.3,37.8,12.7,1.7,,28.8,4.0,7.0,6.3,3.7,4.3,6.7,0.0,0.9,1.2,1.8,1.8,0.0,1.0,0.7,16.0,31.7,38.9,1.9,38.6,0.6,0.0,5.6,0.0,180.6,10.3,37.8,12.7,1.7,0.3,28.8
1976-09-01,9.4,0.0,5.9,0.0,,13.5,35.3,21.6,4.5,,23.2,4.2,7.4,6.7,3.9,4.5,7.0,0.0,14.9,3.2,4.6,4.8,0.0,15.3,11.6,20.9,25.5,36.4,5.0,36.0,9.4,0.0,5.9,0.0,1.8,13.5,35.3,21.6,4.5,5.7,23.2
1976-10-01,0.0,0.0,3.1,0.0,,5.6,36.8,12.7,0.8,,24.8,2.2,3.9,3.5,2.0,2.4,3.7,0.0,0.0,0.6,0.8,0.9,0.0,0.0,0.0,8.7,27.3,37.9,0.9,37.5,0.0,0.0,3.1,0.0,0.0,5.6,36.8,12.7,0.8,0.0,24.8
1976-11-01,0.0,0.0,19.3,19.8,,18.8,51.0,19.1,3.6,,43.7,13.9,24.1,21.8,12.7,14.7,23.0,0.0,0.0,2.5,3.7,3.9,0.0,0.0,0.0,29.1,48.1,52.5,4.0,52.0,0.0,0.0,19.3,19.8,4.9,18.8,51.0,19.1,3.6,60.3,43.7
1976-12-01,34.4,0.0,43.1,1.5,,69.0,130.7,67.2,10.1,,94.5,31.0,53.9,48.7,28.4,32.8,51.3,0.0,54.4,7.1,10.4,10.8,0.0,56.1,42.3,107.0,104.0,134.6,11.2,133.3,34.4,0.0,43.1,1.5,68.2,69.0,130.7,67.2,10.1,65.6,94.5
1977-01-01,,12.7,316.4,34.9,,68.0,116.5,115.9,10.8,,69.4,227.8,395.5,357.5,208.8,240.5,376.5,46.7,109.0,7.6,11.1,11.6,44.7,112.5,84.9,105.4,76.3,120.0,12.0,118.8,69.0,12.7,316.4,34.9,212.1,68.0,116.5,115.9,10.8,23.0,69.4
1977-02-01,102.5,43.3,350.3,71.4,,111.1,220.6,159.9,169.8,,126.3,252.2,437.9,395.8,231.2,266.2,416.9,159.3,162.0,118.9,174.9,181.7,152.4,167.1,126.1,172.2,138.9,227.2,188.5,225.0,102.5,43.3,350.3,71.4,98.0,111.1,220.6,159.9,169.8,74.8,126.3
1977-03-01,103.8,143.4,258.6,151.5,,48.5,180.9,81.1,98.3,,112.1,186.2,323.3,292.2,170.7,196.5,307.7,527.7,164.0,68.8,101.2,105.2,504.8,169.2,127.7,75.2,123.3,186.3,109.1,184.5,103.8,143.4,258.6,151.5,151.2,48.5,180.9,81.1,98.3,49.4,112.1
1977-04-01,13.7,7.3,164.4,44.2,,37.5,63.0,31.5,36.1,,64.1,118.4,205.5,185.8,108.5,124.9,195.6,26.9,21.6,25.3,37.2,38.6,25.7,22.3,16.9,58.1,70.5,64.9,40.1,64.3,13.7,7.3,164.4,44.2,9.8,37.5,63.0,31.5,36.1,32.5,64.1
1977-05-01,15.2,0.0,14.6,20.5,,46.2,63.5,33.1,6.1,,56.0,10.5,18.3,16.5,9.6,11.1,17.4,0.0,24.0,4.3,6.3,6.5,0.0,24.8,18.7,71.6,61.6,65.4,6.8,64.8,15.2,0.0,14.6,20.5,0.0,46.2,63.5,33.1,6.1,2.9,56.0
1977-06-01,0.0,0.0,5.1,0.0,,0.8,5.9,0.0,0.0,,0.0,3.7,6.4,5.8,3.4,3.9,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,6.1,0.0,6.0,0.0,0.0,5.1,0.0,0.0,0.8,5.9,0.0,0.0,0.1,0.0
1977-07-01,0.0,0.0,2.3,0.0,,1.7,15.4,0.0,0.0,,13.6,1.7,2.9,2.6,1.5,1.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,15.0,15.9,0.0,15.7,0.0,0.0,2.3,0.0,0.0,1.7,15.4,0.0,0.0,4.5,13.6
1977-08-01,0.0,0.0,3.1,0.0,,0.7,2.3,0.0,0.0,,0.0,2.2,3.9,3.5,2.0,2.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,2.4,0.0,2.3,0.0,0.0,3.1,0.0,0.0,0.7,2.3,0.0,0.0,0.6,0.0
1977-09-01,5.8,0.0,8.4,0.0,,17.8,38.5,14.5,0.0,,34.1,6.0,10.5,9.5,5.5,6.4,10.0,0.0,9.2,0.0,0.0,0.0,0.0,9.5,7.1,27.6,37.5,39.7,0.0,39.3,5.8,0.0,8.4,0.0,6.4,17.8,38.5,14.5,0.0,3.7,34.1
1977-10-01,2.7,0.0,6.7,1.5,,14.2,31.4,20.6,7.6,,38.1,4.8,8.4,7.6,4.4,5.1,8.0,0.0,4.3,5.3,7.8,8.1,0.0,4.4,3.3,22.0,41.9,32.3,8.4,32.0,2.7,0.0,6.7,1.5,0.0,14.2,31.4,20.6,7.6,4.3,38.1
1977-11-01,35.0,0.0,12.3,157.9,,85.6,149.2,73.5,94.7,,,8.9,15.4,13.9,8.1,9.3,14.6,0.0,55.3,66.3,97.5,101.3,0.0,57.1,43.1,132.7,117.7,153.7,105.1,152.2,35.0,0.0,12.3,157.9,4.0,85.6,149.2,73.5,94.7,81.7,107.0
1977-12-01,,20.5,0.0,66.9,,72.3,39.7,78.4,80.3,,,0.0,0.0,0.0,0.0,0.0,0.0,75.4,35.7,56.2,82.7,85.9,72.2,36.8,27.8,112.1,92.2,40.9,89.1,40.5,22.6,20.5,0.0,66.9,175.0,72.3,39.7,78.4,80.3,83.3,83.8
1978-01-01,56.5,27.9,119.0,107.9,,39.4,108.9,103.3,113.7,,,85.7,148.8,134.5,78.5,90.4,141.6,102.7,89.3,79.6,117.1,121.7,98.2,92.1,69.5,61.1,153.2,112.2,126.2,111.1,56.5,27.9,119.0,107.9,127.2,39.4,108.9,103.3,113.7,109.2,139.3
1978-02-01,104.4,30.0,116.5,131.8,,114.6,157.5,160.4,164.0,,,83.9,145.6,131.6,76.9,88.5,138.6,110.4,165.0,114.8,168.9,175.5,105.6,170.2,128.4,177.6,146.4,162.2,182.0,160.7,104.4,30.0,116.5,131.8,189.3,114.6,157.5,160.4,164.0,90.5,133.1
1978-03-01,38.6,,217.3,41.3,,50.1,138.2,64.7,102.9,,,156.5,271.6,245.5,143.4,165.1,258.6,212.7,61.0,72.0,106.0,110.1,203.5,62.9,47.5,77.7,91.7,142.3,114.2,141.0,38.6,57.8,217.3,41.3,198.4,50.1,138.2,64.7,102.9,61.8,83.4
1978-04-01,18.2,27.7,89.9,0.5,,28.3,77.6,44.2,53.5,,,64.7,112.4,101.6,59.3,68.3,107.0,101.9,28.8,37.5,55.1,57.2,97.5,29.7,22.4,43.9,41.5,79.9,59.4,79.2,18.2,27.7,89.9,0.5,58.5,28.3,77.6,44.2,53.5,52.4,37.7
1978-05-01,0.0,0.0,16.2,0.0,,3.8,14.0,0.0,0.0,,,11.7,20.3,18.3,10.7,12.3,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,7.5,14.4,0.0,14.3,0.0,0.0,16.2,0.0,2.0,3.8,14.0,0.0,0.0,5.7,6.8
1978-06-01,0.0,0.0,4.0,0.0,,0.0,18.6,0.0,0.0,,,2.9,5.0,4.5,2.6,3.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,19.2,0.0,19.0,0.0,0.0,4.0,0.0,0.1,0.0,18.6,0.0,0.0,0.0,0.1
1978-07-01,1.9,0.0,3.8,0.0,,5.6,16.1,1.8,4.3,,,2.7,4.8,4.3,2.5,2.9,4.5,0.0,3.0,3.0,4.4,4.6,0.0,3.1,2.3,8.7,12.9,16.6,4.8,16.4,1.9,0.0,3.8,0.0,0.0,5.6,16.1,1.8,4.3,6.9,11.7
1978-08-01,,0.0,4.1,0.0,,2.8,2.9,0.0,1.8,,,3.0,5.1,4.6,2.7,3.1,4.9,0.0,9.0,1.3,1.9,1.9,0.0,9.3,7.0,4.3,0.7,3.0,2.0,3.0,5.7,0.0,4.1,0.0,0.0,2.8,2.9,0.0,1.8,0.0,0.6
1978-09-01,4.3,0.0,2.5,13.2,,33.6,93.1,37.8,15.3,,,1.8,3.1,2.8,1.7,1.9,3.0,0.0,6.8,10.7,15.8,16.4,0.0,7.0,5.3,52.1,8.6,95.9,17.0,95.0,4.3,0.0,2.5,13.2,0.0,33.6,93.1,37.8,15.3,20.4,7.8
1978-10-01,,0.0,2.7,55.9,,44.3,81.4,41.7,37.5,,,1.9,3.4,3.1,1.8,2.1,3.2,0.0,22.4,26.3,38.6,40.1,0.0,23.1,17.5,68.7,78.9,83.8,41.6,83.0,14.2,0.0,2.7,55.9,14.8,44.3,81.4,41.7,37.5,30.6,71.7
1978-11-01,36.4,0.0,2.7,59.1,,44.1,86.2,69.7,93.8,,,1.9,3.4,3.1,1.8,2.1,3.2,0.0,57.5,65.7,96.6,100.4,0.0,59.3,44.8,68.4,75.9,88.8,104.1,87.9,36.4,0.0,2.7,59.1,89.6,44.1,86.2,69.7,93.8,66.1,69.0
1978-12-01,46.4,0.0,1.4,74.0,,28.2,58.3,66.1,83.9,,,1.0,1.8,1.6,0.9,1.1,1.7,0.0,73.3,58.7,86.4,89.8,0.0,75.6,57.1,43.7,43.0,60.0,93.1,59.5,46.4,0.0,1.4,74.0,63.1,28.2,58.3,66.1,83.9,41.3,39.1
1979-01-01,,,49.4,32.5,,48.3,62.4,40.1,43.5,,,35.6,61.8,55.8,32.6,37.5,58.8,4.4,85.3,30.5,44.8,46.5,4.2,88.0,66.4,74.9,146.7,64.3,48.3,63.6,54.0,1.2,49.4,32.5,89.2,48.3,62.4,40.1,43.5,81.4,133.4
